fraction,seed,auroc,ece,f1,brier
0.01,42,0.3713490672264408,0.22528159250379823,0.3334282633902236,0.30314875535243213
0.01,123,0.7376433318276825,0.23801680899745775,0.3334282633902236,0.3002489631876039
0.01,456,0.38381317558454575,0.22840971252015377,0.3334282633902236,0.3103750099460675
0.05,42,0.5732569139062941,0.2921952716145929,0.3334282633902236,0.333994378222283
0.05,123,0.6731548904798539,0.2890371697705162,0.3334282633902236,0.3273705055182287
0.05,456,0.5153038362036942,0.33784256000301055,0.3334282633902236,0.3639115041737353
0.1,42,0.6176742660479211,0.35199607273798866,0.3334282633902236,0.3693450905773794
0.1,123,0.6216094808983228,0.3806969503141813,0.3334282633902236,0.39019717665029163
0.1,456,0.4597347323857318,0.37846826314598747,0.3334282633902236,0.39596397436630193
0.25,42,0.5787626890814743,0.4194593786957689,0.3334282633902236,0.42244019745454175
0.25,123,0.6600341399821372,0.40708071779757626,0.3334282633902236,0.4080611463376833
0.25,456,0.616372198619834,0.3993086642531229,0.3334282633902236,0.4035624996057284
0.5,42,0.6558399689799491,0.4466816102186923,0.3334282633902236,0.44298566144283724
0.5,123,0.6676400442211411,0.42554041751783533,0.3334282633902236,0.42179074531996746
0.5,456,0.6465403798240371,0.433172097244931,0.3334282633902236,0.42955987990706196
1.0,42,0.6847770905274058,0.4527512617160872,0.3334282633902236,0.44611638460434677
1.0,123,0.6847770905274058,0.45275126171607993,0.3334282633902236,0.44611638460433944
1.0,456,0.6847770905274057,0.45275126171609736,0.3334282633902236,0.44611638460435654
