model,dataset,fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement,auroc,brier_raw,brier_scaled
PLIP,BRACS,0.01,42,2.808548395353712,0.07891929816725006,0.0022204780123929934,0.07669882015485707,0.7367608705387756,0.12325252956639396,0.12168438404333258
PLIP,BRACS,0.01,123,2.0994851217967354,0.10930839741724153,0.13779897502260233,-0.028490577605360792,0.7189673587936533,0.1211427667328149,0.12096542523217758
PLIP,BRACS,0.01,456,3.8626507907060335,0.1148303123988129,0.021134781295757132,0.09369553110305577,0.7529558704379822,0.12381426860584042,0.12201255063973548
PLIP,BRACS,0.05,42,0.4908582035027032,0.19601106554479839,0.061679619176618156,0.13433144636818023,0.7903121701054766,0.10985666645648748,0.10333265011236471
PLIP,BRACS,0.05,123,0.7537212761902817,0.13858973173847458,0.12766553898851035,0.010924192749964229,0.7910566452088909,0.10914231387723292,0.10749829925548286
PLIP,BRACS,0.05,456,0.37125136465220676,0.2099669648114963,0.0702024270821844,0.1397645377293119,0.7976454228434209,0.10787464315705829,0.09708962108792019
PLIP,BRACS,0.1,42,0.635383713631747,0.16142945771266656,0.06509752999015393,0.09633192772251263,0.8126250794893476,0.10151454306352471,0.0969135905697175
PLIP,BRACS,0.1,123,0.737369871228167,0.10825283327651901,0.08643695688863809,0.02181587638788092,0.7923806438603455,0.10320924231378485,0.10154486453197753
PLIP,BRACS,0.1,456,0.5201627836226591,0.15429235569489969,0.05679128916610396,0.09750106652879573,0.8008554993571153,0.10218769712577201,0.0967624563061709
PLIP,BRACS,0.25,42,0.6145972643210372,0.1331720126163222,0.030558357458192645,0.10261365515812955,0.8315092958837569,0.0933022707268274,0.0898250293022577
PLIP,BRACS,0.25,123,0.7288347320115675,0.07863114294555465,0.06610378255707243,0.01252736038848222,0.836578630493842,0.0956067248067496,0.09454809793653288
PLIP,BRACS,0.25,456,0.6206660697747822,0.11543834342527476,0.04614250836560165,0.0692958350596731,0.8324406988483197,0.09341575352724583,0.09063456896766238
PLIP,BRACS,0.5,42,0.6798983713263844,0.10034965149251587,0.05062565244463179,0.049723999047884083,0.8452851409526402,0.08923760533671328,0.08803275041750332
PLIP,BRACS,0.5,123,0.720695175467207,0.08101990001090345,0.05920896330929919,0.021810936701604264,0.8471092197675656,0.08943429767597519,0.08851462461925035
PLIP,BRACS,0.5,456,0.725868050450346,0.07929320217017212,0.058717219806262426,0.020575982363909694,0.8443925300265444,0.08944734928928495,0.08884472063346696
PLIP,BRACS,1.0,42,0.7837318225542146,0.058777193746586576,0.056716942801735865,0.002060250944850711,0.856587673169057,0.08584306072917229,0.08591626849111943
PLIP,BRACS,1.0,123,0.7837318227170976,0.058777193779924394,0.05671694271840509,0.0020602510615193026,0.856587673169057,0.08584306073347141,0.0859162684932639
PLIP,BRACS,1.0,456,0.7837318225846197,0.058777193752783695,0.056716942786209944,0.002060250966573751,0.856587673169057,0.08584306072997164,0.08591626849151744
