fraction,seed,auroc,ece,f1,brier
0.01,42,0.4103457590491626,0.3453303447536527,0.3128384886776214,0.37667250506706623
0.01,123,0.4449171618944714,0.3063122219595705,0.3322674470716885,0.346941573128772
0.01,456,0.4133171258779038,0.3060745796543785,0.33660225299434526,0.34895120118570977
0.05,42,0.45340356564019446,0.4161434521565567,0.31678554738001913,0.4307060195062964
0.05,123,0.47060597875022514,0.3412168567849454,0.37220118221369786,0.3679188204850764
0.05,456,0.45283180262920947,0.33687631734580775,0.39321635301474633,0.3690017102501436
0.1,42,0.4782549972987574,0.3561048513490594,0.39849709544280554,0.38790971330654855
0.1,123,0.4802989375112552,0.34691829360919735,0.39802060194189326,0.3805406785038264
0.1,456,0.4669142805690617,0.318012534588417,0.4350072945030521,0.36805946796040445
0.25,42,0.5000810372771475,0.33578318982745936,0.4408333886691267,0.3747533002699238
0.25,123,0.5026652260039618,0.29978185413851716,0.4748682196370815,0.35247659381819774
0.25,456,0.49148208175760855,0.2806191701791698,0.4820610691029642,0.3449310454721268
0.5,42,0.5145236808932109,0.2939688494295944,0.49641977213773353,0.34976875494056386
0.5,123,0.5221591932288853,0.25404353566250215,0.5263296463373521,0.32374921365998305
0.5,456,0.5068161354222943,0.27122610820434645,0.5158469875623161,0.3368076639723927
1.0,42,0.5479335494327391,0.2572381564798609,0.5449008415543439,0.32245905641070977
1.0,123,0.5479335494327391,0.2572381565094912,0.5449008415543439,0.3224590564657098
1.0,456,0.5479335494327391,0.25723815664552185,0.5449008415543439,0.3224590566388017
