fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,3.254907238466645,0.22971574746642953,0.0789676115640222,0.15074813590240732
0.01,123,3.0851988280265914,0.21985508888007496,0.07058915216287855,0.1492659367171964
0.01,456,2.9926814500803514,0.21582702076414356,0.06087360179983418,0.1549534189643094
0.05,42,3.6464890569511432,0.24259600240868714,0.05563727685637599,0.18695872555231116
0.05,123,3.7708467387670277,0.24589801385662133,0.07576879957944921,0.17012921427717212
0.05,456,4.1004734828451,0.25183724259497803,0.0736417575848392,0.17819548501013882
0.1,42,4.124441378514311,0.2541477136446054,0.05009862167158341,0.204049091973022
0.1,123,4.166293931130937,0.25646670295780055,0.07774443567594749,0.17872226728185306
0.1,456,4.457015349204628,0.2568897188386445,0.0798532877411635,0.17703643109748096
0.25,42,4.181146278008533,0.25129263543904184,0.05645350945087106,0.19483912598817077
0.25,123,4.451378812931209,0.2593010351697672,0.07293889778799031,0.1863621373817769
0.25,456,4.7687241539447,0.26451055516918914,0.07638655356207323,0.1881240016071159
0.5,42,4.758064151955752,0.2604107876046756,0.06715299598615898,0.19325779161851664
0.5,123,4.856081754995573,0.26146323223184315,0.07154396671076085,0.1899192655210823
0.5,456,4.901443909068219,0.26784638632102736,0.08213015490344788,0.18571623141757948
1.0,42,5.140507078242588,0.2679748152200731,0.056692714798098884,0.2112821004219742
1.0,123,5.140507078671207,0.26797481522007877,0.05669271479699463,0.21128210042308415
1.0,456,5.140507078252387,0.2679748152200754,0.05669271479807355,0.21128210042200182
