fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,1.3421608487708359,0.0660631589461598,0.045071593578654576,0.020991565367505224
0.01,123,1.2699626578653087,0.06875394680755571,0.06640690068909234,0.0023470461184633695
0.01,456,1.2087939501628528,0.07622810708085723,0.0648662383890945,0.011361868691762728
0.05,42,1.935485362638686,0.12012711307848457,0.10266811958262294,0.017458993495861636
0.05,123,1.8905388651034867,0.1110374297380441,0.08974777286386305,0.02128965687418105
0.05,456,1.8139973376763656,0.11850086947876953,0.10579650055561811,0.012704368923151424
0.1,42,2.2507229130434188,0.12723122221148328,0.08858927761131047,0.03864194460017281
0.1,123,2.193271369084994,0.1300443463332137,0.08322922272662586,0.04681512360658785
0.1,456,2.2374468823437343,0.12307140891473001,0.08768251464682261,0.035388894267907395
0.25,42,2.7087852521265376,0.1471481173588136,0.0687734894470437,0.07837462791176991
0.25,123,2.704764017142055,0.1633552596412464,0.11311419310966697,0.05024106653157942
0.25,456,2.68220354372536,0.1494568922302389,0.08359544881968918,0.06586144341054971
0.5,42,3.228835305122856,0.1647597861120985,0.07025694016689522,0.09450284594520326
0.5,123,3.0307190052198494,0.16207794743599702,0.08060904620804744,0.08146890122794957
0.5,456,2.962021738059677,0.15885253021836676,0.07998325373011186,0.0788692764882549
1.0,42,3.565777711281472,0.17239009540523134,0.06159340658337272,0.11079668882185861
1.0,123,3.565777711057479,0.1723900954053022,0.061593406579925,0.1107966888253772
1.0,456,3.5657777112818403,0.1723900954052483,0.06159340658336771,0.1107966888218806
