model,dataset,fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement,auroc,brier_raw,brier_scaled
MIDNIGHT,SPIDER-Breast,0.01,42,0.4293921618749399,0.2909549834037867,0.03597511822512746,0.2549798651786593,0.954694834050165,0.03176778275141548,0.02542544045930871
MIDNIGHT,SPIDER-Breast,0.01,123,0.43742718569905337,0.2627034837940392,0.058168165317016796,0.2045353184770224,0.9497325483008081,0.033166018045370414,0.028049557503815034
MIDNIGHT,SPIDER-Breast,0.01,456,0.4022248824139836,0.30452825419028423,0.026250201295369646,0.2782780528949146,0.9514596354290626,0.03381470269122521,0.02722254772861797
MIDNIGHT,SPIDER-Breast,0.05,42,0.5011267036744091,0.18616966029471466,0.03328833120431198,0.15288132909040267,0.9735719263623412,0.021486340766159424,0.018854733600059927
MIDNIGHT,SPIDER-Breast,0.05,123,0.4837313954114018,0.19565912698905705,0.035392133654382985,0.16026699333467406,0.9753996092308168,0.021787188215652693,0.018952097005315256
MIDNIGHT,SPIDER-Breast,0.05,456,0.47597415693369005,0.19375541650331277,0.039256992542197076,0.15449842396111568,0.9742390235680356,0.021410421386955283,0.018555936913370537
MIDNIGHT,SPIDER-Breast,0.1,42,0.5139208484065722,0.14762457436187645,0.039279249596242086,0.10834532476563437,0.9793978134794418,0.018473692804975156,0.01679612026350473
MIDNIGHT,SPIDER-Breast,0.1,123,0.5222301229345894,0.14827422720732264,0.037003349698573045,0.11127087750874959,0.9796703371899061,0.018694183654007764,0.017079047989141324
MIDNIGHT,SPIDER-Breast,0.1,456,0.5108719840533763,0.1505900187175151,0.03888936987300354,0.11170064884451156,0.9790720965413454,0.01847314680522539,0.016725777508459865
MIDNIGHT,SPIDER-Breast,0.25,42,0.5417442584934987,0.10651986555129016,0.038823021592435704,0.06769684395885445,0.9849489221146404,0.015243637378519137,0.01434822121796487
MIDNIGHT,SPIDER-Breast,0.25,123,0.5508114956247965,0.10461115255753699,0.038978258543227465,0.06563289401430952,0.9846783983221074,0.015492692007917003,0.014676127088727928
MIDNIGHT,SPIDER-Breast,0.25,456,0.5505234359457163,0.104078465791127,0.04017394386399042,0.06390452192713658,0.9842711789496098,0.015752534029427286,0.014949760581965284
MIDNIGHT,SPIDER-Breast,0.5,42,0.5754364773582161,0.07637220943875936,0.03975950950369456,0.0366126999350648,0.9870906063580731,0.013866202295950794,0.013500104797454695
MIDNIGHT,SPIDER-Breast,0.5,123,0.5741269334472304,0.07707036361976692,0.03998386844468338,0.03708649517508354,0.9869537865479343,0.013793582803358273,0.01342194450851736
MIDNIGHT,SPIDER-Breast,0.5,456,0.5737346453902051,0.08015412749306394,0.03758418123650012,0.04256994625656382,0.987294673032205,0.013732907554982724,0.013302576444870382
MIDNIGHT,SPIDER-Breast,1.0,42,0.6034130561706109,0.05686806862856753,0.037282380922050384,0.019585687706517148,0.9890105984946261,0.012481159570526375,0.012344668316629216
MIDNIGHT,SPIDER-Breast,1.0,123,0.6034172374809654,0.056774073806902935,0.03737097363271981,0.019403100174183126,0.9890101826245677,0.012480831370779643,0.01234436889586721
MIDNIGHT,SPIDER-Breast,1.0,456,0.6035544414587889,0.05679492942039708,0.037318019518290335,0.019476909902106744,0.9890082935946077,0.012482719611874284,0.012345877828243411
