fraction,seed,auroc,ece,f1,brier
0.01,42,0.6759175401924531,0.2201657528367885,0.3334282633902236,0.2915817515311064
0.01,123,0.6433875841125534,0.17937438393543595,0.3334282633902236,0.27247316673327565
0.01,456,0.5343249782246497,0.274656422133341,0.3334282633902236,0.31437948268717075
0.05,42,0.7183210708116459,0.2737905680121968,0.3334282633902236,0.3115994162177689
0.05,123,0.8369765878165245,0.2535150456190229,0.3334282633902236,0.28019181731787957
0.05,456,0.6349803288058792,0.28085793575301743,0.3334282633902236,0.3207951976832952
0.1,42,0.7801959672182888,0.3311455031166114,0.3334282633902236,0.33631016271730424
0.1,123,0.7690548996764798,0.331558747350152,0.3334282633902236,0.33642806232987255
0.1,456,0.713159125092615,0.3029520152863603,0.3334282633902236,0.3264587508505059
0.25,42,0.7851687724637607,0.4043403708816119,0.3334282633902236,0.3895790750390268
0.25,123,0.7106683359397519,0.3932967159329624,0.3334282633902236,0.38792762508853773
0.25,456,0.660102730039633,0.39655288804956396,0.33341470360877173,0.39665824725274323
0.5,42,0.7594580919051412,0.44701073247929474,0.3334282633902236,0.4338545167439724
0.5,123,0.6654350184139457,0.4371359439941779,0.3334282633902236,0.4305435818049398
0.5,456,0.6858564190825989,0.4323720750829809,0.3337673931257743,0.42396126031120224
1.0,42,0.6955241265918397,0.455038009669181,0.33424187348223666,0.4452004226991614
1.0,123,0.6955241265918397,0.4550380096691966,0.33424187348223666,0.44520042269917903
1.0,456,0.6955241265918397,0.4550380096691723,0.33424187348223666,0.44520042269915155
