model,dataset,fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement,auroc,brier_raw,brier_scaled
GigaPath,MHIST,0.01,42,3.1518164434655684,0.14334390862082014,0.05269073919078967,0.09065316943003046,0.6532234828020889,0.24977763900037067,0.23344718584207
GigaPath,MHIST,0.01,123,2.2736023746733425,0.1570944958581187,0.07360312296321739,0.0834913728949013,0.6738474698361245,0.23429511108473258,0.2313845476303305
GigaPath,MHIST,0.01,456,3.9160813197227395,0.2010302679308633,0.06583836179586898,0.13519190613499432,0.6449306681073292,0.2617579734975475,0.23024870895448954
GigaPath,MHIST,0.05,42,1.7816115317233903,0.16466311703550476,0.1778781743212078,-0.013215057285703047,0.8380334954078875,0.20610603517149678,0.20732759407530726
GigaPath,MHIST,0.05,123,2.083972063174899,0.20197399081975217,0.20608147058111784,-0.004107479761365662,0.8389023951017469,0.2186484953253489,0.21759932987126923
GigaPath,MHIST,0.05,456,1.8495120029868328,0.16577479424793715,0.16518961480475972,0.0005851794431774304,0.8366288492706644,0.20622202790509336,0.20755373893651358
GigaPath,MHIST,0.1,42,1.4697887067543205,0.142220346002596,0.13706825031490813,0.005152095687687874,0.8449936971006662,0.18642110158112338,0.1858204748668704
GigaPath,MHIST,0.1,123,1.5152320358913618,0.15724534458880543,0.1489057659851501,0.008339578603655334,0.8425040518638574,0.19022439056138132,0.19206119565073654
GigaPath,MHIST,0.1,456,2.016368347593607,0.16495144970402958,0.16751177041379295,-0.002560320709763364,0.8431928687196111,0.20267019897678404,0.20248238051472628
GigaPath,MHIST,0.25,42,1.3953180723861942,0.13158598544370206,0.10803253064434952,0.023553454799352544,0.8721411849450746,0.16565472167002998,0.16215264739458146
GigaPath,MHIST,0.25,123,1.3007379398583163,0.11227443999686786,0.09543615560379587,0.016838284393071987,0.8549612821898073,0.16756489653254142,0.16361941182536452
GigaPath,MHIST,0.25,456,1.4209121219873642,0.11067662767497498,0.09428032206948903,0.016396305605485953,0.8534936070592473,0.16798883662743883,0.16526257415733567
GigaPath,MHIST,0.5,42,1.3108048743098322,0.10705232298993032,0.08055100773584471,0.02650131525408561,0.878309022150189,0.15333743202215025,0.14777264214400523
GigaPath,MHIST,0.5,123,1.4216155422896721,0.09754570989510722,0.0748045344539227,0.022741175441184522,0.8691202953358544,0.15407417871074597,0.15049980474751504
GigaPath,MHIST,0.5,456,1.3416082364135136,0.10761812542766908,0.07418455063829726,0.03343357478937181,0.8766207455429498,0.15273332959333355,0.1476916771435458
GigaPath,MHIST,1.0,42,1.3553410231892724,0.0826854753853362,0.05362207583473092,0.02906339955060528,0.8868359445344859,0.1408570818401572,0.1358798691519199
GigaPath,MHIST,1.0,123,1.3553410231873986,0.08268547538533676,0.053622075834754604,0.029063399550582153,0.8868359445344859,0.14085708184015783,0.13587986915191608
GigaPath,MHIST,1.0,456,1.3553410231857324,0.0826854753853372,0.05362207583477759,0.02906339955055961,0.8868359445344859,0.1408570818401587,0.13587986915191314
