fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,9.999996282006215,0.22528159250379823,0.024079954770780954,0.20120163773301727
0.01,123,9.99999499020887,0.23801680899745775,0.025723334256042674,0.21229347474141508
0.01,456,9.999993219131621,0.22840971252015377,0.02463568311636566,0.2037740294037881
0.05,42,9.999995878660894,0.2921952716145929,0.033288214631172264,0.25890705698342065
0.05,123,9.999995358879435,0.2890371697705162,0.03288514374891488,0.2561520260216013
0.05,456,9.999995970867166,0.33784256000301055,0.041147208829882154,0.2966953511731284
0.1,42,9.999995668946992,0.35199607273798866,0.04391033321623117,0.3080857395217575
0.1,123,9.999995722134377,0.3806969503141813,0.050136865944019726,0.3305600843701616
0.1,456,9.999996155775909,0.37846826314598747,0.04976572086254627,0.3287025422834412
0.25,42,9.999995844849169,0.4194593786957689,0.06231013253438322,0.35714924616138566
0.25,123,9.99999555924206,0.40708071779757626,0.057775193409577985,0.3493055243879983
0.25,456,9.999995665634309,0.3993086642531229,0.05566559918944697,0.3436430650636759
0.5,42,9.999995698521102,0.4466816102186923,0.07643742955520406,0.37024418066348824
0.5,123,9.999995478591597,0.42554041751783533,0.06539860041481238,0.36014181710302295
0.5,456,9.999995589740616,0.433172097244931,0.06909858947901808,0.3640735077659129
1.0,42,9.99999556037978,0.4527512617160872,0.11900780608061766,0.33374345563546953
1.0,123,9.99999556037978,0.45275126171607993,0.11900780608061401,0.3337434556354659
1.0,456,9.99999556037978,0.45275126171609736,0.11900780608062309,0.33374345563547425
