model,dataset,fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement,auroc,brier_raw,brier_scaled
UNI,PCam,0.01,42,1.3919334015019869,0.06901970627461246,0.03484580398557855,0.03417390228903391,0.9810347336184305,0.054441105606598164,0.05020237074926394
UNI,PCam,0.01,123,1.370434789351104,0.07714277339324817,0.04516635612840525,0.03197641726484292,0.9805967660592555,0.058178023747916,0.05382229409723704
UNI,PCam,0.01,456,1.4023705222787557,0.07580073682392444,0.04272892306924256,0.03307181375468188,0.9826710267025245,0.05550234497923208,0.05109201855292427
UNI,PCam,0.05,42,1.9167942681840748,0.038867075730261755,0.03704880954352732,0.0018182661867344324,0.9825253417482291,0.0486306402808135,0.048428745908320296
UNI,PCam,0.05,123,1.929131481016004,0.04411834711689997,0.04231804262468832,0.001800304492211649,0.982907336810453,0.05039514232503316,0.05022777135815079
UNI,PCam,0.05,456,1.9153151027488848,0.0425265785811281,0.0404614178027263,0.002065160778401798,0.9846834661420057,0.04713456005367298,0.04691197013043616
UNI,PCam,0.1,42,2.1024775230008492,0.03771087151847946,0.03680438397639975,0.0009064875420797119,0.9810574616186903,0.04899468435542324,0.04915767778368955
UNI,PCam,0.1,123,2.1242293869505575,0.037338592248006654,0.03720120291057242,0.00013738933743423498,0.983595353350685,0.04766252952480156,0.04787480955144034
UNI,PCam,0.1,456,2.1498953186354774,0.03642315750199754,0.03917666973481,-0.0027535122328124634,0.9844900266826572,0.04644735033637876,0.04670072878658437
UNI,PCam,0.25,42,2.3457614969895713,0.04170796308571778,0.039057814383450205,0.0026501487022675754,0.9799872339493576,0.05037146900251933,0.05054338167273193
UNI,PCam,0.25,123,2.305195935385031,0.037264137389744684,0.03470412039445011,0.002560016995294574,0.9832272312720655,0.046992004120319474,0.047216315687307504
UNI,PCam,0.25,456,2.4195148846724814,0.039891925058807794,0.0368106627370763,0.003081262321731497,0.9823856321606635,0.048420972055985494,0.04874968279827041
UNI,PCam,0.5,42,2.5978867788682054,0.04103471263581857,0.03672129995214704,0.004313412683671532,0.9810645173198035,0.04949972762212629,0.04969935658996143
UNI,PCam,0.5,123,2.5513405523851276,0.04250175911691159,0.03879061307677921,0.003711146040132382,0.9812012913780782,0.05002739458246975,0.050024013268738884
UNI,PCam,0.5,456,2.5347798408856286,0.0443904992122203,0.041068510206392204,0.0033219890058280924,0.9807842711300749,0.05062990623009539,0.050697259974682315
UNI,PCam,1.0,42,2.6635067823864356,0.0450672648394814,0.04097450644711958,0.0040927583923618185,0.9786119794547073,0.052514197392913776,0.052377306348857344
UNI,PCam,1.0,123,2.6635067823851144,0.04506726483948156,0.04097450644712896,0.004092758392352604,0.9786119794547075,0.052514197392913915,0.05237730634885611
UNI,PCam,1.0,456,2.663506782386471,0.04506726483947917,0.0409745064471167,0.004092758392362471,0.9786119794547073,0.052514197392912944,0.052377306348856664
