fraction,seed,auroc,ece,f1,brier
0.01,42,0.33331046749730747,0.23661985764021265,0.3334282633902236,0.3079898228673916
0.01,123,0.45386554389972855,0.2536159668059094,0.3334282633902236,0.3149157607945554
0.01,456,0.5198408643610863,0.24079306240975312,0.3334282633902236,0.3074511971131925
0.05,42,0.3202727909884108,0.2974610020205346,0.3334282633902236,0.3441571463061745
0.05,123,0.4121042497199336,0.2937672624673833,0.3334282633902236,0.33935797761042696
0.05,456,0.5135226367511199,0.3056453616387091,0.3334282633902236,0.34385600076656186
0.1,42,0.331303597367839,0.3517379446991102,0.3334282633902236,0.37607126660090123
0.1,123,0.3919552088000075,0.33257689835355436,0.3334282633902236,0.365805247507911
0.1,456,0.4560470929231776,0.3510145163580225,0.3334282633902236,0.37380054189403056
0.25,42,0.4570766739426443,0.38104296735659976,0.3334282633902236,0.3970360203920903
0.25,123,0.45758606650574973,0.3946415896310409,0.3334282633902236,0.4072024387741464
0.25,456,0.47752810790716593,0.3792264072044646,0.3334282633902236,0.3953786343107854
0.5,42,0.46926663813764324,0.44139266666097104,0.3334282633902236,0.4468071421514745
0.5,123,0.4529879808292205,0.4300433573184901,0.3334282633902236,0.43768815747054046
0.5,456,0.45373180222831033,0.437715780735823,0.3334282633902236,0.44468950107508687
1.0,42,0.48653643891321685,0.4613715288254997,0.3334282633902236,0.46433380693681203
1.0,123,0.48653643891321685,0.46137152882549354,0.3334282633902236,0.4643338069368068
1.0,456,0.48653643891321685,0.461371528825498,0.3334282633902236,0.4643338069368106
