fraction,seed,auroc,ece,f1,brier
0.01,42,0.5599431130476883,0.06045098320009452,0.4153846153846154,0.20569051927561097
0.01,123,0.5581124425078674,0.08463229009793478,0.4281641058134009,0.20896354747969886
0.01,456,0.5327856451222464,0.07527462477231778,0.4180040361330002,0.21075151759889474
0.05,42,0.6062394093439845,0.17175795973789032,0.5609966488555106,0.2307485722503207
0.05,123,0.5956487533284919,0.19801205568544705,0.5160618650551536,0.24383093878314357
0.05,456,0.6193566932946017,0.2065977917165639,0.531350474600021,0.24339010925832902
0.1,42,0.6333817477608327,0.1987684889079144,0.544023534269199,0.2405784098602392
0.1,123,0.6326555313483417,0.21613397659675485,0.5275007593398805,0.24745151862104406
0.1,456,0.6307643427741467,0.22246493508870785,0.52759106422001,0.2517224565694331
0.25,42,0.6552741466957153,0.19216241284038396,0.5780875519686965,0.23841673292922988
0.25,123,0.6551682401355603,0.23124087083364606,0.5347759909999338,0.25642729338846665
0.25,456,0.6575133139675623,0.23037235786812854,0.5542887411873021,0.25359006853754024
0.5,42,0.6567870975550715,0.1997008582380035,0.5632183908045977,0.24416629607471824
0.5,123,0.657936940208182,0.21613970773155325,0.5559897329808834,0.25436701989528954
0.5,456,0.6679375453885258,0.20201859231001346,0.5773328650040979,0.24399567639393818
1.0,42,0.6608115468409586,0.20205901745029844,0.5743203406485424,0.2473426340769512
1.0,123,0.6608115468409586,0.20205901747463925,0.5743203406485424,0.24734263409721194
1.0,456,0.6608115468409586,0.20205901745600932,0.5743203406485424,0.2473426340816992
