fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,2.6574111192499332,0.20635674460892384,0.01321073514827807,0.19314600946064578
0.01,123,2.7885705749210428,0.21499368157502113,0.007380124668525426,0.20761355690649572
0.01,456,2.45508453527965,0.193738343744176,0.014436896194845186,0.1793014475493308
0.05,42,3.2979915055369475,0.231706173605196,0.007402590241377849,0.22430358336381814
0.05,123,3.536716108277432,0.24164002156470185,0.028173833976980596,0.21346618758772126
0.05,456,3.3491864905271402,0.23699601616824278,0.01204838414165804,0.22494763202658474
0.1,42,3.692008512367951,0.24265113903069213,0.025701342331117573,0.21694979669957457
0.1,123,3.851851424173347,0.24862579848254812,0.026312128010746123,0.222313670471802
0.1,456,3.804734264092893,0.24892003988480632,0.01170126912771805,0.23721877075708828
0.25,42,4.407844566602893,0.25603377446931036,0.047123132628386064,0.20891064184092428
0.25,123,4.452983217757824,0.25939600238261895,0.03271180518062404,0.2266841972019949
0.25,456,4.600490131218362,0.2613511681050241,0.04030327780663923,0.2210478902983849
0.5,42,5.230427946411447,0.26696647458146194,0.05611169095244488,0.21085478362901705
0.5,123,5.220332914772679,0.2664013351739182,0.04930245485005489,0.2170988803238633
0.5,456,5.177337741586485,0.2663626127115571,0.030478861793667468,0.23588375091788963
1.0,42,5.985775100398891,0.27189664526637647,0.04873992253595433,0.22315672273042214
1.0,123,5.985775100409536,0.2718966452663761,0.04873992253587205,0.22315672273050402
1.0,456,5.985775100408885,0.2718966452663762,0.048739922535877084,0.2231567227304991
