fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,2.4213525244838765,0.20110738639811387,0.05754515924621599,0.14356222715189787
0.01,123,2.721524309680856,0.21889978430717258,0.05520390423113524,0.16369588007603733
0.01,456,2.423334837411779,0.20041590214973165,0.05998835892648875,0.1404275432232429
0.05,42,2.893543234574097,0.22296636780631734,0.04083893225959893,0.18212743554671842
0.05,123,3.0352726928949108,0.23225774055089676,0.04839313698030605,0.1838646035705907
0.05,456,3.0333320086047264,0.229486950440474,0.04429359135760153,0.1851933590828725
0.1,42,3.0993805672238617,0.23072922208555213,0.05074359196630492,0.1799856301192472
0.1,123,3.087477573785633,0.23127677972874136,0.04608583816307348,0.18519094156566787
0.1,456,3.3691602434608696,0.24086630556974964,0.03946970960038073,0.2013965959693689
0.25,42,3.2971504788042916,0.23470705837635608,0.02786777952465769,0.2068392788516984
0.25,123,3.142922392266468,0.22793067088959118,0.041191216138640525,0.18673945475095066
0.25,456,3.772263049065445,0.2513536602323087,0.04683248558980105,0.20452117464250766
0.5,42,3.796271723078214,0.2438840893775385,0.025749591923914995,0.2181344974536235
0.5,123,3.3792701431225334,0.2297272095599057,0.027225086102697606,0.20250212345720808
0.5,456,3.472013285888075,0.23562436792345745,0.024759215825193918,0.21086515209826354
1.0,42,3.54859012271958,0.23090469122863228,0.028143026586944078,0.2027616646416882
1.0,123,3.548590122626582,0.23090469122862997,0.028143026588025158,0.2027616646406048
1.0,456,3.54859012281329,0.2309046912286313,0.02814302658585481,0.2027616646427765
