model,dataset,fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement,auroc,brier_raw,brier_scaled
GigaPath,PCam,0.01,42,1.496537569317592,0.07028570957723108,0.037818870045603484,0.0324668395316276,0.9811973015914403,0.052147612820819464,0.048685583402662935
GigaPath,PCam,0.01,123,1.4770690982293675,0.07550899829540125,0.03994973784677655,0.0355592604486247,0.9827876469366056,0.051755523230209544,0.04757409472829343
GigaPath,PCam,0.01,456,1.4178649576511462,0.07306494527083554,0.03513986314557853,0.03792508212525701,0.9822530974835224,0.05227356111340937,0.04802085656383323
GigaPath,PCam,0.05,42,1.948519029791659,0.03837671561783935,0.036677135728052535,0.0016995798897868133,0.9825704140437777,0.04773667280818389,0.047643488413684876
GigaPath,PCam,0.05,123,2.009435492980765,0.03879916048302677,0.03928079541369276,-0.00048163493066599034,0.9835935726615975,0.04678436253471521,0.04680998485436877
GigaPath,PCam,0.05,456,1.9643965847566442,0.038113484914187576,0.03724862280373604,0.0008648621104515378,0.9822795172471416,0.048458838232369045,0.04836899246397659
GigaPath,PCam,0.1,42,2.194958660289373,0.03146765513972773,0.034919942162767136,-0.003452287023039409,0.982144825626524,0.04853689009253983,0.0487039051886946
GigaPath,PCam,0.1,123,2.2231303267559994,0.03067403989151061,0.03705865540131771,-0.0063846155098071025,0.9827529085982313,0.04746673444976544,0.04782679185875021
GigaPath,PCam,0.1,456,2.246384470166937,0.032139966831707126,0.038643539250543875,-0.006503572418836749,0.9832681498681729,0.047023490720789214,0.04739844817279966
GigaPath,PCam,0.25,42,2.4875482649929883,0.03469073758421948,0.03582120494025968,-0.0011304673560402004,0.9820909914465941,0.04952769553916579,0.049534392887142946
GigaPath,PCam,0.25,123,2.442317838717323,0.03563743769883394,0.037193488634550166,-0.001556050935716223,0.9826195767088207,0.04872940919250518,0.04898023398298555
GigaPath,PCam,0.25,456,2.4733506321835637,0.03761838649062601,0.03712520866585396,0.0004931778247720467,0.9812352138777279,0.051137771529715714,0.051185094697134684
GigaPath,PCam,0.5,42,2.672394268195293,0.03856868815975281,0.03666257378233358,0.0019061143774192352,0.981108572610915,0.05150127802718567,0.051292625213982514
GigaPath,PCam,0.5,123,2.5941041434728285,0.040435056360183706,0.039544266614961035,0.0008907897452226712,0.9818039615019937,0.05135930568212695,0.05124660602911238
GigaPath,PCam,0.5,456,2.888207494721652,0.03226724272128851,0.03133416971664921,0.0009330730046393024,0.9823645954425081,0.047678110673271934,0.04764414423657707
GigaPath,PCam,1.0,42,2.802328687378794,0.041729722503607646,0.03879219487211521,0.002937527631492437,0.9799245745550995,0.05293097818277187,0.05253437343343745
GigaPath,PCam,1.0,123,2.802328687376526,0.04172972250357319,0.03879219487205791,0.00293752763151528,0.9799245745550995,0.052930978182751866,0.05253437343341637
GigaPath,PCam,1.0,456,2.8023286873792546,0.04172972250362147,0.03879219487212953,0.0029375276314919374,0.9799245745550995,0.05293097818278032,0.052534373433445344
