fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,9.999994998275067,0.3453303447536527,0.15590988694752267,0.18942045780613004
0.01,123,9.999995024412824,0.3063122219595705,0.1496953438690266,0.15661687809054387
0.01,456,9.999995192066766,0.3060745796543785,0.1485433479258664,0.1575312317285121
0.05,42,9.999994329923837,0.4161434521565567,0.1669403462745241,0.2492031058820326
0.05,123,9.999994382374679,0.3412168567849454,0.1518571225996891,0.1893597341852563
0.05,456,9.99999444457302,0.33687631734580775,0.15005468580828293,0.18682163153752482
0.1,42,9.99999415087915,0.3561048513490594,0.15534699973946817,0.20075785160959123
0.1,123,9.99999415329117,0.34691829360919735,0.15391841460540726,0.1929998790037901
0.1,456,9.99999413848175,0.318012534588417,0.14809984900612438,0.1699126855822926
0.25,42,9.999993801235322,0.33578318982745936,0.1518937396464876,0.18388945018097175
0.25,123,9.999993500940748,0.29978185413851716,0.1437019113319693,0.15607994280654786
0.25,456,9.999993373097048,0.2806191701791698,0.13973460109121005,0.14088456908795977
0.5,42,9.999996470107094,0.2939688494295944,0.14396525323724074,0.15000359619235365
0.5,123,9.999995264107907,0.25404353566250215,0.13213299469295792,0.12191054096954423
0.5,456,9.999996112790997,0.27122610820434645,0.13694764569626944,0.134278462508077
1.0,42,9.999995695405064,0.2572381564798609,0.1350662383735848,0.12217191810627612
1.0,123,9.999995695405216,0.2572381565094912,0.13506623845311244,0.12217191805637878
1.0,456,9.999995695405506,0.25723815664552185,0.13506623857705216,0.12217191806846969
