fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,0.7664789399518118,0.06045098320009452,0.056439010942594764,0.004011972257499753
0.01,123,0.7103836286083108,0.08463229009793478,0.06055857878517752,0.024073711312757262
0.01,456,0.7575891797524341,0.07527462477231778,0.08520835695844571,-0.009933732186127933
0.05,42,1.0769436020875462,0.17175795973789032,0.1741802871004409,-0.002422327362550575
0.05,123,1.5967856012316564,0.19801205568544705,0.20306350000837575,-0.0050514443229287
0.05,456,1.6048754527845743,0.2065977917165639,0.20867055487624456,-0.002072763159680663
0.1,42,1.613282755490549,0.1987684889079144,0.2030849435707955,-0.0043164546628811085
0.1,123,1.9280597543805846,0.21613397659675485,0.21480304223300437,0.00133093436375048
0.1,456,2.2056966440978227,0.22246493508870785,0.21787339199741643,0.004591543091291422
0.25,42,1.7461000129052797,0.19216241284038396,0.2003277231523627,-0.00816531031197873
0.25,123,2.5307541710412536,0.23124087083364606,0.22417384405530133,0.007067026778344726
0.25,456,2.3858210729348395,0.23037235786812854,0.22151143134275475,0.008860926525373791
0.5,42,2.0663066146875604,0.1997008582380035,0.20153149839991102,-0.0018306401619075374
0.5,123,2.4604051340262925,0.21613970773155325,0.21766300181333068,-0.0015232940817774265
0.5,456,2.107321380898394,0.20201859231001346,0.20390308337467355,-0.0018844910646600987
1.0,42,2.3066766926021813,0.20205901745029844,0.19796934264801855,0.004089674802279897
1.0,123,2.306676693127551,0.20205901747463925,0.19796934267262564,0.00408967480201361
1.0,456,2.3066766926098974,0.20205901745600932,0.19796934265296012,0.004089674803049198
