fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement
0.01,42,9.999995530595996,0.2091037331571361,0.022084123232750608,0.1870196099243855
0.01,123,9.999995359204096,0.21528693375836738,0.02284228220779383,0.19244465155057355
0.01,456,9.999996468851954,0.2612280208063087,0.025409261636289815,0.23581875917001888
0.05,42,9.999996181342071,0.2530349610194058,0.025520395834826126,0.2275145651845797
0.05,123,9.999994475398339,0.23259628840179855,0.02481011733633043,0.20778617106546812
0.05,456,9.999995633460372,0.2365673438847362,0.025523182468687566,0.21104416141604862
0.1,42,9.999996345773132,0.2845391367409797,0.02869402075270827,0.2558451159882714
0.1,123,9.999995585555505,0.2483905721216339,0.027147824234555695,0.2212427478870782
0.1,456,9.999996189614613,0.2469952211272541,0.02535950962404926,0.22163571150320485
0.25,42,9.999995846415608,0.2646239549265053,0.029412092937422474,0.23521186198908284
0.25,123,9.999994871845992,0.26638151535390747,0.029825508242922294,0.23655600711098518
0.25,456,9.999995305702242,0.24856826105988283,0.027292278539512438,0.2212759825203704
0.5,42,9.999995481838898,0.28908489406568877,0.033699365766945266,0.2553855282987435
0.5,123,9.999995523892167,0.29751820362064785,0.034763307885008504,0.26275489573563937
0.5,456,9.999994954845523,0.2934211563430515,0.03407139931788089,0.2593497570251706
1.0,42,9.999994871845992,0.3117107328498126,0.03795539595599797,0.27375533689381465
1.0,123,9.999994871845992,0.3117107328497966,0.03795539595599503,0.2737553368938016
1.0,456,9.999994871845992,0.311710732849812,0.037955395955997916,0.2737553368938141
