fraction,seed,auroc,ece,f1,brier
0.01,42,0.44081336238198976,0.22971574746642953,0.4171779141104294,0.25819235461286505
0.01,123,0.424821471798596,0.21985508888007496,0.4171779141104294,0.25458419306331964
0.01,456,0.43559368191721126,0.21582702076414356,0.4171779141104294,0.2526175204269351
0.05,42,0.4592108448317598,0.24259600240868714,0.4171779141104294,0.26357575295784996
0.05,123,0.40022089082546597,0.24589801385662133,0.4165813715455476,0.26587731770922707
0.05,456,0.4265159767610748,0.25183724259497803,0.4171779141104294,0.26964720416177246
0.1,42,0.44884713144517063,0.2541477136446054,0.4165813715455476,0.2695879874825082
0.1,123,0.4105543451948681,0.25646670295780055,0.4165813715455476,0.2702521340496135
0.1,456,0.4044420237230695,0.2568897188386445,0.4165813715455476,0.2732957184558645
0.25,42,0.45612442507867346,0.25129263543904184,0.41598360655737704,0.2682593946606201
0.25,123,0.4269244734931009,0.2593010351697672,0.41598360655737704,0.2720596995922244
0.25,456,0.4268790849673203,0.26451055516918914,0.4165813715455476,0.2750915452367363
0.5,42,0.4385893246187364,0.2604107876046756,0.41598360655737704,0.27313397856024324
0.5,123,0.4305858145727427,0.26146323223184315,0.41478439425051333,0.27451362961558745
0.5,456,0.4277565964657468,0.26784638632102736,0.4141829393627955,0.277045105255623
1.0,42,0.45356753812636164,0.2679748152200731,0.41598360655737704,0.2746578484002622
1.0,123,0.45356753812636164,0.26797481522007877,0.41598360655737704,0.27465784840026514
1.0,456,0.45356753812636164,0.2679748152200754,0.41598360655737704,0.27465784840026325
