fraction,seed,auroc,ece,f1,brier
0.01,42,0.46069692058346834,0.18180557321464236,0.471305050401141,0.2708773349812759
0.01,123,0.45545200792364493,0.15586843472569908,0.4821313990793695,0.2627654066814216
0.01,456,0.449900954439042,0.14732700972622503,0.4688613711869526,0.2633914399317838
0.05,42,0.4448766432558977,0.18651359368140474,0.4644243161314915,0.2821882935189348
0.05,123,0.4475373671889069,0.18620628792804061,0.45755247946455735,0.2821799874552119
0.05,456,0.45841887268143344,0.18173572308311461,0.4643420782947325,0.2788097025540368
0.1,42,0.4483657482441923,0.21018672561812324,0.4419000610060452,0.288935569729129
0.1,123,0.45497028633171266,0.20593895133312723,0.4510531047325499,0.29134964748323605
0.1,456,0.45542049342697644,0.1956270862437696,0.44936615806841573,0.28582605954199886
0.25,42,0.4387988474698361,0.24755835204056612,0.42416650636709885,0.3091883394053269
0.25,123,0.4451782820097245,0.24086055669517584,0.43074315376873773,0.30513994598059413
0.25,456,0.45200792364487663,0.23629334112595632,0.4358860531782784,0.3038569096388455
0.5,42,0.43876733297316767,0.2746881229704981,0.4432110062287292,0.32093712227087057
0.5,123,0.4506032775076535,0.24895740650029657,0.4375636426753067,0.31340742283370854
0.5,456,0.4390104448046101,0.2497317012739642,0.4428569973829187,0.3130618221586368
1.0,42,0.4419322888528723,0.28601560163511636,0.42124182752481865,0.3272527476726256
1.0,123,0.4419322888528723,0.2860156016351256,0.42124182752481865,0.3272527476726316
1.0,456,0.4419322888528723,0.2860156016351135,0.42124182752481865,0.32725274767262524
