model,dataset,fraction,seed,temperature,ece_raw,ece_scaled,ece_improvement,auroc,brier_raw,brier_scaled
CONCH,CRC,0.01,42,0.4344873757239325,0.1876742374016858,0.003958822552965312,0.18371541484872048,0.9980747983000737,0.011994396008604594,0.006184417036657518
CONCH,CRC,0.01,123,0.43048402819899223,0.19044015796993702,0.005122972450576026,0.185317185519361,0.9981258168361564,0.011838787680684177,0.005846878733518736
CONCH,CRC,0.01,456,0.4334917315799636,0.18683122076039724,0.0026296909856610247,0.18420152977473622,0.998130089327635,0.01172162753453574,0.006007729310848625
CONCH,CRC,0.05,42,0.5977200526541554,0.06917809702129671,0.004345820411118556,0.06483227661017815,0.9986914725616904,0.005996814460969907,0.004798041291893536
CONCH,CRC,0.05,123,0.5898251327702091,0.06953935186507228,0.0038693840932553514,0.06566996777181693,0.9987605756107898,0.005909084078314377,0.004700059774286242
CONCH,CRC,0.05,456,0.6007760005394195,0.068343192939521,0.0033693907754845875,0.0649738021640364,0.998636178091834,0.0058599553306050624,0.00470653568134055
CONCH,CRC,0.1,42,0.6512591225828191,0.04705975096880854,0.0036566445921870894,0.043403106376621446,0.9989276861961738,0.004952769669731582,0.004286182686309738
CONCH,CRC,0.1,123,0.6521782539347121,0.0444733863710845,0.0027697085438040067,0.041703677827280496,0.9989250795840423,0.004908377196421776,0.0042994101612358285
CONCH,CRC,0.1,456,0.662352430253188,0.04337168546788492,0.004597294410557089,0.03877439105732783,0.9988571737038675,0.0048321732205879415,0.004230342946318752
CONCH,CRC,0.25,42,0.7113408532414495,0.028319527173685133,0.002874178946629632,0.0254453482270555,0.9991856709798174,0.004005520296179228,0.0036884011844956813
CONCH,CRC,0.25,123,0.7120859084698429,0.027296374825808427,0.0026317854367537306,0.024664589389054695,0.9991774687314332,0.0040422533860664115,0.0037615261518940835
CONCH,CRC,0.25,456,0.7255749812903939,0.0265623058925935,0.003264343994878372,0.02329796189771513,0.9991102383580697,0.003970930496393826,0.0036866962044204907
CONCH,CRC,0.5,42,0.7486643203365719,0.01918999742697427,0.0025339286336149044,0.016656068793359364,0.999313042689826,0.003512741787915411,0.00334038468978263
CONCH,CRC,0.5,123,0.7438716715985564,0.019456668221493317,0.002260252638379524,0.017196415583113793,0.9993195507451333,0.0034686486322350694,0.003293317773278939
CONCH,CRC,0.5,456,0.7542345304166054,0.019003831490738483,0.002500515811182521,0.01650331567955596,0.9993211402893264,0.003475159008923402,0.003308100324840177
CONCH,CRC,1.0,42,0.7823339171937226,0.013304782491294827,0.001902163452240502,0.011402619039054325,0.9994136787146106,0.0030968063634866324,0.003001401418005464
CONCH,CRC,1.0,123,0.7823339171906988,0.013304782490742817,0.001902163451883805,0.011402619038859012,0.9994136787146106,0.003096806363413209,0.0030014014179351595
CONCH,CRC,1.0,456,0.7823339171934302,0.013304782490816814,0.0019021634520193223,0.011402619038797492,0.9994136787146106,0.003096806363437574,0.003001401417959673
