fraction,seed,auroc,ece,f1,brier
0.01,42,0.6460451464536432,0.2053047860605842,0.4171779141104294,0.23840244751510806
0.01,123,0.6281620672960542,0.21982490513303998,0.4171779141104294,0.24789259970770428
0.01,456,0.6315662067296054,0.20595789008338472,0.4171779141104294,0.23977178737262986
0.05,42,0.6278746066327766,0.2319427694517411,0.4171779141104294,0.25210898915939595
0.05,123,0.6402808036794965,0.24124594589193618,0.4171779141104294,0.25753725535247
0.05,456,0.6605997337206487,0.23983548334788168,0.4171779141104294,0.2551786445673156
0.1,42,0.6540940450254176,0.2431854376032207,0.4171779141104294,0.25700721125184084
0.1,123,0.6417029774872911,0.24945458841845913,0.4171779141104294,0.26193303682280883
0.1,456,0.6626119583635923,0.2479481627221051,0.4171779141104294,0.25980006205306905
0.25,42,0.6558036794964899,0.2558526240148999,0.4171779141104294,0.2650483400382611
0.25,123,0.6541545630597919,0.2569585030304893,0.4171779141104294,0.2657204752766325
0.25,456,0.6457122972645848,0.2566240466426869,0.4171779141104294,0.26621597251970747
0.5,42,0.6429435971919633,0.2635324308594288,0.4171779141104294,0.2702131014177947
0.5,123,0.6486928104575163,0.2621803494994817,0.4171779141104294,0.26858903844334137
0.5,456,0.6497821350762527,0.2615044793508966,0.4171779141104294,0.26836286061025333
1.0,42,0.6347282740256596,0.26761499259196153,0.4171779141104294,0.2729244367030245
1.0,123,0.6347282740256596,0.2676149925919615,0.4171779141104294,0.27292443670302446
1.0,456,0.6347282740256596,0.26761499259196175,0.4171779141104294,0.27292443670302463
