probe,model,dataset,fraction,seed,auroc,f1_macro,ece_fixed,ece_scaled_fixed,temperature,degeneracy_share
linear,H-Optimus-0,SPIDER-Breast,0.05,456,0.9943951455536052,0.8633826553258377,0.2188446927031777,0.0162293354325506,0.4468632072628862,0.1243144424131627
linear,H-Optimus-0,SPIDER-Breast,0.1,42,0.99509957304094,0.8780083807863529,0.1495601856773403,0.0130540231518085,0.5192175034144726,0.1241482466345354
linear,H-Optimus-0,SPIDER-Breast,0.1,123,0.9947595390640892,0.8658923455530204,0.1452152178659093,0.0197847735519082,0.508992234515154,0.1238989529665946
linear,H-Optimus-0,SPIDER-Breast,0.1,456,0.9950572437773196,0.8726677779248424,0.1452689737475604,0.0175993010914787,0.5073957488387931,0.1243144424131627
linear,H-Optimus-0,SPIDER-Breast,0.25,42,0.9954863999239156,0.8814814669670055,0.0804010121004048,0.0198311128717889,0.5805113839819623,0.1246468339704171
linear,H-Optimus-0,SPIDER-Breast,0.25,123,0.9954603206956868,0.8811157795716418,0.0818177066246286,0.0208198853656172,0.5782393261558517,0.1243975403024763
linear,H-Optimus-0,SPIDER-Breast,0.25,456,0.9954291927869642,0.8782814701337197,0.0765833173181315,0.0238286301367213,0.5826841058848277,0.1245637360811035
linear,H-Optimus-0,SPIDER-Breast,0.5,42,0.99555794890987,0.8861714693963827,0.0495885932527547,0.025299674979781,0.6216589913924219,0.1247299318597307
linear,H-Optimus-0,SPIDER-Breast,0.5,123,0.9955903336764684,0.884705509027432,0.0501716165088732,0.0239770813994665,0.6211174224174749,0.1244806381917899
linear,H-Optimus-0,SPIDER-Breast,0.5,456,0.9956070477412532,0.8842074747740574,0.0462148089714017,0.0245578522076728,0.6258382025512707,0.1245637360811035
linear,H-Optimus-0,SPIDER-Breast,1.0,42,0.9956255660731292,0.8881088143746657,0.0254039659321875,0.0281758305569292,0.6624121011266294,0.1246468339704171
linear,H-Optimus-0,SPIDER-Breast,1.0,123,0.9956255660731292,0.8881088143746657,0.0254039659321875,0.0281758305569292,0.6624121011266294,0.1246468339704171
linear,H-Optimus-0,SPIDER-Breast,1.0,456,0.9956255660731292,0.8881088143746657,0.0254039659321875,0.0281758305569292,0.6624121011266294,0.1246468339704171
linear,MIDNIGHT,BRACS,0.01,42,0.7388334637026913,0.3047441111064216,0.1145887436348332,0.1201446824305593,1.03590646613086,0.3456140350877193
linear,MIDNIGHT,BRACS,0.01,123,0.7336728752972264,0.293356936634352,0.0971530164932117,0.0820092662794536,0.932714882782098,0.4403508771929824
linear,MIDNIGHT,BRACS,0.01,456,0.7741463274799771,0.3189748698177452,0.1048907222922416,0.095748557686152,0.9352643948548164,0.4175438596491228
linear,MIDNIGHT,BRACS,0.05,42,0.81794127514768,0.3811903275343544,0.0823493751875724,0.0635880030496991,0.8817177564005495,0.3350877192982456
linear,MIDNIGHT,BRACS,0.05,123,0.8120740422690625,0.3950893603964278,0.0762176257725979,0.073269477701866,0.9736554885709144,0.312280701754386
linear,MIDNIGHT,BRACS,0.05,456,0.8429389239984649,0.4093801931362598,0.1213451683452571,0.0777754267040944,0.7901947301477756,0.2982456140350877
linear,MIDNIGHT,BRACS,0.1,42,0.8518986386405982,0.4563544227203984,0.1065257156260184,0.0827796653505177,0.8900091265619203,0.2929824561403509
linear,MIDNIGHT,BRACS,0.1,123,0.8396924357613174,0.4509843308577959,0.0765982150567559,0.069674250719523,0.888574322419863,0.2649122807017544
linear,MIDNIGHT,BRACS,0.1,456,0.8608782172931061,0.4363082592721925,0.1054679246078071,0.0837442739168268,0.814505730405568,0.3017543859649123
linear,MIDNIGHT,BRACS,0.25,42,0.8715667867273049,0.5076017398549751,0.0683068868769326,0.0632295748530763,0.958958436536042,0.2596491228070175
linear,MIDNIGHT,BRACS,0.25,123,0.8700082527612567,0.5232335136380736,0.0724001141892389,0.0481612797542639,0.8861931841667083,0.2456140350877192
linear,MIDNIGHT,BRACS,0.25,456,0.8677328265483715,0.4993353136396641,0.0602256794609518,0.0540018899076301,0.9558636964207792,0.2666666666666666
linear,MIDNIGHT,BRACS,0.5,42,0.8827345588845198,0.5436015227392259,0.0757048697558418,0.0629778207879371,0.9422816460761956,0.2263157894736842
linear,MIDNIGHT,BRACS,0.5,123,0.8803964321087692,0.5397900998712186,0.0690988315134845,0.0488453620370434,0.9631212208598124,0.2333333333333333
linear,MIDNIGHT,BRACS,0.5,456,0.881413166138927,0.540751444446687,0.0639811581808322,0.063633079926605,0.9983225096111806,0.2543859649122807
linear,MIDNIGHT,BRACS,1.0,42,0.8920914360615793,0.5613119866447086,0.0719654947204255,0.0726329772634694,0.9838519600471528,0.219298245614035
linear,MIDNIGHT,BRACS,1.0,123,0.8920914360615793,0.5613119866447086,0.0719654947204255,0.0726329772634694,0.9838519600471528,0.219298245614035
linear,MIDNIGHT,BRACS,1.0,456,0.8920914360615793,0.5613119866447086,0.0719654947204255,0.0726329772634694,0.9838519600471528,0.219298245614035
linear,MIDNIGHT,CRC,0.01,42,0.9981725152097494,0.967002277553136,0.1810510925306014,0.0060703974829252,0.4118093465471951,0.1472
linear,MIDNIGHT,CRC,0.01,123,0.9984992477139188,0.964427184543982,0.1826532121522694,0.0046073263794204,0.4154865165980519,0.1461333333333333
linear,MIDNIGHT,CRC,0.01,456,0.9981569795150176,0.964384202876834,0.1816189623243202,0.005177038520037,0.4157990060438577,0.1443333333333333
linear,MIDNIGHT,CRC,0.05,42,0.9988291703807318,0.975257714504338,0.0656569514301646,0.0038865252134946,0.5689685064550578,0.1446
linear,MIDNIGHT,CRC,0.05,123,0.9988978566201124,0.9741283273427876,0.0658681195854655,0.0031053813515717,0.569644400374059,0.1446
linear,MIDNIGHT,CRC,0.05,456,0.9988052940738212,0.9738475875641464,0.0682546994527089,0.0036708352881839,0.5613361883798222,0.1434666666666666
linear,MIDNIGHT,CRC,0.1,42,0.999092345946007,0.9781650753009216,0.0424514911736703,0.0039377318324544,0.6252274089549249,0.1438
linear,MIDNIGHT,CRC,0.1,123,0.9991647112743468,0.9783434310602674,0.0441076571906897,0.0029485762718274,0.6157955493222173,0.1430666666666666
linear,MIDNIGHT,CRC,0.1,456,0.999066777958556,0.9778992493816668,0.0442479016420373,0.0031049022300424,0.6140423909529937,0.1426
linear,MIDNIGHT,CRC,0.25,42,0.9993576644658276,0.982111592245876,0.0247668728590796,0.0035003283518727,0.6873722407679749,0.1432
linear,MIDNIGHT,CRC,0.25,123,0.9994208211670504,0.982476900244736,0.0253488417166912,0.0034287419474362,0.6716980943388309,0.1426666666666666
linear,MIDNIGHT,CRC,0.25,456,0.9994690284850553,0.9822866920469308,0.0257628843810678,0.0025454666636829,0.6687257899846747,0.1422
linear,MIDNIGHT,CRC,0.5,42,0.9995981924165824,0.984615510485672,0.0174763095978379,0.0026905135489796,0.702537268905826,0.1422
linear,MIDNIGHT,CRC,0.5,123,0.999582771523787,0.9857581239593672,0.0186750761926262,0.0025153681031693,0.6905568375689435,0.1427333333333333
linear,MIDNIGHT,CRC,0.5,456,0.9995876626697096,0.9850239788463776,0.0171603802298598,0.0029271930069238,0.7061624320258595,0.1420666666666666
linear,MIDNIGHT,CRC,1.0,42,0.9996967099917168,0.9875221124604632,0.0127321236652125,0.0033519757714169,0.7184427398182787,0.1424
linear,MIDNIGHT,CRC,1.0,123,0.9996967099917168,0.9875221124604632,0.0127321236652125,0.0033519757714169,0.7184427398182787,0.1424
linear,MIDNIGHT,CRC,1.0,456,0.9996967099917168,0.9875221124604632,0.0127321236652125,0.0033519757714169,0.7184427398182787,0.1424
linear,MIDNIGHT,LungHist700,0.01,42,0.7198688021526322,0.4482466850887903,0.2887048558242743,0.1715085466998523,0.2295810469524425,0.1904761904761904
linear,MIDNIGHT,LungHist700,0.01,123,0.6034945360102209,0.2061118953075735,0.0637962064684131,0.1312327041329353,0.3050778428430265,0.2857142857142857
linear,MIDNIGHT,LungHist700,0.01,456,0.767714392384122,0.3097961353600451,0.1655594703506501,0.1164158252669348,0.2163631237865448,0.2571428571428571
linear,MIDNIGHT,LungHist700,0.05,42,0.7676284211360932,0.1831417624521072,0.1272212330133689,0.2098739612431699,0.3879954791268747,0.638095238095238
linear,MIDNIGHT,LungHist700,0.05,123,0.8203044132146067,0.3519811132656806,0.2152521146263706,0.1063109453114763,0.3938003645644257,0.3714285714285714
linear,MIDNIGHT,LungHist700,0.05,456,0.87703907409882,0.3356832612166531,0.2139346296192393,0.0896173873516965,0.3228821698943519,0.4380952380952381
linear,MIDNIGHT,LungHist700,0.1,42,0.8511523793537783,0.3985015705549955,0.2157810543474597,0.165743526827294,0.4042953612223535,0.3714285714285714
linear,MIDNIGHT,LungHist700,0.1,123,0.8481491447575262,0.4133919769593394,0.2250889190032312,0.121838471677994,0.3557344245132424,0.2857142857142857
linear,MIDNIGHT,LungHist700,0.1,456,0.8876986154168259,0.4080727943351254,0.2417875407811217,0.1037021958533645,0.4483590423479029,0.2857142857142857
linear,MIDNIGHT,LungHist700,0.25,42,0.8998358441208723,0.4196608946608947,0.1441614270755857,0.1557476564984969,0.4341610700811337,0.2857142857142857
linear,MIDNIGHT,LungHist700,0.25,123,0.8808984152363798,0.4746089861853408,0.1830749274732337,0.1574566289135579,0.4005740782095547,0.2095238095238095
linear,MIDNIGHT,LungHist700,0.25,456,0.9143074206323404,0.524984814802444,0.1931994369772252,0.1704377709587091,0.4332492303981122,0.2571428571428571
linear,MIDNIGHT,LungHist700,0.5,42,0.921954324871214,0.54177293875302,0.1902685003767914,0.1479653469312369,0.4830247520437173,0.2476190476190476
linear,MIDNIGHT,LungHist700,0.5,123,0.9012887487774366,0.541169916585199,0.1515951778587883,0.1524210295506896,0.495434562084452,0.219047619047619
linear,MIDNIGHT,LungHist700,0.5,456,0.9222703557959492,0.5368703573893969,0.1651569563523305,0.1501784198940913,0.530092126765997,0.238095238095238
linear,MIDNIGHT,LungHist700,1.0,42,0.9460658957717402,0.68089805558137,0.1946074086746045,0.1046212052383304,0.5051352683428814,0.2
linear,MIDNIGHT,LungHist700,1.0,123,0.9460658957717402,0.68089805558137,0.1946074086746045,0.1046212052383304,0.5051352683428814,0.2
linear,MIDNIGHT,LungHist700,1.0,456,0.9460658957717402,0.68089805558137,0.1946074086746045,0.1046212052383304,0.5051352683428814,0.2
linear,MIDNIGHT,MHIST,0.01,42,0.5655141365027913,0.3870765370138017,0.0895947940735582,0.0520952057944782,2.473192027452588,1.0
linear,MIDNIGHT,MHIST,0.01,123,0.4122051143526022,0.3870765370138017,0.0947196747625885,0.0763432895378293,2.6349046325530097,1.0
linear,MIDNIGHT,MHIST,0.01,456,0.5198631370430398,0.3870765370138017,0.0874421502655394,0.055283757406031,2.3704146570546354,1.0
linear,MIDNIGHT,MHIST,0.05,42,0.6809247253736719,0.3870765370138017,0.1290789943882425,0.1249588007461244,2.05289231821932,1.0
linear,MIDNIGHT,MHIST,0.05,123,0.6143841166936791,0.3870765370138017,0.0885413561603101,0.0852454946241991,2.140131137728421,1.0
linear,MIDNIGHT,MHIST,0.05,456,0.5567981271384836,0.3870765370138017,0.0977809975296123,0.0627513943268737,2.29986398342527,1.0
linear,MIDNIGHT,MHIST,0.1,42,0.6882901134521879,0.3889107747598314,0.1007090323888895,0.1064626953492555,1.9029575052797327,0.9959058341862844
linear,MIDNIGHT,MHIST,0.1,123,0.6469611021069692,0.3870765370138017,0.106974376026468,0.1000806443479351,2.064199610166394,1.0
linear,MIDNIGHT,MHIST,0.1,456,0.6704619124797407,0.3870765370138017,0.0980521287182033,0.1025058076017566,1.9831540407393904,1.0
linear,MIDNIGHT,MHIST,0.25,42,0.6964838825859895,0.4570488661769403,0.0895141113214277,0.0924139932804108,1.8659725733359869,0.95496417604913
linear,MIDNIGHT,MHIST,0.25,123,0.7095759049162615,0.419908869037507,0.1070486807064435,0.1264364043752045,1.7376935664214015,0.9825997952917092
linear,MIDNIGHT,MHIST,0.25,456,0.6657932649018549,0.4658266185272856,0.0722987219471681,0.0750121849757132,1.9354413203095528,0.9539406345957012
linear,MIDNIGHT,MHIST,0.5,42,0.6985233207275346,0.4941792956498839,0.0873993322133156,0.0896077883353487,1.860743921658008,0.9160696008188332
linear,MIDNIGHT,MHIST,0.5,123,0.7200612281649559,0.4884096226160875,0.0909907796451533,0.0979122795686467,1.704886081876461,0.9303991811668372
linear,MIDNIGHT,MHIST,0.5,456,0.7172609400324149,0.499414867814698,0.089327237769706,0.0948449400798096,1.7907021204613032,0.924257932446264
linear,MIDNIGHT,MHIST,1.0,42,0.7383261300198092,0.5404122476907287,0.0825294760265743,0.0926212452249318,1.712834489428288,0.8833162743091095
linear,MIDNIGHT,MHIST,1.0,123,0.7383261300198092,0.5404122476907287,0.0825294760265743,0.0926212452249318,1.712834489428288,0.8833162743091095
linear,MIDNIGHT,MHIST,1.0,456,0.7383261300198092,0.5404122476907287,0.0825294760265743,0.0926212452249318,1.712834489428288,0.8833162743091095
linear,MIDNIGHT,PCam,0.01,42,0.9495605622547402,0.8810779500480093,0.0530836198872111,0.0543600197144219,1.482960968906187,0.57464599609375
linear,MIDNIGHT,PCam,0.01,123,0.9392316193221112,0.8709558814950027,0.0600801882985695,0.0668530611706662,1.5938000996288662,0.58612060546875
linear,MIDNIGHT,PCam,0.01,456,0.9497133438883492,0.8806757903819112,0.0583240887844914,0.0572044274433636,1.5836732294301192,0.57977294921875
linear,MIDNIGHT,PCam,0.05,42,0.9556278319126508,0.8987061574915483,0.0476634976577221,0.0511521756561838,1.8051986688572663,0.56964111328125
linear,MIDNIGHT,PCam,0.05,123,0.955957658000012,0.8956041426927503,0.0517865467188697,0.0533726855671702,1.9145588866366348,0.574005126953125
linear,MIDNIGHT,PCam,0.05,456,0.9586923233267808,0.8987811018518158,0.0461082150095853,0.0488753298047325,1.858432207810743,0.570831298828125
linear,MIDNIGHT,PCam,0.1,42,0.9544545552442714,0.9000780146320677,0.0484477380935673,0.049179042121947,1.9592128123472272,0.570220947265625
linear,MIDNIGHT,PCam,0.1,123,0.9568165536374268,0.9007717756503216,0.0514359184427033,0.0510041705587432,2.0248106556494347,0.571044921875
linear,MIDNIGHT,PCam,0.1,456,0.9586404374740326,0.9017904146835138,0.0493183285048439,0.0497441466213434,1.976723291506593,0.570587158203125
linear,MIDNIGHT,PCam,0.25,42,0.9556589902463948,0.9053726282305554,0.0526961512786694,0.0505425882886714,2.13960337574007,0.568756103515625
linear,MIDNIGHT,PCam,0.25,123,0.9573864151236948,0.906673035062179,0.0519323777486994,0.0500648671245501,2.11984228053256,0.567779541015625
linear,MIDNIGHT,PCam,0.25,456,0.9571553949289558,0.9060668695696305,0.0505130351688057,0.0473207131836962,2.200791053169566,0.567230224609375
linear,MIDNIGHT,PCam,0.5,42,0.9534617875502542,0.9066830916343714,0.0524985821041658,0.0482734098290533,2.2892937050617674,0.566986083984375
linear,MIDNIGHT,PCam,0.5,123,0.9548790856788874,0.9062600645417148,0.0524010227081062,0.047061535091974,2.369102353156357,0.566497802734375
linear,MIDNIGHT,PCam,0.5,456,0.9565945337456918,0.9083725631619,0.0525893831152711,0.0488729055002207,2.2586623893002544,0.56671142578125
linear,MIDNIGHT,PCam,1.0,42,0.9534379270615372,0.9061140930655364,0.0558004007295935,0.0508878762673128,2.379907452568899,0.568328857421875
linear,MIDNIGHT,PCam,1.0,123,0.9534379270615372,0.9061140930655364,0.0558004007295935,0.0508878762673128,2.379907452568899,0.568328857421875
linear,MIDNIGHT,PCam,1.0,456,0.9534379270615372,0.9061140930655364,0.0558004007295935,0.0508878762673128,2.379907452568899,0.568328857421875
linear,MIDNIGHT,SPIDER-Breast,0.01,42,0.9476432881293396,0.5747792068223535,0.2982542642610991,0.0393507563673893,0.4179652864830324,0.0980555093900615
linear,MIDNIGHT,SPIDER-Breast,0.01,123,0.951591520806058,0.5926778547029717,0.3164648299656529,0.0352065527423097,0.3945388502195766,0.1026258933023101
linear,MIDNIGHT,SPIDER-Breast,0.01,456,0.9510832456936053,0.5865672168984726,0.3142375872414777,0.0410908739350963,0.399764141365931,0.0952301811533987
linear,MIDNIGHT,SPIDER-Breast,0.05,42,0.9745729561145524,0.6951342089124959,0.1918495734334762,0.0358536019957594,0.4848066962160755,0.1078610603290676
linear,MIDNIGHT,SPIDER-Breast,0.05,123,0.9737033873530349,0.6955090172874319,0.1970106704912606,0.0342697313964165,0.4757528055275226,0.1100216054512215
linear,MIDNIGHT,SPIDER-Breast,0.05,456,0.9731568877282162,0.6913873592146798,0.1914549968771071,0.039827628792244,0.4792857032714946,0.1112680737909257
linear,MIDNIGHT,SPIDER-Breast,0.1,42,0.980016708382074,0.73010634073827,0.1502438776097516,0.035374143074974,0.5135564771616103,0.1161708492604287
linear,MIDNIGHT,SPIDER-Breast,0.1,123,0.9790856550362208,0.7274355058818052,0.149762101178509,0.0397013502715579,0.5100377739419336,0.1157553598138607
linear,MIDNIGHT,SPIDER-Breast,0.1,456,0.9794520983326788,0.7321151533680035,0.1503984425360439,0.0384968355374114,0.5124079012112924,0.1158384577031743
linear,MIDNIGHT,SPIDER-Breast,0.25,42,0.984621852935473,0.7682115467249037,0.106111433343117,0.0372960301943548,0.5474919101980683,0.119744058500914
linear,MIDNIGHT,SPIDER-Breast,0.25,123,0.98453650193429,0.768433449026285,0.105189776441666,0.0410069612622549,0.5428999735692582,0.1204919395047365
linear,MIDNIGHT,SPIDER-Breast,0.25,456,0.9842713457812776,0.7683337771742129,0.1051222582144534,0.03928181077816,0.5462473622036045,0.1198271563902276
linear,MIDNIGHT,SPIDER-Breast,0.5,42,0.9872668417460412,0.7899382126086395,0.0793208623373522,0.0386251090556984,0.570793812456368,0.1213229183978727
linear,MIDNIGHT,SPIDER-Breast,0.5,123,0.9870820579052898,0.7900938264526741,0.0735072613974357,0.0406911485747841,0.5805817159781622,0.122320093069636
linear,MIDNIGHT,SPIDER-Breast,0.5,456,0.9872657936769692,0.7917671032488554,0.076330770021088,0.0404736067407304,0.5742774587505449,0.1228186804055177
linear,MIDNIGHT,SPIDER-Breast,1.0,42,0.9890044041628118,0.8134626320897372,0.0568351196433577,0.0375122409451373,0.6037832952518413,0.1234834635200265
linear,MIDNIGHT,SPIDER-Breast,1.0,123,0.9890044041628118,0.8134626320897372,0.0568351196433577,0.0375122409451373,0.6037832952518413,0.1234834635200265
linear,MIDNIGHT,SPIDER-Breast,1.0,456,0.9890044041628118,0.8134626320897372,0.0568351196433577,0.0375122409451373,0.6037832952518413,0.1234834635200265
linear,PLIP,BRACS,0.01,42,0.6782269658704332,0.1931426407041312,0.0379062928140203,0.0673287367676936,1.7266656828710698,0.743859649122807
linear,PLIP,BRACS,0.01,123,0.740245436657333,0.2212882213735092,0.0529550743822738,0.0892481842475765,1.2674184730746751,0.6508771929824562
linear,PLIP,BRACS,0.01,456,0.7669590224196211,0.2699972235330034,0.1171863558209127,0.118900760791839,1.08128984554852,0.6105263157894737
linear,PLIP,BRACS,0.05,42,0.7978892808120891,0.3114714478420103,0.1559684312570715,0.1010878079819103,0.4919201730536068,0.3245614035087719
linear,PLIP,BRACS,0.05,123,0.7911151407653491,0.2859126389049953,0.1102069813786907,0.0654303173056857,0.5563458970435528,0.3298245614035088
linear,PLIP,BRACS,0.05,456,0.8224502656461267,0.3135540725768316,0.1569479520843601,0.0768116627496507,0.5212458807830739,0.3070175438596491
linear,PLIP,BRACS,0.1,42,0.8279253532298672,0.3663077660167316,0.1603025105522538,0.0618429575929515,0.5268888514091282,0.2912280701754386
linear,PLIP,BRACS,0.1,123,0.8163022216422565,0.3636837581222032,0.1330660928145211,0.0711300042323663,0.5555759680845251,0.2789473684210526
linear,PLIP,BRACS,0.1,456,0.8275506197567146,0.3666381718470688,0.1323597761218597,0.0539557878647146,0.5592234916059664,0.3280701754385965
linear,PLIP,BRACS,0.25,42,0.842678174733009,0.4538376534232143,0.1283394939599142,0.0387280194363738,0.6121194614402341,0.2631578947368421
linear,PLIP,BRACS,0.25,123,0.8334906525443971,0.4579599364025292,0.1338887019536243,0.0263925924289371,0.5910847715142653,0.256140350877193
linear,PLIP,BRACS,0.25,456,0.8322360784889582,0.4474514831606828,0.1127513909474801,0.0417020975054747,0.6464680906164245,0.2859649122807017
linear,PLIP,BRACS,0.5,42,0.8480830225376655,0.47857154926627,0.0762162047212328,0.0440665857212424,0.7194178330134665,0.243859649122807
linear,PLIP,BRACS,0.5,123,0.8468326302800956,0.4683696626772486,0.0861223037654917,0.0466857663377477,0.699343287203855,0.2421052631578947
linear,PLIP,BRACS,0.5,456,0.8416856339680444,0.4773077717162203,0.0729814206754934,0.0526554607885656,0.7160374614739475,0.2385964912280701
linear,PLIP,BRACS,1.0,42,0.856587673169057,0.4978774599268564,0.0587771940646065,0.0567169418367987,0.7837318247188375,0.2105263157894736
linear,PLIP,BRACS,1.0,123,0.856587673169057,0.4978774599268564,0.0587771940646065,0.0567169418367987,0.7837318247188375,0.2105263157894736
linear,PLIP,BRACS,1.0,456,0.856587673169057,0.4978774599268564,0.0587771940646065,0.0567169418367987,0.7837318247188375,0.2105263157894736
linear,PLIP,CRC,0.01,42,0.9958767148604402,0.9297055483081108,0.2774555871577799,0.0060966900094342,0.3327123564213877,0.1534666666666666
linear,PLIP,CRC,0.01,123,0.9962292129495344,0.9361482342820832,0.2948973571722986,0.0038357922213239,0.3037767286062504,0.1472
linear,PLIP,CRC,0.01,456,0.9958965746187528,0.9322170597103836,0.2890399769173858,0.0034864123770971,0.3123050888884096,0.1491333333333333
linear,PLIP,CRC,0.05,42,0.9976864251575664,0.9550909230125948,0.1269976724667658,0.0041889756756879,0.4551929210800514,0.1432666666666666
linear,PLIP,CRC,0.05,123,0.9976470370665363,0.955113939137176,0.1281322854086189,0.0037981345810217,0.4572554655887636,0.1428
linear,PLIP,CRC,0.05,456,0.9976819556717338,0.951975626329677,0.1282034006478992,0.0025461843405222,0.4527652652424319,0.1431333333333333
linear,PLIP,CRC,0.1,42,0.9981609921950316,0.9598401136183308,0.087599890581861,0.0038030664191882,0.5102643130278375,0.1430666666666666
linear,PLIP,CRC,0.1,123,0.9981363802532476,0.9595504759361846,0.0873803786446889,0.003979334607181,0.5108498913123681,0.1416
linear,PLIP,CRC,0.1,456,0.9981678842476658,0.9593428070206994,0.0890560724497873,0.0027292467277009,0.5061781749860794,0.1422
linear,PLIP,CRC,0.25,42,0.99865728412423,0.9676876113666923,0.0546776261887448,0.0017149952235809,0.5763466962616182,0.1431333333333333
linear,PLIP,CRC,0.25,123,0.9986271586273304,0.9673629485608916,0.0553207183508059,0.002524057138759,0.5733714648237928,0.1424
linear,PLIP,CRC,0.25,456,0.998674720883781,0.968199976987051,0.0562872091307812,0.0025705930774037,0.5697265094070485,0.1427333333333333
linear,PLIP,CRC,0.5,42,0.998954690011678,0.9721060814193724,0.038636503780083,0.0024166938952278,0.6146192631536616,0.1426666666666666
linear,PLIP,CRC,0.5,123,0.9989208030693614,0.9720568041818548,0.0384034784541395,0.0035616508617363,0.6182938648776924,0.1427333333333333
linear,PLIP,CRC,0.5,456,0.9989481387368218,0.9722987948833866,0.0396971439876025,0.0023144482381381,0.6133916553561258,0.1426666666666666
linear,PLIP,CRC,1.0,42,0.9991666117025452,0.976428964917576,0.0281272113232024,0.0019242254268136,0.6482916748504577,0.1429333333333333
linear,PLIP,CRC,1.0,123,0.9991666117025452,0.976428964917576,0.0281272113232024,0.0019242254268136,0.6482916748504577,0.1429333333333333
linear,PLIP,CRC,1.0,456,0.9991666117025452,0.976428964917576,0.0281272113232024,0.0019242254268136,0.6482916748504577,0.1429333333333333
linear,PLIP,LungHist700,0.01,42,0.7244925228350151,0.4252244987279519,0.3659636050957247,0.2048329700858782,0.1000052749944835,0.3238095238095238
linear,PLIP,LungHist700,0.01,123,0.7848062155443036,0.406537277910183,0.2844281476187944,0.1666968657005733,0.1000052749944835,0.2666666666666666
linear,PLIP,LungHist700,0.01,456,0.7780854276626792,0.3917540929415244,0.2719776962610156,0.1489177065027813,0.1000052749944835,0.3714285714285714
linear,PLIP,LungHist700,0.05,42,0.8267458914434879,0.0574466184222281,0.2186625384468333,0.2737960545147901,0.3713645353990369,0.9809523809523808
linear,PLIP,LungHist700,0.05,123,0.8489692456316312,0.0457142857142857,0.2098602954564341,0.2748685465194734,0.3823230940029851,1.0
linear,PLIP,LungHist700,0.05,456,0.8666975887097168,0.0778377466689155,0.2118711715683237,0.258981213455609,0.3969944937566198,0.961904761904762
linear,PLIP,LungHist700,0.1,42,0.8659669212375893,0.261595547309833,0.1349196246800622,0.1527336474677798,0.295908358631144,0.6095238095238096
linear,PLIP,LungHist700,0.1,123,0.8722063586226279,0.1912359495769633,0.1147234165762856,0.2062209054494462,0.327757389082159,0.6952380952380952
linear,PLIP,LungHist700,0.1,456,0.8901052021821966,0.3226000889866435,0.1946112014374533,0.1405667906752268,0.2729273651640178,0.5428571428571428
linear,PLIP,LungHist700,0.25,42,0.8863909635831752,0.4036626305533869,0.2002655768947462,0.1426985863992182,0.2872021855821866,0.4285714285714285
linear,PLIP,LungHist700,0.25,123,0.8822323143551426,0.4555689398789919,0.2312586720085378,0.1825490638495925,0.2950290853428721,0.4
linear,PLIP,LungHist700,0.25,456,0.9196441897329148,0.4574770258980785,0.2591030308041132,0.1320357206243137,0.2465054623297296,0.4095238095238095
linear,PLIP,LungHist700,0.5,42,0.8951784996420306,0.48698593189398,0.216468094984506,0.1318308450740964,0.3393864361775874,0.2952380952380952
linear,PLIP,LungHist700,0.5,123,0.8987428679890697,0.5346429148322216,0.2407515160889793,0.1326144458265171,0.3369512707854078,0.2952380952380952
linear,PLIP,LungHist700,0.5,456,0.9171729584072926,0.5106730730569738,0.2408360219455102,0.1168556401323363,0.3234553409945278,0.2952380952380952
linear,PLIP,LungHist700,1.0,42,0.9220359017533604,0.5968399763005977,0.2244485961840369,0.1066343523619929,0.4108644184983619,0.238095238095238
linear,PLIP,LungHist700,1.0,123,0.9220359017533604,0.5968399763005977,0.2244485961840369,0.1066343523619929,0.4108644184983619,0.238095238095238
linear,PLIP,LungHist700,1.0,456,0.9220359017533604,0.5968399763005977,0.2244485961840369,0.1066343523619929,0.4108644184983619,0.238095238095238
linear,PLIP,MHIST,0.01,42,0.7423329731676571,0.3870765370138017,0.1271330369089613,0.1192581419105478,2.098808954572708,1.0
linear,PLIP,MHIST,0.01,123,0.6336214658743021,0.3870765370138017,0.1365908156473551,0.0841701858913269,2.320374165616052,1.0
linear,PLIP,MHIST,0.01,456,0.7348865478119936,0.3870765370138017,0.1746898997008341,0.0885191469980175,2.2694703670677883,1.0
linear,PLIP,MHIST,0.05,42,0.7786376733297318,0.3870765370138017,0.1490272027155929,0.176375286521724,1.884489388385144,1.0
linear,PLIP,MHIST,0.05,123,0.7451692778678193,0.3870765370138017,0.1436650997921061,0.1573962259794037,1.811560030966412,1.0
linear,PLIP,MHIST,0.05,456,0.7459031154330994,0.3870765370138017,0.141888632362242,0.163889542354907,1.8880457977006249,1.0
linear,PLIP,MHIST,0.1,42,0.7839726274086081,0.3870765370138017,0.1457203915187255,0.1516371484507965,1.716049110269757,1.0
linear,PLIP,MHIST,0.1,123,0.7720691518098325,0.3870765370138017,0.1316032676799323,0.156708080974517,1.6722500603251946,1.0
linear,PLIP,MHIST,0.1,456,0.7820547451827841,0.3900896060152363,0.1383069514620865,0.1258719630043471,1.767518020688878,0.9989764585465712
linear,PLIP,MHIST,0.25,42,0.7998964523680893,0.4826655759328311,0.1229930635086263,0.1239898663843938,1.5730755162526435,0.9508700102354144
linear,PLIP,MHIST,0.25,123,0.7929362506753107,0.514375408763898,0.1270371453391817,0.1218250536691573,1.505155549506465,0.933469805527124
linear,PLIP,MHIST,0.25,456,0.7890149468755627,0.4775761818891277,0.1123159735409016,0.1197554209801965,1.5879392917167294,0.9580348004094166
