model,dataset,fraction,seed,budget,n_train,n_val,n_labels_total,n_classes,auroc,f1_macro,brier,ece_fixed,ece_adaptive,temperature,ece_scaled_fixed,ece_scaled_adaptive,degeneracy_share,forced_classes,forced_val_classes,degenerate
CONCH,SPIDER-Breast,1.0,456,proportional,68730,12128,80858,18,0.9883801851722642,0.7828783075707056,,0.0458057033429405,0.0457748731276833,0.708580344264474,0.0252617757346485,0.0255746096663156,0.1224031909589496,0,0,False
GigaPath,BRACS,0.01,42,proportional,33,7,40,7,0.7262489825257087,0.2536490250295848,,0.1005897288020346,0.1357168314005638,0.8503064325318991,0.110832768828296,0.1204555431097777,0.4929824561403508,0,7,False
GigaPath,BRACS,0.01,123,proportional,33,7,40,7,0.7449791680156584,0.1945372144094559,,0.0221002683069253,0.0659346364663505,1.288661081086205,0.0418178039700794,0.0558071634704697,0.4684210526315789,0,7,False
GigaPath,BRACS,0.01,456,proportional,33,7,40,7,0.7741843547332466,0.3078244342789486,,0.127863014432742,0.1444910791281855,0.7911837717615298,0.1185106860889837,0.1244690183294472,0.4385964912280701,0,7,False
GigaPath,BRACS,0.05,42,proportional,180,14,194,7,0.8329418827057491,0.419773332482219,,0.1143231614157521,0.1143231614157521,0.5602729512052083,0.0945539444303129,0.061650417184769,0.312280701754386,0,0,False
GigaPath,BRACS,0.05,123,proportional,180,14,194,7,0.8286769244165944,0.4331965718387081,,0.1105543148813182,0.1086140089493643,0.6685268828101386,0.0391456885904752,0.0345889749560289,0.2894736842105263,0,0,False
GigaPath,BRACS,0.05,456,proportional,180,14,194,7,0.8493548626424013,0.4478425498390013,,0.1413839517725005,0.1413839517725005,0.5239909891512023,0.0704464834724085,0.0813770809890694,0.2754385964912281,0,0,False
GigaPath,BRACS,0.1,42,proportional,362,28,390,7,0.8509058233103592,0.518263585270626,,0.1372424634034516,0.1397983417702832,0.4722455811676042,0.1027298674315319,0.1008674805866589,0.231578947368421,0,0,False
GigaPath,BRACS,0.1,123,proportional,362,28,390,7,0.8565256348189635,0.5364992881578551,,0.147931179116007,0.1543466327613817,0.7291037302517799,0.0650874289017005,0.0766332518026806,0.2105263157894736,0,0,False
GigaPath,BRACS,0.1,456,proportional,362,28,390,7,0.8672838044262859,0.5058149447570142,,0.1534421917395607,0.140608995664224,0.5866020634155149,0.071326451945059,0.0779783253599115,0.2543859649122807,0,0,False
GigaPath,BRACS,0.25,42,proportional,912,75,987,7,0.8786627877404892,0.5577836145808737,,0.1310846044487229,0.1334789558743333,0.7040199698799198,0.0726062202903568,0.0842588268408867,0.1947368421052631,0,0,False
GigaPath,BRACS,0.25,123,proportional,912,75,987,7,0.8855491173145628,0.585294677677579,,0.1242962790154629,0.1268397782389941,0.6761308197949537,0.0531291288967321,0.0573473734938735,0.2017543859649122,0,0,False
GigaPath,BRACS,0.25,456,proportional,912,75,987,7,0.8770174469284674,0.571993172467781,,0.1205300415610113,0.1164907260554272,0.6295858844784818,0.04760365319715,0.0608532508375444,0.2122807017543859,0,0,False
GigaPath,BRACS,0.5,42,proportional,1826,154,1980,7,0.8922633515724773,0.5926769952202261,,0.0720440916460393,0.0891822282259656,0.7190102750959125,0.0457136806630864,0.0897758993087087,0.1894736842105263,0,0,False
GigaPath,BRACS,0.5,123,proportional,1826,154,1980,7,0.8925221662508608,0.5904579574691613,,0.0991252465965709,0.0978869587825132,0.7076725505784219,0.0543692641292408,0.0640710616300442,0.1947368421052631,0,0,False
GigaPath,BRACS,0.5,456,proportional,1826,154,1980,7,0.8885304463535636,0.5798192978183286,,0.0836530878139013,0.0864485479344253,0.7117672343320103,0.0432070829231234,0.0618071802397932,0.2,0,0,False
GigaPath,BRACS,1.0,42,proportional,3657,312,3969,7,0.8982040556571903,0.6049751109795717,,0.0660298730265189,0.0693042142903217,0.7751704736543567,0.0617059220331861,0.0563657110712123,0.1912280701754386,0,0,False
GigaPath,BRACS,1.0,123,proportional,3657,312,3969,7,0.8982040556571903,0.6049751109795717,,0.0660298730265189,0.0693042142903217,0.7751704736543567,0.0617059220331861,0.0563657110712123,0.1912280701754386,0,0,False
GigaPath,BRACS,1.0,456,proportional,3657,312,3969,7,0.8982040556571903,0.6049751109795717,,0.0660298730265189,0.0693042142903217,0.7751704736543567,0.0617059220331861,0.0563657110712123,0.1912280701754386,0,0,False
GigaPath,CRC,0.01,42,proportional,696,144,840,9,0.9992411237469958,0.9801410552659244,,0.23818790093276,0.2381879009327599,0.399165054819929,0.0115327728305455,0.0114363750435303,0.1462666666666666,0,0,False
GigaPath,CRC,0.01,123,proportional,696,144,840,9,0.999368912244798,0.9817946043692294,,0.2440093797409862,0.2440093797409862,0.1000041055460672,0.0141717481709472,0.014171748170977,0.1424,0,0,False
GigaPath,CRC,0.01,456,proportional,696,144,840,9,0.9992427376794027,0.978232143467364,,0.2398568905120993,0.2398568905120993,0.3549010242083047,0.0048286674344372,0.0043473460563388,0.1408666666666666,0,0,False
GigaPath,CRC,0.05,42,proportional,3495,745,4240,9,0.9994859650517636,0.9870497796318132,,0.083368139190194,0.083368139190194,0.5055918638578394,0.0022169273144804,0.0029624291125956,0.1423333333333333,0,0,False
GigaPath,CRC,0.05,123,proportional,3495,745,4240,9,0.9995505438942218,0.9870644722319544,,0.0835524868586468,0.0835524868586469,0.4167567294677209,0.0041249654270774,0.0031555549394705,0.1413333333333333,0,0,False
GigaPath,CRC,0.05,456,proportional,3495,745,4240,9,0.9995436594000632,0.9868170755558768,,0.0862669496248635,0.0862669496248635,0.4649454909510808,0.0022891691846911,0.0027121443550534,0.1414,0,0,False
GigaPath,CRC,0.1,42,proportional,6996,1497,8493,9,0.9995958209136035,0.9892657466803684,,0.0528494489177816,0.0528494489177815,0.5728720663121296,0.0025482581095462,0.0033219351193607,0.1416666666666666,0,0,False
GigaPath,CRC,0.1,123,proportional,6996,1497,8493,9,0.999658955419979,0.9888302292897426,,0.0526180201494803,0.0525840374362295,0.4953959656214275,0.0021724951719233,0.0016374891122311,0.1413333333333333,0,0,False
GigaPath,CRC,0.1,456,proportional,6996,1497,8493,9,0.9996049425503506,0.9885940927336302,,0.0530661503180924,0.0530661503180924,0.5528580974159267,0.0013308732934147,0.001760696352769,0.1414,0,0,False
GigaPath,CRC,0.25,42,proportional,17496,3746,21242,9,0.999757675183198,0.9902934355836944,,0.0273529084241084,0.027202300742002,0.6013471173497968,0.0011995499201272,0.000918268337101,0.1418,0,0,False
GigaPath,CRC,0.25,123,proportional,17496,3746,21242,9,0.9997901938574408,0.9913305585317906,,0.0283774469807022,0.0281526018985302,0.555071756424334,0.0021984453545874,0.0010629514083902,0.1412666666666666,0,0,False
GigaPath,CRC,0.25,456,proportional,17496,3746,21242,9,0.99979866677874,0.9906995970593888,,0.0273727317657357,0.0273727317657356,0.6080832676997386,0.0015232702889569,0.0008624290375501,0.1418666666666666,0,0,False
GigaPath,CRC,0.5,42,proportional,34998,7496,42494,9,0.9998659909874936,0.9920690846396004,,0.0180697462113292,0.0178060916924728,0.6212077813574267,0.0013673910980589,0.0009354784950821,0.1414,0,0,False
GigaPath,CRC,0.5,123,proportional,34998,7496,42494,9,0.9998453027909564,0.9921496088396182,,0.0176092953300222,0.0174167280180304,0.6268446180093435,0.0021700717330873,0.0013300206814365,0.1414,0,0,False
GigaPath,CRC,0.5,456,proportional,34998,7496,42494,9,0.9998563597786004,0.9919928360718456,,0.0177682792455495,0.0172678202034839,0.6528545087929779,0.0013422955089885,0.0009633412632491,0.1415333333333333,0,0,False
GigaPath,CRC,1.0,42,proportional,70000,15000,85000,9,0.9999000489102976,0.9938646935718864,,0.01117924911767,0.0111061298268036,0.6547001447646292,0.001968708264319,0.0008335275625091,0.1416,0,0,False
GigaPath,CRC,1.0,123,proportional,70000,15000,85000,9,0.9999000489102976,0.9938646935718864,,0.01117924911767,0.0111061298268036,0.6547001447646292,0.001968708264319,0.0008335275625091,0.1416,0,0,False
GigaPath,CRC,1.0,456,proportional,70000,15000,85000,9,0.9999000489102976,0.9938646935718864,,0.01117924911767,0.0111061298268036,0.6547001447646292,0.001968708264319,0.0008335275625091,0.1416,0,0,False
GigaPath,LungHist700,0.01,42,proportional,7,7,14,7,0.6600650738628632,0.3290599122376321,,0.2065705699153837,0.2162565047568526,0.8243649279916081,0.1992790136591941,0.207660534841667,0.3619047619047619,6,7,False
GigaPath,LungHist700,0.01,123,proportional,7,7,14,7,0.6161440051977788,0.2445003200642298,,0.1314391325066454,0.1771016904295694,0.1000052749944835,0.1362773671027484,0.1320451975860348,0.2761904761904762,6,7,False
GigaPath,LungHist700,0.01,456,proportional,7,7,14,7,0.6894466644292099,0.3682392957182873,,0.2208098520055324,0.2335824072120505,0.1252416528734078,0.0781698064504267,0.1414919886008087,0.2857142857142857,6,7,False
GigaPath,LungHist700,0.05,42,proportional,22,7,29,7,0.7344938715773056,0.1587301587301587,,0.0843887642178709,0.1930218896728762,1.785764355998128,0.0422462399600806,0.1821557812747578,0.923809523809524,0,6,False
GigaPath,LungHist700,0.05,123,proportional,22,7,29,7,0.7491953633600653,0.1402930402930403,,0.1833278205536251,0.20238790533896,0.7461990936386068,0.1942718022748144,0.2085574700128754,0.8,0,6,False
GigaPath,LungHist700,0.05,456,proportional,22,7,29,7,0.8302389886004171,0.1854874058036916,,0.0923717971769785,0.2097040794692624,0.4217433442377535,0.1158880879672585,0.1590924734581452,0.7333333333333333,0,6,False
GigaPath,LungHist700,0.1,42,proportional,45,8,53,7,0.8264188718394152,0.2816392832792941,,0.1026367433972973,0.1632215947056673,0.4670311922382206,0.1424482536949371,0.1499038739762739,0.6952380952380952,0,2,False
GigaPath,LungHist700,0.1,123,proportional,45,8,53,7,0.8382516586033455,0.2476451497407112,,0.1544916238556542,0.2140075272388104,0.4901946621935941,0.1613632636182498,0.1603439694977026,0.6952380952380952,0,2,False
GigaPath,LungHist700,0.1,456,proportional,45,8,53,7,0.8470522161209454,0.2932178668635422,,0.1993120126538012,0.2478492368042549,0.3329651503113952,0.1903568182814343,0.1770803733624563,0.5047619047619047,0,2,False
GigaPath,LungHist700,0.25,42,proportional,118,24,142,7,0.8860477271913609,0.4454512612407349,,0.2219900863452319,0.2561278306293398,0.3233147725388309,0.105871071406791,0.1265612211993967,0.3809523809523809,0,0,False
GigaPath,LungHist700,0.25,123,proportional,118,24,142,7,0.9143863455628468,0.5229568062080377,,0.3132322981037109,0.3291588542598027,0.2616295104508992,0.1735299139562296,0.1875696682485733,0.3619047619047619,0,0,False
GigaPath,LungHist700,0.25,456,proportional,118,24,142,7,0.9329590056103744,0.5237962054895693,,0.2898256248068862,0.3237297865683436,0.2635276704984727,0.1064503384450562,0.1391300357837657,0.3238095238095238,0,0,False
GigaPath,LungHist700,0.5,42,proportional,240,49,289,7,0.925391472949805,0.6112662314342987,,0.3037633176921508,0.3010840587576934,0.3776688400127194,0.0948955306323808,0.1001518336114904,0.2952380952380952,0,0,False
GigaPath,LungHist700,0.5,123,proportional,240,49,289,7,0.9382178154297544,0.632906495931706,,0.3220810542891182,0.3173972810714318,0.3111760607809862,0.1805468798052588,0.1635215647416566,0.2952380952380952,0,0,False
GigaPath,LungHist700,0.5,456,proportional,240,49,289,7,0.9488037225594074,0.6537399515790873,,0.3300570185125437,0.3349261441053169,0.3433051460815067,0.1136341377008186,0.1073157717025728,0.2761904761904762,0,0,False
GigaPath,LungHist700,1.0,42,proportional,483,103,586,7,0.96452289514029,0.7248092894377723,,0.3120928906883916,0.308331309829332,0.3939907466191993,0.0783625733071197,0.106016408695487,0.2476190476190476,0,0,False
GigaPath,LungHist700,1.0,123,proportional,483,103,586,7,0.96452289514029,0.7248092894377723,,0.3120928906883916,0.308331309829332,0.3939907466191993,0.0783625733071197,0.106016408695487,0.2476190476190476,0,0,False
GigaPath,LungHist700,1.0,456,proportional,483,103,586,7,0.96452289514029,0.7248092894377723,,0.3120928906883916,0.308331309829332,0.3939907466191993,0.0783625733071197,0.106016408695487,0.2476190476190476,0,0,False
GigaPath,MHIST,0.01,42,proportional,18,3,21,2,0.6828741220961643,0.3870765370138017,0.23269777870682,0.141608881987619,0.1541194849288185,2.991830804131451,0.0922991007732261,0.1424135800267328,1.0,0,0,True
GigaPath,MHIST,0.01,123,proportional,18,3,21,2,0.6579866738699801,0.3870765370138017,0.2383156342271091,0.1059798170623536,0.1583886454652827,2.085350366051347,0.1148496441281682,0.1537605956654272,1.0,0,0,True
GigaPath,MHIST,0.01,456,proportional,18,3,21,2,0.6680307941653161,0.3870765370138017,0.2258671511709362,0.1131697544247407,0.1129091013357224,1.7620599949251223,0.1111224147257531,0.1245993172511773,1.0,0,0,True
GigaPath,MHIST,0.05,42,proportional,92,16,108,2,0.7764631730596074,0.3870765370138017,0.2088549792810844,0.1375432760432782,0.1348182146181196,1.5666364603215217,0.1322705002347088,0.1353181173613855,1.0,0,0,True
GigaPath,MHIST,0.05,123,proportional,92,16,108,2,0.7792499549792905,0.3870765370138017,0.2059344379864774,0.1188671592597661,0.1248428662162873,1.5153884575802217,0.1218198104408188,0.1261686041094199,1.0,0,0,True
GigaPath,MHIST,0.05,456,proportional,92,16,108,2,0.8278948316225463,0.3870765370138017,0.2133865532966968,0.1706223303686755,0.1906206853791151,1.5784715971877568,0.1689261897086713,0.1946379402148059,1.0,0,0,True
GigaPath,MHIST,0.1,42,proportional,184,32,216,2,0.8454979290473617,0.4156301401519786,0.1901584091527541,0.159735419198685,0.1631258117333041,1.404232711850273,0.1491100378089599,0.1494831661042392,0.9877175025588536,0,0,False
GigaPath,MHIST,0.1,123,proportional,184,32,216,2,0.8240815775256618,0.4231955043404106,0.1925088932896388,0.1410031585623644,0.1399437642442049,1.7336484160247252,0.1265459922366733,0.1311428666213864,0.9825997952917092,0,0,False
GigaPath,MHIST,0.1,456,proportional,184,32,216,2,0.8392535566360526,0.395663141889557,0.1929906519752705,0.145061495401419,0.1574223883447154,1.433440245807998,0.1457675196819532,0.150877183413894,0.9959058341862844,0,0,True
GigaPath,MHIST,0.25,42,proportional,461,81,542,2,0.8654826220061229,0.674822400443067,0.166646625134755,0.1240217992748166,0.1322422077483857,1.201350215397209,0.1050466426403625,0.1056352262749108,0.8300921187308086,0,0,False
GigaPath,MHIST,0.25,123,proportional,461,81,542,2,0.8461147127678732,0.6480039401688066,0.1707603902729672,0.109657540828813,0.1068671094892006,1.3053356056950405,0.0945285680278638,0.1046973717174132,0.8413510747185261,0,0,False
GigaPath,MHIST,0.25,456,proportional,461,81,542,2,0.8469340896812534,0.6193051210459627,0.1748564938221342,0.1201554088001044,0.1201492629632995,1.4629705666891182,0.1168715979351998,0.119095156893759,0.8710337768679631,0,0,False
GigaPath,MHIST,0.5,42,proportional,924,163,1087,2,0.8671393841166938,0.7344347688566881,0.1556571874874158,0.100402654416612,0.0991283275576536,1.1373146627372177,0.0789327378416768,0.0814885387801955,0.7584442169907881,0,0,False
GigaPath,MHIST,0.5,123,proportional,924,163,1087,2,0.8691202953358546,0.7479186734553461,0.1529768969477448,0.0931125375112037,0.0938029073234935,1.3159568197784337,0.0725409821427344,0.0694451094541953,0.7523029682702149,0,0,False
GigaPath,MHIST,0.5,456,proportional,924,163,1087,2,0.8676121015667206,0.7107946322852257,0.1568022164046766,0.0995315890050967,0.1021439902054904,1.4541801629142417,0.081282172451892,0.085640339068699,0.7830092118730808,0,0,False
GigaPath,MHIST,1.0,42,proportional,1849,326,2175,2,0.8868359445344859,0.7845976956995875,0.1408570818401597,0.0826854753853385,0.0830591991494924,1.355341023746555,0.0536220758280459,0.0576856279980419,0.7093142272262026,0,0,False
GigaPath,MHIST,1.0,123,proportional,1849,326,2175,2,0.8868359445344859,0.7845976956995875,0.1408570818401597,0.0826854753853385,0.0830591991494924,1.355341023746555,0.0536220758280459,0.0576856279980419,0.7093142272262026,0,0,False
GigaPath,MHIST,1.0,456,proportional,1849,326,2175,2,0.8868359445344859,0.7845976956995875,0.1408570818401597,0.0826854753853385,0.0830591991494924,1.355341023746555,0.0536220758280459,0.0576856279980419,0.7093142272262026,0,0,False
GigaPath,PCam,0.01,42,proportional,2620,326,2946,2,0.9822383602324114,0.9398914622028588,0.0510327271164438,0.0712207531495541,0.0689087988084202,1.435739785807079,0.032155926198378,0.0332506890669254,0.542755126953125,0,0,False
GigaPath,PCam,0.01,123,proportional,2620,326,2946,2,0.9816753719079988,0.9345728960887048,0.0529760120835916,0.0715944314231363,0.0708750978642249,1.776270919492531,0.056083798864321,0.056420853959978,0.54766845703125,0,0,False
GigaPath,PCam,0.01,456,proportional,2620,326,2946,2,0.9808170127124848,0.9345759467030336,0.0530856261437577,0.0709985706731862,0.0700845162717142,1.6051309340593305,0.0446600428626407,0.0446844624321026,0.54718017578125,0,0,False
GigaPath,PCam,0.05,42,proportional,13106,1637,14743,2,0.9838811092457712,0.9411479154950668,0.0453430749038264,0.0383800917394338,0.0380794746898284,1.9565809592044845,0.0366247286822319,0.0362612094139428,0.54217529296875,0,0,False
GigaPath,PCam,0.05,123,proportional,13106,1637,14743,2,0.984242421492482,0.940002449145652,0.0462049315003591,0.0410318985896998,0.0417995037834299,1.9534364778122275,0.03973366886339,0.0399018022490784,0.544891357421875,0,0,False
GigaPath,PCam,0.05,456,proportional,13106,1637,14743,2,0.9844820508346726,0.9411506432445896,0.0446519946052866,0.0362558795914065,0.035814251024114,1.9403255616701975,0.0343366783657558,0.0333226173532643,0.5416259765625,0,0,False
GigaPath,PCam,0.1,42,proportional,26214,3275,29489,2,0.9839607634174729,0.9401965730603408,0.0453729131637104,0.0309946406842522,0.0319933858295293,2.21103213970596,0.0376371420380005,0.0380054001444921,0.542877197265625,0,0,False
GigaPath,PCam,0.1,123,proportional,26214,3275,29489,2,0.9832995428952488,0.936227975370156,0.0475991928037003,0.0332324193952614,0.0335877474047995,2.1640654113725115,0.0360150139858982,0.0365369453024646,0.547119140625,0,0,False
GigaPath,PCam,0.1,456,proportional,26214,3275,29489,2,0.9841046192538976,0.9385315483638488,0.046402364618489,0.0327732097980727,0.0338081752770013,2.155432286683083,0.0364300607495414,0.0373194901237244,0.545440673828125,0,0,False
GigaPath,PCam,0.25,42,proportional,65536,8191,73727,2,0.9827831505103944,0.9368140080305892,0.0483943867937106,0.0357211147870909,0.0360683401353954,2.4701703291081545,0.0375167927804635,0.0381081444862496,0.546295166015625,0,0,False
GigaPath,PCam,0.25,123,proportional,65536,8191,73727,2,0.9825680373081334,0.9358320233366798,0.0489389543257485,0.035137617308051,0.0355458742930632,2.359916176311685,0.0349309056191153,0.0351072423255694,0.546844482421875,0,0,False
GigaPath,PCam,0.25,456,proportional,65536,8191,73727,2,0.9832506037476644,0.9377353887893728,0.0480909135944149,0.0343959131724721,0.0347284358245919,2.4235784909988647,0.0361712972112109,0.0370518927404686,0.545623779296875,0,0,False
GigaPath,PCam,0.5,42,proportional,131072,16383,147455,2,0.982780479476763,0.9365729232668843,0.0492923735729418,0.0370408755735903,0.0374305793948985,2.615975932927489,0.0368099994296623,0.0371540127232378,0.545684814453125,0,0,False
GigaPath,PCam,0.5,123,proportional,131072,16383,147455,2,0.980036616406568,0.9332183091593936,0.0526741776460621,0.040181018537024,0.0406677213584957,2.5904989754039374,0.0360932614300094,0.0372990252199291,0.54901123046875,0,0,False
GigaPath,PCam,0.5,456,proportional,131072,16383,147455,2,0.98100347470183,0.931826783880618,0.0522784277301103,0.0399335339623793,0.0404289488370444,2.6205357296769725,0.0378305649435598,0.0381813408287061,0.551177978515625,0,0,False
GigaPath,PCam,1.0,42,proportional,262144,32768,294912,2,0.9799245745550996,0.934263533141838,0.0529309781827692,0.0417297225036032,0.0421543449135346,2.802328694211797,0.0387921949586577,0.0393980535794571,0.5482177734375,0,0,False
GigaPath,PCam,1.0,123,proportional,262144,32768,294912,2,0.9799245745550996,0.934263533141838,0.0529309781827692,0.0417297225036032,0.0421543449135346,2.802328694211797,0.0387921949586577,0.0393980535794571,0.5482177734375,0,0,False
GigaPath,PCam,1.0,456,proportional,262144,32768,294912,2,0.9799245745550996,0.934263533141838,0.0529309781827692,0.0417297225036032,0.0421543449135346,2.802328694211797,0.0387921949586577,0.0393980535794571,0.5482177734375,0,0,False
GigaPath,SPIDER-Breast,0.01,42,proportional,682,113,795,18,0.9862849232312868,0.7572550015207562,,0.4208695601824455,0.4208695601824455,0.3100977256221242,0.0186090538797699,0.0186421348917121,0.1233172677413993,0,0,False
GigaPath,SPIDER-Breast,0.01,123,proportional,682,113,795,18,0.9867825817293218,0.7502931036648324,,0.4180401392855821,0.4180401392855823,0.2858327066478014,0.0316290233762017,0.0303572355073479,0.1243144424131627,0,0,False
GigaPath,SPIDER-Breast,0.01,456,proportional,682,113,795,18,0.9868283456987847,0.7465956637114284,,0.4270355554182178,0.4270355554182179,0.282948447079625,0.0270557541851837,0.0288384302115606,0.1238989529665946,0,0,False
GigaPath,SPIDER-Breast,0.05,42,proportional,3431,600,4031,18,0.9925971318684972,0.8328767925852046,,0.2192774300619936,0.2192774300619936,0.4408015804392125,0.0141075274003975,0.0127723589844652,0.1250623234169852,0,0,False
GigaPath,SPIDER-Breast,0.05,123,proportional,3431,600,4031,18,0.9926819236921208,0.8253486788602191,,0.2101189324100189,0.2100757552597015,0.4414164503792639,0.0206786688840241,0.0206237445303383,0.1256440086421804,0,0,False
GigaPath,SPIDER-Breast,0.05,456,proportional,3431,600,4031,18,0.9926631046520804,0.8263680940129886,,0.2114083527631935,0.2113873978103118,0.396250985169674,0.0330392886501226,0.0307048977168611,0.1254778128635532,0,0,False
GigaPath,SPIDER-Breast,0.1,42,proportional,6868,1203,8071,18,0.9937847418686788,0.8495312542615842,,0.1508061250501541,0.150806125050154,0.4861712166088643,0.0181425657177966,0.0181328830649897,0.1254778128635532,0,0,False
GigaPath,SPIDER-Breast,0.1,123,proportional,6868,1203,8071,18,0.9935342605932694,0.8378798114665564,,0.1421540104746113,0.1421540104746113,0.4791787047145958,0.0288212465791026,0.0283337979766736,0.125311617084926,0,0,False
GigaPath,SPIDER-Breast,0.1,456,proportional,6868,1203,8071,18,0.9935796906164616,0.8379561217290484,,0.1409748739029488,0.1408512146729369,0.466602908622415,0.0306087628897282,0.0306437836167335,0.1252285191956124,0,0,False
GigaPath,SPIDER-Breast,0.25,42,proportional,17176,3027,20203,18,0.994487968943115,0.8571437324538439,,0.0829760271307895,0.0829760271307895,0.5353830524362159,0.0293307761501349,0.0289423529203541,0.1254778128635532,0,0,False
GigaPath,SPIDER-Breast,0.25,123,proportional,17176,3027,20203,18,0.994401650595688,0.8511855267164217,,0.0789884949670592,0.0788617658490542,0.5344450570546098,0.0335130500384868,0.0335919577445509,0.1253947149742396,0,0,False
GigaPath,SPIDER-Breast,0.25,456,proportional,17176,3027,20203,18,0.9944586134187278,0.8531105264666066,,0.0820285970450007,0.0820285970450008,0.5330975729834468,0.0309705008416539,0.030882699286425,0.1253947149742396,0,0,False
GigaPath,SPIDER-Breast,0.5,42,proportional,34361,6060,40421,18,0.9946312653209256,0.8604795670684457,,0.0476846619185451,0.0476846619185452,0.5794206890817094,0.0345852581966297,0.034639270543474,0.1254778128635532,0,0,False
GigaPath,SPIDER-Breast,0.5,123,proportional,34361,6060,40421,18,0.9946414822033088,0.8596434501576192,,0.0485131784494522,0.048384183481593,0.5929526082881507,0.0320975136267666,0.0321639036082482,0.1253947149742396,0,0,False
GigaPath,SPIDER-Breast,0.5,456,proportional,34361,6060,40421,18,0.9946163098544374,0.8599662492866864,,0.0476989770068121,0.047698977006812,0.5822152133591159,0.0344815207179773,0.0342481436233808,0.1254778128635532,0,0,False
GigaPath,SPIDER-Breast,1.0,42,proportional,68730,12128,80858,18,0.99482185011914,0.8662743237362703,,0.0254336677795756,0.0250135421741369,0.624860697066675,0.0357710461959801,0.0357534357679004,0.1253947149742396,0,0,False
GigaPath,SPIDER-Breast,1.0,123,proportional,68730,12128,80858,18,0.99482185011914,0.8662743237362703,,0.0254336677795756,0.0250135421741369,0.624860697066675,0.0357710461959801,0.0357534357679004,0.1253947149742396,0,0,False
GigaPath,SPIDER-Breast,1.0,456,proportional,68730,12128,80858,18,0.99482185011914,0.8662743237362703,,0.0254336677795756,0.0250135421741369,0.624860697066675,0.0357710461959801,0.0357534357679004,0.1253947149742396,0,0,False
H-Optimus-0,BRACS,0.01,42,proportional,33,7,40,7,0.7298470295482282,0.2481798488793485,,0.1020570957004541,0.1046014155154724,1.0881260172148932,0.1067963852038128,0.111044408129263,0.4964912280701754,0,7,False
H-Optimus-0,BRACS,0.01,123,proportional,33,7,40,7,0.7465440692876585,0.2018373941808974,,0.0504554242779768,0.075968270101733,9.99999503809426,0.1340718598580332,0.1460225113931077,0.4982456140350877,0,7,False
H-Optimus-0,BRACS,0.01,456,proportional,33,7,40,7,0.7619167193316423,0.2511407253856844,,0.0686374894925899,0.096054882158495,0.9542244433015834,0.0616365112600087,0.0958214002614993,0.4456140350877193,0,7,False
H-Optimus-0,BRACS,0.05,42,proportional,180,14,194,7,0.8201759132898064,0.3884179487203416,,0.0745259107283189,0.0851083724209576,0.6354138423700886,0.0887427914771834,0.1052523707141623,0.3105263157894737,0,0,False
H-Optimus-0,BRACS,0.05,123,proportional,180,14,194,7,0.8243759309554066,0.4216010863072261,,0.0897167303207911,0.1054727921474751,0.9903563444914892,0.0874583979060515,0.1042513232271516,0.2736842105263158,0,0,False
H-Optimus-0,BRACS,0.05,456,proportional,180,14,194,7,0.8406759117352985,0.3989799688389524,,0.1058249387651696,0.105712418731911,0.6303164559710328,0.0694050006983995,0.0800953052983349,0.3052631578947368,0,0,False
H-Optimus-0,BRACS,0.1,42,proportional,362,28,390,7,0.8428320151236592,0.4860060365272734,,0.0949281237125538,0.0949281237125537,0.572129498268289,0.0830825564812217,0.080448209886302,0.2508771929824561,0,0,False
H-Optimus-0,BRACS,0.1,123,proportional,362,28,390,7,0.8519852017118703,0.4940211672798488,,0.1168863672681094,0.1100989982937767,0.899059743684442,0.0831848232352985,0.1052922220152583,0.2526315789473684,0,0,False
H-Optimus-0,BRACS,0.1,456,proportional,362,28,390,7,0.8613919522288604,0.458921596556668,,0.0949193758347849,0.0971107927971001,0.6896739934957178,0.0529197572469397,0.0731221377925427,0.2807017543859649,0,0,False
H-Optimus-0,BRACS,0.25,42,proportional,912,75,987,7,0.871520489768511,0.53561355765596,,0.0684961784625051,0.0744864473444822,0.7307488294604968,0.0634441295404054,0.0611517181943367,0.2122807017543859,0,0,False
H-Optimus-0,BRACS,0.25,123,proportional,912,75,987,7,0.8788920498170071,0.5754816429837186,,0.116532771904534,0.1137988394797937,0.8120281770763643,0.0573870125413128,0.0664910191547512,0.2035087719298245,0,0,False
H-Optimus-0,BRACS,0.25,456,proportional,912,75,987,7,0.874387328442478,0.5252528784241246,,0.0799295799373285,0.0839487366504846,0.7367653144680443,0.0493431294188711,0.0495775951926397,0.2333333333333333,0,0,False
H-Optimus-0,BRACS,0.5,42,proportional,1826,154,1980,7,0.8860595859815604,0.5575926229135845,,0.0785542512902779,0.071688752450356,0.8158432260478193,0.066130220222444,0.0680019600856706,0.2035087719298245,0,0,False
H-Optimus-0,BRACS,0.5,123,proportional,1826,154,1980,7,0.8917596361648698,0.5636589250452321,,0.0710288056815772,0.0853688884911192,0.8103658189127393,0.0449096626282868,0.0595377564955952,0.2,0,0,False
H-Optimus-0,BRACS,0.5,456,proportional,1826,154,1980,7,0.8886794832012687,0.5667538937910005,,0.0659298228571638,0.0679728914520773,0.7737660021592875,0.038079973959897,0.0548606175431907,0.2105263157894736,0,0,False
H-Optimus-0,BRACS,1.0,42,proportional,3657,312,3969,7,0.8956033932491521,0.5853666534551226,,0.0569633778571087,0.0682520918734284,0.8796049389631576,0.049741229161523,0.0644671116477197,0.1842105263157894,0,0,False
