model,src,tgt,pair,fraction,seed,n_train,auroc,f1_macro,brier,ece_fixed,ece_adaptive,temperature_src,ece_scaled_fixed,ece_scaled_adaptive,temperature_oracle,ece_scaled_oracle,degeneracy_share,degenerate
CLIP,BRACS,CRC,BRACS->CRC,0.25,123,913,0.5282954828221891,0.4432995157338824,0.2137305708823869,0.2757161513028598,0.2757161513028598,0.8892336234593139,0.2306558022621101,0.2318069452403781,1.5826085320015144,0.2598347072936137,0.6746666666666666,False
CLIP,BRACS,CRC,BRACS->CRC,0.25,456,913,0.4749627769314523,0.4108931302357522,0.2238596346755161,0.2763001106672645,0.2763001106672645,0.8266024102707455,0.2590154484747436,0.2605471715176732,2.057715309974684,0.278089951887374,0.6637333333333333,False
CLIP,BRACS,CRC,BRACS->CRC,0.5,42,1828,0.5120042205615032,0.4344732399161647,0.2349307432818059,0.2955530079825569,0.2955530079825569,0.940184101255086,0.2754886060031683,0.2756221031521092,2.722925017432527,0.308686282795826,0.6016,False
CLIP,BRACS,CRC,BRACS->CRC,0.5,123,1828,0.5154498004060805,0.4343837661339647,0.2344575125432848,0.2932359152724876,0.2932359152724876,1.0009022264698917,0.2728199780437581,0.2725463742157889,2.749534856306829,0.3070081995309338,0.6000666666666666,False
CLIP,BRACS,CRC,BRACS->CRC,0.5,456,1828,0.5070571228802273,0.435181328025141,0.2357901737003456,0.2912525723588847,0.2912525723588847,0.9932841863910344,0.2743200596989565,0.2753171718819381,2.8660921304350224,0.3072368897284917,0.6078,False
CLIP,BRACS,CRC,BRACS->CRC,1.0,42,3657,0.5265005905456619,0.4407306637762812,0.2450487615280944,0.2999201632964821,0.2999201632964819,1.111965593819059,0.2876526874006734,0.2880101931511004,3.6438671905687112,0.3202838848030345,0.5762666666666667,False
CLIP,BRACS,CRC,BRACS->CRC,1.0,123,3657,0.5265005905456619,0.4407306637762812,0.2450487615280944,0.2999201632964821,0.2999201632964819,1.111965593819059,0.2876526874006734,0.2880101931511004,3.6438671905687112,0.3202838848030345,0.5762666666666667,False
CLIP,BRACS,CRC,BRACS->CRC,1.0,456,3657,0.5265005905456619,0.4407306637762812,0.2450487615280944,0.2999201632964821,0.2999201632964819,1.111965593819059,0.2876526874006734,0.2880101931511004,3.6438671905687112,0.3202838848030345,0.5762666666666667,False
CLIP,CRC,BRACS,CRC->BRACS,0.01,42,699,0.5599431130476883,0.4153846153846154,0.2056905192756108,0.071756651351698,0.0863981305682874,1.466326749740943,0.0556523827303408,0.0825532869374926,1.532958974054739,0.0471191561926725,0.9947368421052633,True
CLIP,CRC,BRACS,CRC->BRACS,0.01,123,699,0.5581124425078674,0.4281641058134009,0.2089635474796989,0.0791774928594348,0.1106923319670416,1.4531892668200623,0.0583835154434367,0.0969422376997716,1.4207671552242511,0.0558949465906185,0.9736842105263158,False
CLIP,CRC,BRACS,CRC->BRACS,0.01,456,699,0.5327856451222464,0.4180040361330002,0.2107515175988947,0.0820682821296592,0.1066252153490769,1.4016774430041257,0.0779590982647322,0.0935758469360082,1.51517915818326,0.0649167973931803,0.9824561403508772,False
CLIP,CRC,BRACS,CRC->BRACS,0.05,42,3499,0.6062394093439845,0.5609966488555106,0.2307485722503184,0.1717579597378843,0.1758713168305844,1.128522155867177,0.1782179384352285,0.1890914143523787,2.1538851234847067,0.1796006745218529,0.6017543859649123,False
CLIP,CRC,BRACS,CRC->BRACS,0.05,123,3499,0.5956487533284919,0.5160618650551536,0.2438309387831442,0.1980120556854482,0.2037569599837093,1.2143429996465271,0.22048645941707,0.2223064570089831,3.1935690780520773,0.2030634931423141,0.5,False
CLIP,CRC,BRACS,CRC->BRACS,0.05,456,3499,0.6193566932946017,0.531350474600021,0.2433901092583304,0.2065977917165662,0.2125381477615075,1.1261727245015094,0.227000762806121,0.2332413633640598,3.2097483596440024,0.2086705509163396,0.5210526315789473,False
CLIP,CRC,BRACS,CRC->BRACS,0.1,42,6999,0.6333817477608327,0.544023534269199,0.2405784098602319,0.1994955485783968,0.1987684889078995,1.0939294332337297,0.2160678028931395,0.2164111899688433,3.226562469987367,0.2030849347448363,0.5017543859649123,False
CLIP,CRC,BRACS,CRC->BRACS,0.1,123,6999,0.6326555313483417,0.5275007593398805,0.2474515186210437,0.2161339765967536,0.2161339765967536,1.0979329850359922,0.2356853204941015,0.2362190776562667,3.8561204477947535,0.2148030421889421,0.5508771929824562,False
CLIP,CRC,BRACS,CRC->BRACS,0.1,456,6999,0.6307643427741467,0.52759106422001,0.2517224565693881,0.222464935088624,0.222464935088624,1.107443650237102,0.2412109408084237,0.2392959205883223,4.411391647069332,0.2178733930443472,0.5631578947368421,False
CLIP,CRC,BRACS,CRC->BRACS,0.25,42,17499,0.6552741466957153,0.5780875519686965,0.2384167329292747,0.1972612649500099,0.1931610706456843,1.0696280194800107,0.2298288880748938,0.2262972668404644,3.4922012625760703,0.2003277281612663,0.5210526315789473,False
CLIP,CRC,BRACS,CRC->BRACS,0.25,123,17499,0.6551682401355603,0.5347759909999338,0.2564272933884824,0.2307564802606402,0.2303107344981672,1.1275608712664296,0.2641171707230974,0.2632320529094012,5.061505392773321,0.221216136500388,0.5631578947368421,False
CLIP,CRC,BRACS,CRC->BRACS,0.25,456,17499,0.6575133139675623,0.5542887411873021,0.2535900685375372,0.2298119798103096,0.2256030924564391,1.105196668117221,0.2532025098338263,0.261716675479942,4.771642583201326,0.2191570051625635,0.5614035087719298,False
CLIP,CRC,BRACS,CRC->BRACS,0.5,42,35000,0.6567870975550715,0.5632183908045977,0.2441662961895992,0.2016994466116183,0.203408289159634,1.106288024963108,0.2463026602093258,0.2424376597313907,4.132609993644374,0.2015314881074641,0.5210526315789473,False
CLIP,CRC,BRACS,CRC->BRACS,0.5,123,35000,0.657936940208182,0.5559897329808834,0.2543670198953094,0.2285563660709831,0.2225542201520181,1.1109480649622765,0.2596516369183577,0.2596516369183577,4.92080890201496,0.2181572402131087,0.5263157894736842,False
CLIP,CRC,BRACS,CRC->BRACS,0.5,456,35000,0.6679375453885258,0.5773328650040979,0.2439956763952876,0.2028746797556512,0.1987104060724093,1.149987525722795,0.2365418450200486,0.2325746855703412,4.214641425767435,0.2039030805440642,0.5157894736842106,False
CLIP,CRC,BRACS,CRC->BRACS,1.0,42,70000,0.6608115468409586,0.5743203406485424,0.2473426340210986,0.2044353178610055,0.1995337262289476,1.1738681019646555,0.2507175096256971,0.2505938731960304,4.613353515369219,0.1979693430509493,0.5298245614035088,False
CLIP,CRC,BRACS,CRC->BRACS,1.0,123,70000,0.6608115468409586,0.5743203406485424,0.2473426340210986,0.2044353178610055,0.1995337262289476,1.1738681019646555,0.2507175096256971,0.2505938731960304,4.613353515369219,0.1979693430509493,0.5298245614035088,False
CLIP,CRC,BRACS,CRC->BRACS,1.0,456,70000,0.6608115468409586,0.5743203406485424,0.2473426340210986,0.2044353178610055,0.1995337262289476,1.1738681019646555,0.2507175096256971,0.2505938731960304,4.613353515369219,0.1979693430509493,0.5298245614035088,False
CLIP,MHIST,PCam,MHIST->PCam,0.01,42,18,0.657166615877912,0.3334282633902236,0.2910660623567649,0.2104078697032808,0.2355871977447834,2.4439630143218403,0.1746206674917361,0.210873442480631,9.99999581719984,0.0442926627773209,1.0,True
CLIP,MHIST,PCam,MHIST->PCam,0.01,123,18,0.6923560497367621,0.3334282633902236,0.2926847818987743,0.2384641388766032,0.2403528491411562,2.4635839397559485,0.1787202959889722,0.2142287979650524,9.999995746507452,0.0457993126664458,1.0,True
CLIP,MHIST,PCam,MHIST->PCam,0.01,456,18,0.378979461528337,0.3334282633902236,0.3103380768264007,0.2537205198270457,0.2904752591019727,2.424509796999151,0.2246984833837223,0.2629290994076496,9.999996299012988,0.0508960086179335,1.0,True
CLIP,MHIST,PCam,MHIST->PCam,0.05,42,92,0.4806156886747805,0.3334282633902236,0.3079039454749891,0.2365149959710938,0.2586433057654584,2.019373296143253,0.2346461118491234,0.2569564640333124,9.999996141839285,0.0512575697658021,1.0,True
CLIP,MHIST,PCam,MHIST->PCam,0.05,123,92,0.6714162226743807,0.3334282633902236,0.2960316031858416,0.2325962884017986,0.2339617837699128,2.028392678151912,0.2292283574896187,0.2316358917876331,9.999995486434658,0.0497018952234655,1.0,True
CLIP,MHIST,PCam,MHIST->PCam,0.05,456,92,0.6279380499160455,0.3334282633902236,0.3033133442186526,0.2365673438847364,0.2365673438847364,2.11182070036892,0.2258816502300402,0.2258816502300402,9.999995874207482,0.0511222043964928,1.0,True
CLIP,MHIST,PCam,MHIST->PCam,0.1,42,184,0.4685252977823451,0.3334282633902236,0.3227029964490973,0.2661749846603147,0.2840821245784521,1.8092785659391717,0.3009348778306132,0.3021714871910109,9.999996247119586,0.0649072635390078,1.0,True
