model,src,tgt,pair,fraction,seed,n_train,n_val_full,n_val_prop,auroc,f1_macro,brier,ece_fixed,ece_adaptive,temperature_src,ece_scaled_fixed,ece_scaled_adaptive,temperature_prop,ece_scaled_prop,degeneracy_share,degenerate
CONCH,3,2,h3->h2,0.05,123,700,3000,150,0.9895857777777778,0.9616608348536572,0.0446380529851979,0.1062400193542356,0.1032233045642254,0.974265676356762,0.0206967909069915,0.0175881610906913,0.687855597855645,0.0097991594329971,0.5123333333333333,False
CONCH,3,2,h3->h2,0.05,456,700,3000,150,0.9916782222222223,0.9679943100995732,0.043290535078909,0.1154187097342255,0.1073981283266752,1.0031161844977825,0.0263632870581353,0.0247745702926403,1.1584482490686865,0.0394669786783061,0.5133333333333333,False
CONCH,3,2,h3->h2,0.1,42,1400,3000,300,0.9885271111111112,0.9623269665906872,0.0404697797706896,0.0858072970202781,0.0820444934682149,1.132648633994427,0.0221683303167735,0.0196245686307168,0.7365704526299934,0.0117850815059946,0.513,False
CONCH,3,2,h3->h2,0.1,123,1400,3000,300,0.9896426666666668,0.961997567844342,0.0391162009624075,0.0834668741373291,0.0790235821484725,1.1121595867143506,0.019036562411074,0.0171655182387009,0.880573864621231,0.0091014248204961,0.508,False
CONCH,3,2,h3->h2,0.1,456,1400,3000,300,0.9916888888888888,0.9673263048584672,0.0353481287556348,0.0821110240209782,0.075031852314833,1.11046126126216,0.0192949426238756,0.0175073082426792,1.218763127265593,0.0237700780756866,0.5146666666666667,False
CONCH,3,2,h3->h2,0.25,42,3500,3000,750,0.989636,0.9599969953298716,0.0349824966779052,0.0579503689908226,0.0548454081793388,1.2903373247475274,0.016925902028183,0.0159250580867507,1.3564758764005584,0.0190419623038824,0.5086666666666667,False
CONCH,3,2,h3->h2,0.25,123,3500,3000,750,0.9909586666666668,0.9649988760750206,0.0318407796979208,0.0558455409633714,0.0527239439120352,1.3427627206867336,0.0170104149350681,0.0178833822946903,1.3382601529032228,0.0167716304518782,0.5056666666666667,False
CONCH,3,2,h3->h2,0.25,456,3500,3000,750,0.9910164444444446,0.965659611624655,0.0314912220621443,0.0531487882028829,0.048252528657556,1.3064583651681236,0.0130663424439479,0.0146721536246788,1.3728520514112657,0.0174519300912602,0.5143333333333333,False
CONCH,3,2,h3->h2,0.5,42,7000,3000,1500,0.9896826666666666,0.9639929426167528,0.0319687044425493,0.0460456147901111,0.0405495456292126,1.4224363850589743,0.0151605787742601,0.0150630740528158,1.4696688567203182,0.0181463778814708,0.514,False
CONCH,3,2,h3->h2,0.5,123,7000,3000,1500,0.9908373333333332,0.9649957644875028,0.0298128760389932,0.0407397941220968,0.035320296681811,1.455180535057082,0.0145434800398178,0.0123048480154384,1.5670669535129786,0.01841903137036,0.511,False
CONCH,3,2,h3->h2,0.5,456,7000,3000,1500,0.989576888888889,0.9626600284495022,0.0313519987387579,0.0378431109380715,0.0352772594888129,1.4379932357452143,0.0123204981964627,0.0128803943387621,1.4314359285200873,0.0123432312327731,0.5133333333333333,False
CONCH,3,2,h3->h2,1.0,42,14000,3000,3000,0.9904373333333334,0.9653258745436796,0.0296178906101191,0.0349012664226468,0.0294313081676562,1.5280176637010794,0.0131896360512301,0.0120392877673933,1.5280176637010794,0.0131896360512301,0.5146666666666667,False
CONCH,3,2,h3->h2,1.0,123,14000,3000,3000,0.9904373333333334,0.9653258745436796,0.0296178906101191,0.0349012664226468,0.0294313081676562,1.5280176637010794,0.0131896360512301,0.0120392877673933,1.5280176637010794,0.0131896360512301,0.5146666666666667,False
CONCH,3,2,h3->h2,1.0,456,14000,3000,3000,0.9904373333333334,0.9653258745436796,0.0296178906101191,0.0349012664226468,0.0294313081676562,1.5280176637010794,0.0131896360512301,0.0120392877673933,1.5280176637010794,0.0131896360512301,0.5146666666666667,False
CONCH,3,4,h3->h4,0.01,42,140,3000,30,0.9626231111111112,0.9016382401180608,0.1046503787201682,0.1701235955125494,0.1702469832255871,0.6337109818935465,0.0361998140210299,0.0325916729212286,0.2032594819196613,0.0683532531749765,0.517,False
CONCH,3,4,h3->h4,0.01,123,140,3000,30,0.9775537777777776,0.9319213010239836,0.0980257410340343,0.2043069640662109,0.2059173161097074,0.5551540568170203,0.0295426546293582,0.0238524006477147,0.4326828400973913,0.0311982877790296,0.534,False
CONCH,3,4,h3->h4,0.01,456,140,3000,30,0.975588,0.914213676752666,0.1035340802969297,0.2022214983658598,0.2026045586605414,0.6398068645087216,0.072229543906067,0.072229543906067,0.4560767190190459,0.0736998613679143,0.5726666666666667,False
CONCH,3,4,h3->h4,0.05,42,700,3000,150,0.9684813333333332,0.9137229548215936,0.0794911447362744,0.1010128638963799,0.0995822682704463,1.0057859315598632,0.054099884847058,0.0521443536804804,0.6913306597390635,0.0548161602119694,0.5566666666666666,False
CONCH,3,4,h3->h4,0.05,123,700,3000,150,0.9723417777777776,0.9164289534676412,0.0755591237000447,0.105276657199666,0.1051820790025361,0.974265676356762,0.0490773434237958,0.0490773434237958,0.687855597855645,0.0520530304241475,0.5533333333333333,False
CONCH,3,4,h3->h4,0.05,456,700,3000,150,0.9723262222222222,0.9016112803842332,0.082851735216286,0.1195902140766979,0.11932748284484,1.0031161844977825,0.082068977134878,0.082068977134878,1.1584482490686865,0.0803200277020692,0.5856666666666667,False
CONCH,3,4,h3->h4,0.1,42,1400,3000,300,0.965268,0.8988748543954168,0.0802732306782282,0.0762115413430949,0.0759348727486533,1.132648633994427,0.0624336201487957,0.0624336201487957,0.7365704526299934,0.0648368869400412,0.5673333333333334,False
CONCH,3,4,h3->h4,0.1,123,1400,3000,300,0.9716537777777778,0.917126148705096,0.0716693641862416,0.0788534748748311,0.0789047690457429,1.1121595867143506,0.0448187734248178,0.0443922421041444,0.880573864621231,0.0465346944076817,0.55,False
CONCH,3,4,h3->h4,0.1,456,1400,3000,300,0.9714693333333332,0.9044626021370208,0.0766933381064801,0.09336580135741,0.0930108699195949,1.11046126126216,0.0701872200518034,0.0701872200518034,1.218763127265593,0.0694960186338119,0.575,False
CONCH,3,4,h3->h4,0.25,42,3500,3000,750,0.9651506666666668,0.8940971446445327,0.0804926849630548,0.0715086024762993,0.0667954300596965,1.2903373247475274,0.0695417848564488,0.0695417848564488,1.3564758764005584,0.0693420842759804,0.5733333333333334,False
CONCH,3,4,h3->h4,0.25,123,3500,3000,750,0.9720093333333334,0.913067164308855,0.0680370312538199,0.0544974675254963,0.0548056466882028,1.3427627206867336,0.0502203736812791,0.0503215779230304,1.3382601529032228,0.0502469654857088,0.5553333333333333,False
CONCH,3,4,h3->h4,0.25,456,3500,3000,750,0.9689671111111112,0.8966720343531938,0.0780092245927383,0.0734150440107377,0.0731221877087864,1.3064583651681236,0.0754189856086803,0.0754189856086803,1.3728520514112657,0.0751444361257356,0.58,False
CONCH,3,4,h3->h4,0.5,42,7000,3000,1500,0.9607435555555556,0.8881184470572472,0.083541979687648,0.0676413457712377,0.0676413457712376,1.4224363850589743,0.0690473736485231,0.0690473736485231,1.4696688567203182,0.0689510417697297,0.57,False
CONCH,3,4,h3->h4,0.5,123,7000,3000,1500,0.9659955555555556,0.8958179679724558,0.0777095583786457,0.0651518781296517,0.0651518781296518,1.455180535057082,0.0668769216887196,0.0668769216887196,1.5670669535129786,0.0665629681213739,0.5703333333333334,False
CONCH,3,4,h3->h4,0.5,456,7000,3000,1500,0.960512,0.8805560985953487,0.085373749856151,0.0720327162508174,0.0720327162508174,1.4379932357452143,0.0741183976586955,0.0741183976586955,1.4314359285200873,0.0741403299917707,0.5806666666666667,False
CONCH,3,4,h3->h4,1.0,42,14000,3000,3000,0.9588217777777776,0.8735810934697461,0.0910421262878103,0.0863971910073777,0.0863971910073777,1.5280176637010794,0.0882593052424841,0.0882593052424841,1.5280176637010794,0.0882593052424841,0.5926666666666667,False
CONCH,3,4,h3->h4,1.0,123,14000,3000,3000,0.9588217777777776,0.8735810934697461,0.0910421262878103,0.0863971910073777,0.0863971910073777,1.5280176637010794,0.0882593052424841,0.0882593052424841,1.5280176637010794,0.0882593052424841,0.5926666666666667,False
CONCH,3,4,h3->h4,1.0,456,14000,3000,3000,0.9588217777777776,0.8735810934697461,0.0910421262878103,0.0863971910073777,0.0863971910073777,1.5280176637010794,0.0882593052424841,0.0882593052424841,1.5280176637010794,0.0882593052424841,0.5926666666666667,False
CONCH,4,0,h4->h0,0.01,42,140,3000,30,0.976444,0.9220860778298776,0.094897336463657,0.1854487995309844,0.1843290716178674,0.5461316612987579,0.0674033956646899,0.0674387920341555,0.1000035904234609,0.0722749480922156,0.5563333333333333,False
CONCH,4,0,h4->h0,0.01,123,140,3000,30,0.9795137777777778,0.9274577368886544,0.0851325334358432,0.1680620590007968,0.169037225322931,0.5848072710866233,0.0643187266541455,0.0643440092716833,0.6993416514115653,0.0678344979705204,0.5536666666666666,False
CONCH,4,0,h4->h0,0.01,456,140,3000,30,0.9755871111111112,0.9098440771748106,0.0950341393062705,0.1745722715509854,0.1721931086016321,0.6467590614476102,0.0903664774343283,0.0904095466389115,0.6482704172971535,0.0904221019700647,0.5736666666666667,False
CONCH,4,0,h4->h0,0.05,42,700,3000,150,0.9822782222222222,0.9345360588302618,0.057831232094156,0.0829011203112545,0.0833075324377064,0.9450094915060828,0.053136005073233,0.0531586694317969,0.87393067578419,0.0521039314739888,0.5446666666666666,False
CONCH,4,0,h4->h0,0.05,123,700,3000,150,0.982855111111111,0.9352190597547408,0.0541277830769724,0.0751445845664294,0.0760858791095783,0.9338519869416784,0.0454056867304409,0.0454312920841406,1.0916702801075424,0.0470424235122971,0.542,False
CONCH,4,0,h4->h0,0.05,456,700,3000,150,0.9799306666666668,0.9237315009863614,0.0686584557452885,0.1015820285889404,0.1041044063444222,0.9939549994882372,0.0744108231371882,0.0744367253368115,1.1602023515896782,0.07843300298856,0.5593333333333333,False
CONCH,4,0,h4->h0,0.1,42,1400,3000,300,0.9849662222222222,0.9405808654363568,0.0490038830665596,0.0581832721389753,0.059017313476669,1.060654639633805,0.0434288576666189,0.0434989755389155,1.039100139150174,0.0432422449797052,0.538,False
CONCH,4,0,h4->h0,0.1,123,1400,3000,300,0.9849013333333332,0.9399278065728768,0.0475867179734939,0.0506789181925563,0.0514569754790401,1.1028048185798391,0.0371096229698459,0.0372087170048445,1.0952751705742894,0.0370636527798715,0.5346666666666666,False
CONCH,4,0,h4->h0,0.1,456,1400,3000,300,0.979716,0.9257781922509758,0.0637470022130958,0.0823193252717931,0.0859508853870907,1.128850750423701,0.0683502028447238,0.0684196713599386,1.398114413846477,0.0735826949502991,0.5546666666666666,False
CONCH,4,0,h4->h0,0.25,42,3500,3000,750,0.9857524444444444,0.9439449664136924,0.0431315961206916,0.0355612969344697,0.0373725870784482,1.2703435903565727,0.0340035401217375,0.0332491608487704,1.3830034994765106,0.0335901239340932,0.5313333333333333,False
CONCH,4,0,h4->h0,0.25,123,3500,3000,750,0.98562,0.9449578683060844,0.0432818429093755,0.0330147819052518,0.0348005497259395,1.314117273555418,0.0321245452784481,0.0292844047784563,1.3259146576685277,0.0318159085943349,0.5276666666666666,False
CONCH,4,0,h4->h0,0.25,456,3500,3000,750,0.9837031111111112,0.9399192247354776,0.048537411191161,0.0482650540405698,0.0493082648720266,1.3018661818453363,0.0426677735840133,0.042686715053106,1.4357073724638914,0.0438022723960799,0.5366666666666666,False
CONCH,4,0,h4->h0,0.5,42,7000,3000,1500,0.9866986666666668,0.9459576307825336,0.0411049907210074,0.028499419510797,0.0276978519443496,1.4342413734598312,0.0279060649607757,0.0266950261962715,1.4816729223405365,0.0272421723143174,0.528,False
CONCH,4,0,h4->h0,0.5,123,7000,3000,1500,0.9863035555555556,0.9472977065829834,0.0413098375787843,0.0265098541816674,0.0263653666226907,1.4710262113771315,0.0277104987112808,0.0253540941713543,1.5135272218273272,0.0271798650544414,0.526,False
CONCH,4,0,h4->h0,0.5,456,7000,3000,1500,0.9862204444444445,0.9469632219409037,0.0418878851702846,0.0297776151834489,0.0296689470058696,1.4500949557169145,0.0288125511291315,0.0281393265588318,1.4741802378364743,0.0287878983680065,0.5263333333333333,False
CONCH,4,0,h4->h0,1.0,42,14000,3000,3000,0.9873195555555556,0.949305733121366,0.0394412293540088,0.0239081898742173,0.0223390407066078,1.5805936043454043,0.0255633625441127,0.023368440364366,1.5805936043454043,0.0255633625441127,0.5233333333333333,False
CONCH,4,0,h4->h0,1.0,123,14000,3000,3000,0.9873195555555556,0.949305733121366,0.0394412293540088,0.0239081898742173,0.0223390407066078,1.5805936043454043,0.0255633625441127,0.023368440364366,1.5805936043454043,0.0255633625441127,0.5233333333333333,False
CONCH,4,0,h4->h0,1.0,456,14000,3000,3000,0.9873195555555556,0.949305733121366,0.0394412293540088,0.0239081898742173,0.0223390407066078,1.5805936043454043,0.0255633625441127,0.023368440364366,1.5805936043454043,0.0255633625441127,0.5233333333333333,False
CONCH,4,1,h4->h1,0.01,42,140,3000,30,0.9634395555555556,0.7635925250408051,0.1565619566942709,0.2395896607544436,0.2396001134120931,0.5461316612987579,0.2286495173856936,0.2287535213403171,0.1000035904234609,0.2243267232895464,0.7196666666666667,False
CONCH,4,1,h4->h1,0.01,123,140,3000,30,0.9694248888888888,0.791747879795906,0.1436953766313165,0.2280210992391687,0.2278505292720652,0.5848072710866233,0.2048421467621844,0.2050369389763979,0.6993416514115653,0.2046250705656095,0.695,False
CONCH,4,1,h4->h1,0.01,456,140,3000,30,0.9636337777777776,0.7179846110385851,0.1666109092009826,0.2451068847743269,0.2449737494815019,0.6467590614476102,0.2619550450986638,0.2620755860699333,0.6482704172971535,0.261913615783738,0.7596666666666667,False
CONCH,4,1,h4->h1,0.05,42,700,3000,150,0.9708684444444444,0.8188883034773445,0.1261516840566948,0.1879620393987045,0.1879543196399536,0.9450094915060828,0.1802591701734876,0.1802902001594158,0.87393067578419,0.1795113870948362,0.668,False
CONCH,4,1,h4->h1,0.05,123,700,3000,150,0.9654533333333332,0.8326989550854738,0.1207009768059187,0.1703630376650905,0.1708108726410964,0.9338519869416784,0.1630305449944964,0.1631393275056626,1.0916702801075424,0.1637083430867382,0.654,False
CONCH,4,1,h4->h1,0.05,456,700,3000,150,0.965232,0.7484611742424242,0.1614072864405397,0.2309304877670051,0.2295951460107586,0.9939549994882372,0.2415310454513205,0.2415611556797963,1.1602023515896782,0.2396749360055758,0.732,False
CONCH,4,1,h4->h1,0.1,42,1400,3000,300,0.9684297777777776,0.8460829469079039,0.1113971087814235,0.1501794646677722,0.155426623851912,1.060654639633805,0.1483093128510391,0.1484935151173446,1.039100139150174,0.1481130312919187,0.6376666666666667,False
CONCH,4,1,h4->h1,0.1,123,1400,3000,300,0.967204,0.840696686491079,0.1143920095283218,0.1521461104263341,0.1576797157390293,1.1028048185798391,0.1532985740465499,0.1533986254636377,1.0952751705742894,0.1532555058618095,0.644,False
CONCH,4,1,h4->h1,0.1,456,1400,3000,300,0.9623711111111112,0.77860294169611,0.1529029256519313,0.2086520908424821,0.2126548129626884,1.128850750423701,0.2186466352229686,0.2186705162765141,1.398114413846477,0.2177209442221379,0.7023333333333334,False
CONCH,4,1,h4->h1,0.25,42,3500,3000,750,0.9685053333333332,0.8672853114782222,0.0974443705674044,0.1215911094496516,0.124930385902307,1.2703435903565727,0.1204315209937345,0.1207142830687855,1.3830034994765106,0.1210117734370301,0.6136666666666667,False
CONCH,4,1,h4->h1,0.25,123,3500,3000,750,0.966004,0.858140356630855,0.104211491932073,0.1308184354985897,0.1320134645575787,1.314117273555418,0.1308419096000929,0.1309462870350499,1.3259146576685277,0.1308861193159682,0.6243333333333333,False
CONCH,4,1,h4->h1,0.25,456,3500,3000,750,0.9659302222222222,0.8382341939766134,0.1169467408754965,0.1566385141374612,0.1593857071800561,1.3018661818453363,0.1555074368338199,0.1557536291336464,1.4357073724638914,0.1563842243917085,0.6456666666666667,False
CONCH,4,1,h4->h1,0.5,42,7000,3000,1500,0.9674084444444444,0.8749010757495904,0.094153054305958,0.1124874681121377,0.1131799775719976,1.4342413734598312,0.111305939740782,0.111394152476582,1.4816729223405365,0.1114909066891351,0.607,False
CONCH,4,1,h4->h1,0.5,123,7000,3000,1500,0.965733777777778,0.8700851555249409,0.0971261414889236,0.1155215721700639,0.1161661502269939,1.4710262113771315,0.1148411862232848,0.1149372845548914,1.5135272218273272,0.1149644328540198,0.6103333333333333,False
CONCH,4,1,h4->h1,0.5,456,7000,3000,1500,0.967567111111111,0.870354306375282,0.0973602905496594,0.1194914893651455,0.1200766632896709,1.4500949557169145,0.118060325060846,0.1181360168461183,1.4741802378364743,0.1181668512547883,0.6126666666666667,False
CONCH,4,1,h4->h1,1.0,42,14000,3000,3000,0.965136,0.8819193124272579,0.0905091115102144,0.0988400092702,0.0988400092702,1.5805936043454043,0.0986597665155131,0.0986597665155131,1.5805936043454043,0.0986597665155131,0.5956666666666667,False
CONCH,4,1,h4->h1,1.0,123,14000,3000,3000,0.965136,0.8819193124272579,0.0905091115102144,0.0988400092702,0.0988400092702,1.5805936043454043,0.0986597665155131,0.0986597665155131,1.5805936043454043,0.0986597665155131,0.5956666666666667,False
CONCH,4,1,h4->h1,1.0,456,14000,3000,3000,0.965136,0.8819193124272579,0.0905091115102144,0.0988400092702,0.0988400092702,1.5805936043454043,0.0986597665155131,0.0986597665155131,1.5805936043454043,0.0986597665155131,0.5956666666666667,False
CONCH,4,2,h4->h2,0.01,42,140,3000,30,0.992724,0.95963113758231,0.0794618631176202,0.2162754886616613,0.2083229097738449,0.5461316612987579,0.0409940940216404,0.0421202773065667,0.1000035904234609,0.0366264972738811,0.5296666666666666,False
CONCH,4,2,h4->h2,0.01,123,140,3000,30,0.9927488888888888,0.9582841596277212,0.0706664571275314,0.1973886376149014,0.1869084356460523,0.5848072710866233,0.0410779105521023,0.0413628019293427,0.6993416514115653,0.0424498003226461,0.5343333333333333,False
CONCH,4,2,h4->h2,0.01,456,140,3000,30,0.991564,0.9502202281606285,0.0782425793526399,0.2065909007679721,0.1977898232319169,0.6467590614476102,0.0607491591447225,0.0614585850577215,0.6482704172971535,0.0607677007778704,0.5476666666666666,False
CONCH,4,2,h4->h2,0.05,42,700,3000,150,0.9936351111111112,0.9629716568604568,0.0396466186925133,0.0962568841773798,0.0893636616256326,0.9450094915060828,0.0312403522109613,0.0320546921957102,0.87393067578419,0.0310685880412609,0.5276666666666666,False
CONCH,4,2,h4->h2,0.05,123,700,3000,150,0.994108888888889,0.9663175212808236,0.0366393782290664,0.0845076805780827,0.0804149716464978,0.9338519869416784,0.0265043953845227,0.0269795558080423,1.0916702801075424,0.026779322672928,0.5216666666666666,False
CONCH,4,2,h4->h2,0.05,456,700,3000,150,0.993692,0.9566061853320896,0.0460195155374294,0.1083477025946752,0.1054268348980923,0.9939549994882372,0.0510513888416293,0.0515381676886118,1.1602023515896782,0.0533222409297477,0.5373333333333333,False
CONCH,4,2,h4->h2,0.1,42,1400,3000,300,0.993678222222222,0.966322822311986,0.033021578631836,0.0625473443297833,0.0586756898534019,1.060654639633805,0.0210575638442686,0.0205868182128657,1.039100139150174,0.021698131853777,0.5176666666666667,False
CONCH,4,2,h4->h2,0.1,123,1400,3000,300,0.9944137777777778,0.9669872313947204,0.0313850073211423,0.0585391071469489,0.0563794209280445,1.1028048185798391,0.0222504629880015,0.0230518242210905,1.0952751705742894,0.0225412736232225,0.5196666666666667,False
CONCH,4,2,h4->h2,0.1,456,1400,3000,300,0.9932493333333332,0.9562876344836508,0.0383422443520042,0.0765499685190888,0.0709417331585184,1.128850750423701,0.0387566622286718,0.0391206708484572,1.398114413846477,0.0418373663600795,0.5323333333333333,False
CONCH,4,2,h4->h2,0.25,42,3500,3000,750,0.9939026666666668,0.967326929411498,0.0286077830119996,0.0348392958367939,0.0297475550865863,1.2703435903565727,0.0161913045742647,0.0122377093339778,1.3830034994765106,0.0128608890566615,0.514,False
CONCH,4,2,h4->h2,0.25,123,3500,3000,750,0.9943048888888888,0.968661095305832,0.0273929487724845,0.0312674099685063,0.0294402279497231,1.314117273555418,0.013882872036319,0.0134702345282706,1.3259146576685277,0.0138707408599466,0.5133333333333333,False
CONCH,4,2,h4->h2,0.25,456,3500,3000,750,0.9938853333333332,0.96565674146495,0.0297263468611513,0.0404617959345618,0.0335740950136341,1.3018661818453363,0.0219411181722431,0.0204624729284598,1.4357073724638914,0.0217879473064273,0.517,False
CONCH,4,2,h4->h2,0.5,42,7000,3000,1500,0.9943177777777776,0.969331370541048,0.0262295518282698,0.0213423965204704,0.0162460910640325,1.4342413734598312,0.0094167649977212,0.0065265284381942,1.4816729223405365,0.0096954563265652,0.508,False
CONCH,4,2,h4->h2,0.5,123,7000,3000,1500,0.9942662222222224,0.9686643130083992,0.0262551237857873,0.0207468585482551,0.0144670028483028,1.4710262113771315,0.0088321407636555,0.0073142168459017,1.5135272218273272,0.0104020273032536,0.5086666666666667,False
CONCH,4,2,h4->h2,0.5,456,7000,3000,1500,0.9941053333333332,0.967664421140357,0.0268980219870554,0.0214375634769741,0.015076538709376,1.4500949557169145,0.0138318887309451,0.0079115182078392,1.4741802378364743,0.0122956521774795,0.5083333333333333,False
CONCH,4,2,h4->h2,1.0,42,14000,3000,3000,0.994232,0.965999863999456,0.0263537815256092,0.0125995915262716,0.0101472681450138,1.5805936043454043,0.0093845495389165,0.0070652076691944,1.5805936043454043,0.0093845495389165,0.502,False
CONCH,4,2,h4->h2,1.0,123,14000,3000,3000,0.994232,0.965999863999456,0.0263537815256092,0.0125995915262716,0.0101472681450138,1.5805936043454043,0.0093845495389165,0.0070652076691944,1.5805936043454043,0.0093845495389165,0.502,False
CONCH,4,2,h4->h2,1.0,456,14000,3000,3000,0.994232,0.965999863999456,0.0263537815256092,0.0125995915262716,0.0101472681450138,1.5805936043454043,0.0093845495389165,0.0070652076691944,1.5805936043454043,0.0093845495389165,0.502,False
CONCH,4,3,h4->h3,0.01,42,140,3000,30,0.9782137777777778,0.884949648320428,0.1137646832161611,0.2200020401053377,0.2191421904749571,0.5461316612987579,0.1367640457031577,0.1367640457031577,0.1000035904234609,0.1124186234727726,0.6096666666666667,False
CONCH,4,3,h4->h3,0.01,123,140,3000,30,0.97894,0.8939322394249041,0.1063031563952442,0.2058197200295411,0.205684366413283,0.5848072710866233,0.1276996852692362,0.1276996852692362,0.6993416514115653,0.1330159146575359,0.6003333333333334,False
CONCH,4,3,h4->h3,0.01,456,140,3000,30,0.9798622222222224,0.8632722755643807,0.1176602269066432,0.2147900079594534,0.2147519829165508,0.6467590614476102,0.1634097070014747,0.1634097070014748,0.6482704172971535,0.1634783749124132,0.6323333333333333,False
CONCH,4,3,h4->h3,0.05,42,700,3000,150,0.9799635555555554,0.9100216619491456,0.0790681128982708,0.126374394254871,0.1305274279559403,0.9450094915060828,0.106435598684954,0.106435598684954,0.87393067578419,0.1042702731779312,0.5846666666666667,False
CONCH,4,3,h4->h3,0.05,123,700,3000,150,0.978928,0.9151459930518095,0.0734298019676233,0.1147373971332745,0.1159966445530106,0.9338519869416784,0.0934970064188708,0.0934970064188708,1.0916702801075424,0.0973811846610971,0.5783333333333334,False
CONCH,4,3,h4->h3,0.05,456,700,3000,150,0.9812857777777778,0.8818333521649706,0.0971961078442367,0.1592727108507607,0.1626132307812002,0.9939549994882372,0.1438538378765991,0.1438538378765992,1.1602023515896782,0.1487164577069307,0.6126666666666667,False
CONCH,4,3,h4->h3,0.1,42,1400,3000,300,0.9781951111111112,0.920237722865186,0.0694333162504382,0.1019715056597979,0.1025942620632671,1.060654639633805,0.0893155477528099,0.0893155477528099,1.039100139150174,0.0888436850050996,0.5733333333333334,False
CONCH,4,3,h4->h3,0.1,123,1400,3000,300,0.9797675555555556,0.9229630079528972,0.0667244329322249,0.0983891039288354,0.0983989684393834,1.1028048185798391,0.0860549791197985,0.0860549791197984,1.0952751705742894,0.0858950724516973,0.5693333333333334,False
CONCH,4,3,h4->h3,0.1,456,1400,3000,300,0.9793444444444444,0.8908343534855513,0.0906870820307809,0.1461036233280222,0.1467811426522314,1.128850750423701,0.1319227763819403,0.1319227763819403,1.398114413846477,0.1386828424202209,0.6033333333333334,False
CONCH,4,3,h4->h3,0.25,42,3500,3000,750,0.9784675555555556,0.9287406078950275,0.0611733709839028,0.0829830368606297,0.0829830368606297,1.2703435903565727,0.0746697281009735,0.0746697281009735,1.3830034994765106,0.0762652533123011,0.5603333333333333,False
CONCH,4,3,h4->h3,0.25,123,3500,3000,750,0.9793444444444444,0.9283973132709,0.0601448201936068,0.0809690498712562,0.0809690498712561,1.314117273555418,0.0733677913461452,0.0733677913461452,1.3259146576685277,0.0735298094755717,0.5613333333333334,False
CONCH,4,3,h4->h3,0.25,456,3500,3000,750,0.9787866666666666,0.920245527605994,0.0675670215431791,0.0996755791014616,0.0996755791014617,1.3018661818453363,0.0893460910949714,0.0893460910949714,1.4357073724638914,0.091797815731733,0.5726666666666667,False
CONCH,4,3,h4->h3,0.5,42,7000,3000,1500,0.9786586666666668,0.9328112668485776,0.0554634235320877,0.0679518444700709,0.0671216446247524,1.4342413734598312,0.0624812478500896,0.0624812478500896,1.4816729223405365,0.0629169507992999,0.553,False
CONCH,4,3,h4->h3,0.5,123,7000,3000,1500,0.9789373333333332,0.9314593311433754,0.057031515211514,0.0703656838649789,0.0703656838649789,1.4710262113771315,0.0654397231763774,0.0654397231763773,1.5135272218273272,0.0658804610619173,0.555,False
CONCH,4,3,h4->h3,0.5,456,7000,3000,1500,0.9793546666666668,0.9328016229243864,0.0565927355811894,0.0709552673489943,0.0709552673489943,1.4500949557169145,0.0657164382421066,0.0657164382421065,1.4741802378364743,0.0659704981451371,0.5543333333333333,False
CONCH,4,3,h4->h3,1.0,42,14000,3000,3000,0.9779506666666666,0.9351712614870508,0.0537846496084497,0.0562300789915165,0.0562300789915165,1.5805936043454043,0.0542985486902635,0.0542985486902634,1.5805936043454043,0.0542985486902635,0.55,False
CONCH,4,3,h4->h3,1.0,123,14000,3000,3000,0.9779506666666666,0.9351712614870508,0.0537846496084497,0.0562300789915165,0.0562300789915165,1.5805936043454043,0.0542985486902635,0.0542985486902634,1.5805936043454043,0.0542985486902635,0.55,False
CONCH,4,3,h4->h3,1.0,456,14000,3000,3000,0.9779506666666666,0.9351712614870508,0.0537846496084497,0.0562300789915165,0.0562300789915165,1.5805936043454043,0.0542985486902635,0.0542985486902634,1.5805936043454043,0.0542985486902635,0.55,False
GigaPath,0,1,h0->h1,0.01,42,140,3000,30,0.9960955555555556,0.937086264102047,0.1021453974533895,0.2751908790378888,0.2652541938177793,0.5771622996102314,0.0959210517679154,0.0995014644351234,0.433046363643471,0.0882474828988166,0.5626666666666666,False
GigaPath,0,1,h0->h1,0.01,123,140,3000,30,0.9961902222222224,0.934048945056522,0.1089673096153129,0.2880792221643226,0.2790295572761474,0.555988109877433,0.1049937494720963,0.10711009653308,0.1000052749944835,0.0672541116552774,0.5656666666666667,False
GigaPath,0,1,h0->h1,0.01,456,140,3000,30,0.9967995555555555,0.9143814056558636,0.1133850457628802,0.2904792723974581,0.281656718747847,0.6314945195842898,0.1315403532566376,0.1338259793733942,1.0263197407274869,0.1840264599968556,0.585,False
GigaPath,0,1,h0->h1,0.05,42,700,3000,150,0.9969937777777778,0.9485310402389228,0.0621012721679018,0.1804171132573906,0.1789468351148399,0.8904058528127234,0.0819074354021416,0.0854015105191877,0.1000048773690014,0.0529653112949432,0.5513333333333333,False
GigaPath,0,1,h0->h1,0.05,123,700,3000,150,0.9968826666666668,0.9485310402389228,0.0613712331181468,0.1781237559693764,0.1760689125969115,0.937365463035256,0.0828214764383608,0.0857902523872429,0.9778889163757144,0.0871957642064656,0.5513333333333333,False
