model,dataset,fraction,mean,std,min,max
VIRCHOW2,MHIST,0.01,0.6291268983732516,0.06632896876809573,0.569201332613002,0.7003961822438322
VIRCHOW2,MHIST,0.05,0.8212137583288314,0.032389259852449795,0.7838330632090761,0.840941833243292
VIRCHOW2,MHIST,0.1,0.8628774236148629,0.022140585484717114,0.837358184764992,0.8769719070772556
VIRCHOW2,MHIST,0.25,0.8912809892550574,0.0031266755817569375,0.8885692418512516,0.8947010624887448
VIRCHOW2,MHIST,0.5,0.9059787502251035,0.0011939149243548899,0.9046011165135962,0.9067125877903836
VIRCHOW2,MHIST,1.0,0.9157977669728076,0.0,0.9157977669728076,0.9157977669728076
VIRCHOW2,PCam,0.01,0.9791960467172401,0.0004092105102970373,0.9787459446435844,0.9795456342314782
VIRCHOW2,PCam,0.05,0.9829264835643184,0.0006211109330437869,0.9822220620843808,0.9833954058079976
VIRCHOW2,PCam,0.1,0.9839780872622863,0.0013399940407801537,0.982572623141328,0.9852412539602124
VIRCHOW2,PCam,0.25,0.9857030584145954,0.00041916224575743295,0.985437446409594,0.9861862708744678
VIRCHOW2,PCam,0.5,0.9861847770327854,0.00024938727323830313,0.9859024223283628,0.9863749531372364
VIRCHOW2,PCam,1.0,0.9857326123896911,0.0,0.9857326123896912,0.9857326123896912
VIRCHOW2,SPIDER-Breast,0.01,0.9876331452115051,0.0011067021920388481,0.9867472059301376,0.9888736883184984
VIRCHOW2,SPIDER-Breast,0.05,0.9930761919979978,0.00022933483268465775,0.9928956998173276,0.9933342516605498
VIRCHOW2,SPIDER-Breast,0.1,0.9940343880029868,5.5347447933548086e-05,0.9939708537163656,0.9940721456229402
VIRCHOW2,SPIDER-Breast,0.25,0.994811144100434,6.140871484883478e-05,0.9947559118632932,0.9948772709998936
VIRCHOW2,SPIDER-Breast,0.5,0.9951943760855874,1.0495558510239182e-06,0.9951932804605896,0.9951953725314362
VIRCHOW2,SPIDER-Breast,1.0,0.9954294040691621,0.0,0.995429404069162,0.995429404069162
