model,src,tgt,pair,fraction,seed,C,n_train,auroc,f1_macro,brier,ece_fixed,temperature_src,ece_scaled_fixed,degeneracy_share
CONCH,PCam,MHIST,PCam->MHIST,0.01,123,0.1,2620,0.6616153430578066,0.5051267186658235,0.2166025498450596,0.0404828113128897,0.8412507863497489,0.1494352371489741,0.901740020470829
CONCH,PCam,MHIST,PCam->MHIST,0.01,123,1.0,2620,0.6679227444624528,0.5479865275001851,0.2219549793672252,0.0846823880001382,1.4637107037869612,0.1376918330714222,0.8239508700102354
CONCH,PCam,MHIST,PCam->MHIST,0.01,123,10.0,2620,0.6589546191247975,0.607354901730853,0.2378440838068605,0.1252774046028011,1.8929058981050448,0.1344111953008857,0.6509723643807575
CONCH,PCam,MHIST,PCam->MHIST,0.01,123,100.0,2620,0.6280118854673149,0.5798379417977741,0.2611740175442079,0.192131432310907,2.372302644237374,0.1603019753170072,0.7799385875127943
CONCH,PCam,MHIST,PCam->MHIST,0.01,456,0.01,2620,0.6653205474518279,0.4969162230965054,0.234094491304174,0.1021588396383899,0.2378794940305809,0.1332096922050616,0.8935516888433982
CONCH,PCam,MHIST,PCam->MHIST,0.01,456,0.1,2620,0.6652530163875383,0.4984177975261198,0.2163387492093879,0.0374028387599072,0.8419954037991484,0.1601791826533788,0.9181166837256908
CONCH,PCam,MHIST,PCam->MHIST,0.01,456,1.0,2620,0.6600531244372411,0.4680681380736132,0.2394291614394339,0.1498750188652123,1.5117438446853362,0.1929911137390475,0.9314227226202662
CONCH,PCam,MHIST,PCam->MHIST,0.01,456,10.0,2620,0.6204123896992617,0.3932091182091182,0.3169119315514982,0.3016065263102698,1.98408685638405,0.3024796898946046,0.9897645854657112
CONCH,PCam,MHIST,PCam->MHIST,0.01,456,100.0,2620,0.6418962722852513,0.3990287236790234,0.3290235183634646,0.3188974949888364,2.3399191384021365,0.3037157090076429,0.9877175025588536
CONCH,PCam,MHIST,PCam->MHIST,0.1,42,0.01,26214,0.6625742841707185,0.503777175816734,0.2164148319432967,0.0357085696646053,0.8297876386842741,0.1513152817063485,0.8996929375639714
CONCH,PCam,MHIST,PCam->MHIST,0.1,42,0.1,26214,0.6603862776877364,0.5422143562876791,0.2234565505111846,0.0873036277822075,1.4276741166244007,0.1359577694323206,0.812691914022518
CONCH,PCam,MHIST,PCam->MHIST,0.1,42,1.0,26214,0.6371871060687915,0.5906110420407975,0.2462537001720847,0.1357365125678118,1.808682631002875,0.1495639721846425,0.6683725690890481
CONCH,PCam,MHIST,PCam->MHIST,0.1,42,10.0,26214,0.6317260940032414,0.5396640184396997,0.2590038238430275,0.1763308744517217,2.039579611906542,0.1730214198630855,0.812691914022518
CONCH,PCam,MHIST,PCam->MHIST,0.1,42,100.0,26214,0.6365207995678012,0.5296423658872077,0.2686010157396395,0.2131134760341878,2.3969389402407835,0.1890951830513014,0.8567041965199591
CONCH,PCam,MHIST,PCam->MHIST,0.1,123,0.01,26214,0.6637133081217359,0.4909260141710051,0.2164493733312202,0.034880435526913,0.8383831083586538,0.1586848270248289,0.9109518935516888
CONCH,PCam,MHIST,PCam->MHIST,0.1,123,0.1,26214,0.6613317125877903,0.5426827589371759,0.2244262292680067,0.0918762885310262,1.4637131151387268,0.1393866403413849,0.8167860798362334
CONCH,PCam,MHIST,PCam->MHIST,0.1,123,1.0,26214,0.6410093643075815,0.5686060694769711,0.2468484496499976,0.1511982044828033,1.851651302343524,0.1560886757457741,0.744114636642784
CONCH,PCam,MHIST,PCam->MHIST,0.1,123,10.0,26214,0.6242751665766252,0.4933589829374373,0.2731104301493816,0.2103582496574124,2.075288992280311,0.2042327357840753,0.8669396110542477
CONCH,PCam,MHIST,PCam->MHIST,0.1,123,100.0,26214,0.6282775076535208,0.501330504100476,0.2869986848421709,0.2448240985742782,2.4637131424103518,0.2200744762105221,0.887410440122825
CONCH,PCam,MHIST,PCam->MHIST,0.1,456,0.01,26214,0.6632946155231405,0.497870778267254,0.2163774017832494,0.036640050099385,0.8288125014465981,0.1549577143521547,0.9037871033776868
CONCH,PCam,MHIST,PCam->MHIST,0.1,456,0.1,26214,0.6597559877543671,0.532088122605364,0.2246311622647103,0.0901642770297607,1.4257617442180193,0.1465610882395719,0.834186284544524
CONCH,PCam,MHIST,PCam->MHIST,0.1,456,1.0,26214,0.6294120295335854,0.5614643119941134,0.2483556236034943,0.1422449069664419,1.7898661852871836,0.1597610169373187,0.7502558853633572
CONCH,PCam,MHIST,PCam->MHIST,0.1,456,10.0,26214,0.6308797046641454,0.5008162502336594,0.2673151300972833,0.2033916830185902,2.021490136033556,0.2009930786057804,0.8618219037871033
CONCH,PCam,MHIST,PCam->MHIST,0.1,456,100.0,26214,0.6284755987754368,0.4976418439716312,0.2888529642723119,0.2488352599458866,2.3655297816843768,0.2331264601905346,0.9078812691914022
CONCH,PCam,MHIST,PCam->MHIST,1.0,42,0.01,262144,0.6602602197010625,0.5634709368695163,0.2224412469762328,0.0771370465033293,1.4486839796448443,0.1221561513652044,0.7778915046059366
CONCH,PCam,MHIST,PCam->MHIST,1.0,42,0.1,262144,0.6341977309562399,0.5839224571146279,0.2478589071207763,0.127882777441071,1.8133973797955676,0.140725777232626,0.646878198567042
CONCH,PCam,MHIST,PCam->MHIST,1.0,42,1.0,262144,0.6332703043399964,0.5726621321433486,0.2529321501967386,0.1508461835604907,2.089098945029123,0.1443467241027717,0.7523029682702149
CONCH,PCam,MHIST,PCam->MHIST,1.0,42,10.0,262144,0.6267693138843867,0.5273230544716221,0.2699047848790827,0.2039255273055312,2.3746885592523905,0.182422220905024,0.8239508700102354
CONCH,PCam,MHIST,PCam->MHIST,1.0,42,100.0,262144,0.6300198091121916,0.552883599426975,0.2669135632997246,0.1996245356941897,2.486131945848853,0.1691779169941429,0.8065506653019447
CONCH,PCam,MHIST,PCam->MHIST,1.0,123,0.01,262144,0.6602602197010625,0.5634709368695163,0.2224412469762328,0.0771370465033293,1.4486839796448443,0.1221561513652044,0.7778915046059366
CONCH,PCam,MHIST,PCam->MHIST,1.0,123,0.1,262144,0.6341977309562399,0.5839224571146279,0.2478589071207763,0.127882777441071,1.8133973797955676,0.140725777232626,0.646878198567042
CONCH,PCam,MHIST,PCam->MHIST,1.0,123,1.0,262144,0.6332703043399964,0.5726621321433486,0.2529321501967386,0.1508461835604907,2.089098945029123,0.1443467241027717,0.7523029682702149
CONCH,PCam,MHIST,PCam->MHIST,1.0,123,10.0,262144,0.6267693138843867,0.5273230544716221,0.2699047848790827,0.2039255273055312,2.3746885592523905,0.182422220905024,0.8239508700102354
CONCH,PCam,MHIST,PCam->MHIST,1.0,123,100.0,262144,0.6300198091121916,0.552883599426975,0.2669135632997246,0.1996245356941897,2.486131945848853,0.1691779169941429,0.8065506653019447
CONCH,PCam,MHIST,PCam->MHIST,1.0,456,0.01,262144,0.6602602197010625,0.5634709368695163,0.2224412469762328,0.0771370465033293,1.4486839796448443,0.1221561513652044,0.7778915046059366
CONCH,PCam,MHIST,PCam->MHIST,1.0,456,0.1,262144,0.6341977309562399,0.5839224571146279,0.2478589071207763,0.127882777441071,1.8133973797955676,0.140725777232626,0.646878198567042
CONCH,PCam,MHIST,PCam->MHIST,1.0,456,1.0,262144,0.6332703043399964,0.5726621321433486,0.2529321501967386,0.1508461835604907,2.089098945029123,0.1443467241027717,0.7523029682702149
CONCH,PCam,MHIST,PCam->MHIST,1.0,456,10.0,262144,0.6267693138843867,0.5273230544716221,0.2699047848790827,0.2039255273055312,2.3746885592523905,0.182422220905024,0.8239508700102354
CONCH,PCam,MHIST,PCam->MHIST,1.0,456,100.0,262144,0.6300198091121916,0.552883599426975,0.2669135632997246,0.1996245356941897,2.486131945848853,0.1691779169941429,0.8065506653019447
GigaPath,BRACS,CRC,BRACS->CRC,0.01,42,0.01,36,0.5623124243564163,0.4618254879448909,0.1699716760266515,0.2196521643895147,1.2990594586599324,0.152207907890033,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,42,0.1,36,0.5628521880563746,0.4618254879448909,0.1710931348142806,0.2224797069086334,1.230906556479522,0.1463139283316138,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,42,1.0,36,0.5483278168035066,0.4618254879448909,0.1694401065597801,0.2193305325381322,1.0763325576878275,0.1164441102680129,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,42,10.0,36,0.4871978710566036,0.4617096102777578,0.1407054475341932,0.1157147735100276,1.5739048023114943,0.075722819130532,0.9996
GigaPath,BRACS,CRC,BRACS->CRC,0.01,42,100.0,36,0.4579679417234821,0.4614583707320576,0.1331680414764216,0.0878119942142611,3.513780945601274,0.0896440044370038,0.9987333333333334
GigaPath,BRACS,CRC,BRACS->CRC,0.01,123,0.01,36,0.6161142153861969,0.4618254879448909,0.1699501977309563,0.2196573405409642,1.2901769060337336,0.1509651888562684,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,123,0.1,36,0.6120337332415876,0.4618254879448909,0.1706330174031405,0.2218923639041576,1.1657196021506169,0.1351918632534972,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,123,1.0,36,0.584096170156591,0.4618254879448909,0.1598653674649439,0.1980638380479028,0.9359358731197872,0.0549447530450265,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,123,10.0,36,0.5117417679920746,0.4618254879448909,0.125596999247061,0.0449059390401979,1.2166173540341665,0.0823903495370844,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,123,100.0,36,0.4620528777856699,0.4617868675995694,0.132587468197927,0.0973190566504387,2.257946449006419,0.09027117230422,0.9998666666666668
GigaPath,BRACS,CRC,BRACS->CRC,0.01,456,0.01,36,0.611088845579611,0.4618254879448909,0.170307130104722,0.2204512373445484,1.294515787797928,0.1526798577600975,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,456,0.1,36,0.6120801343009481,0.4618254879448909,0.1744287332354427,0.2302002271883631,1.1951801604021306,0.1521976378455135,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.01,456,1.0,36,0.61558222778824,0.4694850741026091,0.2013351702516582,0.2856032228789272,0.9585242384848672,0.2135445976089209,0.9987333333333334
GigaPath,BRACS,CRC,BRACS->CRC,0.01,456,10.0,36,0.6282561423174157,0.4239835171107002,0.262032538649969,0.3786420053552649,1.3324990541495207,0.3877815841927991,0.6021333333333333
GigaPath,BRACS,CRC,BRACS->CRC,0.01,456,100.0,36,0.630465431466329,0.347835273536755,0.3437003818520968,0.4625233378108371,2.3799549557762743,0.4488923401232265,0.7320666666666666
GigaPath,BRACS,CRC,BRACS->CRC,0.1,42,0.01,364,0.7074918836479017,0.4618254879448909,0.1765009839503703,0.2350431260038396,1.159625771188757,0.1540287645757805,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.1,42,0.1,364,0.7180880091192867,0.4623117621395991,0.1986130232599321,0.2857973348163065,0.9993404983296766,0.2125817683797753,0.9999333333333332
GigaPath,BRACS,CRC,BRACS->CRC,0.1,42,1.0,364,0.6958649318097917,0.5475617288525415,0.2263064711832084,0.3361208669174343,1.0064719200996126,0.3151715897112782,0.6189333333333333
GigaPath,BRACS,CRC,BRACS->CRC,0.1,42,10.0,364,0.6221703750519867,0.4811084943030105,0.2552534446412052,0.3490021552042067,1.3895270682499568,0.3465258658220624,0.5212666666666667
GigaPath,BRACS,CRC,BRACS->CRC,0.1,42,100.0,364,0.5829897002060777,0.4825474176055151,0.2984681322096272,0.3319209113052301,2.694595251703207,0.3276763002221298,0.5622666666666667
GigaPath,BRACS,CRC,BRACS->CRC,0.1,123,0.01,364,0.6112538960826553,0.4618254879448909,0.1753539230670542,0.2321432296109569,1.1483655239301704,0.1478096028088466,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.1,123,0.1,364,0.5989302712187554,0.4623117621395991,0.1864383327348202,0.2577767673210533,0.9562853093620532,0.158588572020439,0.9999333333333332
GigaPath,BRACS,CRC,BRACS->CRC,0.1,123,1.0,364,0.5665733266704673,0.511293538858623,0.1692893579081233,0.2175942367099145,1.106394805147006,0.1280858178764452,0.9702666666666668
GigaPath,BRACS,CRC,BRACS->CRC,0.1,123,10.0,364,0.532182146537101,0.5204170678863747,0.151425263810974,0.1357804237366315,1.8666408458485264,0.1322771784509079,0.9274666666666668
GigaPath,BRACS,CRC,BRACS->CRC,0.1,123,100.0,364,0.5018762675411337,0.521022119259651,0.1636905334748338,0.1513084502662765,3.6327109039705534,0.161821291125691,0.8878
GigaPath,BRACS,CRC,BRACS->CRC,0.1,456,0.01,364,0.561159224778852,0.4618254879448909,0.1732090212314706,0.2271576664001125,1.1736509349899615,0.1443058263233324,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.1,456,0.1,364,0.5510801553292803,0.4618254879448909,0.1788531485728227,0.2404896688189648,0.9271282588755048,0.1244941228837797,1.0
GigaPath,BRACS,CRC,BRACS->CRC,0.1,456,1.0,364,0.5253269102487418,0.5227492210019904,0.1835174324232346,0.2443807678841131,1.0747905620524525,0.1629542098387346,0.9536666666666668
GigaPath,BRACS,CRC,BRACS->CRC,0.1,456,10.0,364,0.5723173105230447,0.529568583884508,0.1776306719607306,0.1969321136994212,2.050496832100889,0.1998033085521905,0.8197333333333333
GigaPath,BRACS,CRC,BRACS->CRC,0.1,456,100.0,364,0.6514979254966191,0.5557874424691333,0.1972040859334369,0.1853278743595177,3.7322039871454593,0.2161272716499002,0.7446666666666667
GigaPath,BRACS,CRC,BRACS->CRC,1.0,42,0.01,3657,0.6332239397631741,0.4618254879448909,0.1879129937701455,0.2610091661162627,0.9267033590695288,0.1587980172690461,1.0
GigaPath,BRACS,CRC,BRACS->CRC,1.0,42,0.1,3657,0.6183030968307968,0.568018676298931,0.1988789168394936,0.283262634238286,0.9823033957929436,0.216432904053712,0.8688666666666667
GigaPath,BRACS,CRC,BRACS->CRC,1.0,42,1.0,3657,0.6020277153418039,0.5321394424533439,0.2085100341926098,0.2779494868076845,1.5133672585644753,0.259583084553339,0.6958666666666666
GigaPath,BRACS,CRC,BRACS->CRC,1.0,42,10.0,3657,0.5396286586377379,0.5013162796021485,0.2253577190947345,0.244229862444901,2.2780631983969486,0.2414104792779141,0.7051333333333333
GigaPath,BRACS,CRC,BRACS->CRC,1.0,42,100.0,3657,0.4846612189656864,0.4878920102556166,0.2336938350229685,0.2377226461928207,3.9845566360687976,0.2103281239722619,0.7970666666666667
GigaPath,BRACS,CRC,BRACS->CRC,1.0,123,0.01,3657,0.6332239397631741,0.4618254879448909,0.1879129937701455,0.2610091661162627,0.9267033590695288,0.1587980172690461,1.0
GigaPath,BRACS,CRC,BRACS->CRC,1.0,123,0.1,3657,0.6183030968307968,0.568018676298931,0.1988789168394936,0.283262634238286,0.9823033957929436,0.216432904053712,0.8688666666666667
GigaPath,BRACS,CRC,BRACS->CRC,1.0,123,1.0,3657,0.6020277153418039,0.5321394424533439,0.2085100341926098,0.2779494868076845,1.5133672585644753,0.259583084553339,0.6958666666666666
GigaPath,BRACS,CRC,BRACS->CRC,1.0,123,10.0,3657,0.5396286586377379,0.5013162796021485,0.2253577190947345,0.244229862444901,2.2780631983969486,0.2414104792779141,0.7051333333333333
GigaPath,BRACS,CRC,BRACS->CRC,1.0,123,100.0,3657,0.4846612189656864,0.4878920102556166,0.2336938350229685,0.2377226461928207,3.9845566360687976,0.2103281239722619,0.7970666666666667
GigaPath,BRACS,CRC,BRACS->CRC,1.0,456,0.01,3657,0.6332239397631741,0.4618254879448909,0.1879129937701455,0.2610091661162627,0.9267033590695288,0.1587980172690461,1.0
GigaPath,BRACS,CRC,BRACS->CRC,1.0,456,0.1,3657,0.6183030968307968,0.568018676298931,0.1988789168394936,0.283262634238286,0.9823033957929436,0.216432904053712,0.8688666666666667
GigaPath,BRACS,CRC,BRACS->CRC,1.0,456,1.0,3657,0.6020277153418039,0.5321394424533439,0.2085100341926098,0.2779494868076845,1.5133672585644753,0.259583084553339,0.6958666666666666
GigaPath,BRACS,CRC,BRACS->CRC,1.0,456,10.0,3657,0.5396286586377379,0.5013162796021485,0.2253577190947345,0.244229862444901,2.2780631983969486,0.2414104792779141,0.7051333333333333
GigaPath,BRACS,CRC,BRACS->CRC,1.0,456,100.0,3657,0.4846612189656864,0.4878920102556166,0.2336938350229685,0.2377226461928207,3.9845566360687976,0.2103281239722619,0.7970666666666667
GigaPath,CRC,BRACS,CRC->BRACS,0.01,42,0.01,699,0.7044753086419753,0.4171779141104294,0.2226993527356484,0.1409205649838021,1.8504067155918376,0.1577674977393809,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,42,0.1,699,0.7048232873396271,0.4171779141104294,0.223805089895042,0.1555897914837282,1.409366335411294,0.221800560158888,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,42,1.0,699,0.702387436456064,0.4171779141104294,0.2359040850729865,0.2011073863981137,0.9416961072868067,0.2765088244736745,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,42,10.0,699,0.6982722101186152,0.4171779141104294,0.246752250263699,0.2312699463420548,1.1427009729712414,0.272834290213899,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,42,100.0,699,0.6864863229242314,0.4359367655426635,0.2530935306332986,0.2466980061605438,1.6162335076238108,0.2619800655978851,0.9929824561403509
GigaPath,CRC,BRACS,CRC->BRACS,0.01,123,0.01,699,0.6920842411038489,0.4171779141104294,0.2229171462330015,0.1418458794686815,1.848629779321706,0.158871230088473,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,123,0.1,699,0.6950950133139675,0.4171779141104294,0.2261639895467938,0.1628232787020108,1.4339589552331768,0.2243909294390669,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,123,1.0,699,0.6883169934640523,0.4171779141104294,0.2453330858080889,0.2188997843071725,1.0101167460694696,0.2779880304222801,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,123,10.0,699,0.6624606632776567,0.4171779141104294,0.2658709722663671,0.2576232136597842,1.2154113070381494,0.2800417523618228,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,123,100.0,699,0.6588749697409828,0.4171779141104294,0.2765254398016649,0.2746846814617182,1.8048284700302624,0.2782061063187704,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,456,0.01,699,0.690737714839022,0.4171779141104294,0.2226602933312756,0.1408894452810296,1.848079539172688,0.1580055010093129,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,456,0.1,699,0.6923717017671266,0.4171779141104294,0.2235281024364065,0.1553233030719127,1.3962518929723793,0.2230078431290639,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,456,1.0,699,0.6868645606390704,0.4171779141104294,0.2353245665309732,0.2004159021497316,0.9351700131452244,0.2762267325088802,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.01,456,10.0,699,0.6731420963447108,0.4165813715455476,0.2455887263137068,0.2291840862621092,1.1028578139102423,0.2737789728214699,0.9982456140350876
GigaPath,CRC,BRACS,CRC->BRACS,0.01,456,100.0,699,0.6722494553376906,0.4295571095571096,0.2549216324593059,0.248694522095167,1.6349935647047866,0.2615995624299568,0.9947368421052633
GigaPath,CRC,BRACS,CRC->BRACS,0.1,42,0.01,6999,0.6881656983781168,0.4171779141104294,0.2245113264757615,0.1574795749299866,1.39686185132071,0.2245314714811324,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,42,0.1,6999,0.6845043572984749,0.4171779141104294,0.2392892652895814,0.2071320910976699,0.926462550957412,0.2779945651959083,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,42,1.0,6999,0.661416727184701,0.4171779141104294,0.2485876242639913,0.2314399396989253,1.011778415613284,0.2754940536603394,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,42,10.0,6999,0.6662884289518276,0.4359367655426635,0.2552908275744201,0.2451715100631602,1.3258816308768475,0.2693540330219445,0.9929824561403509
GigaPath,CRC,BRACS,CRC->BRACS,0.1,42,100.0,6999,0.6650931977729363,0.4359367655426635,0.256177090208292,0.2507413293542753,1.4217329390326503,0.2666157903155306,0.9929824561403509
GigaPath,CRC,BRACS,CRC->BRACS,0.1,123,0.01,6999,0.6969256838537885,0.4171779141104294,0.2244518003495945,0.1581448719261449,1.4038789320234617,0.2242337706588191,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,123,0.1,6999,0.6949891067538125,0.4171779141104294,0.2383571764107977,0.2069367949023287,0.9059812010418556,0.2784858318545979,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,123,1.0,6999,0.6695261437908496,0.4171779141104294,0.2476277602221019,0.2322725298564152,1.0174290414321745,0.2753090589767665,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,123,10.0,6999,0.6108236504478335,0.4469375379017586,0.2485098372304395,0.2248327254973713,1.263019830550294,0.2613111802357151,0.9859649122807016
GigaPath,CRC,BRACS,CRC->BRACS,0.1,123,100.0,6999,0.6076464536431857,0.4607442360251349,0.2563121128008707,0.2394251864578069,1.8939838680633116,0.2451486383230016,0.9719298245614036
GigaPath,CRC,BRACS,CRC->BRACS,0.1,456,0.01,6999,0.6898602033405956,0.4171779141104294,0.2242777929234685,0.1568975294943681,1.4018429073947072,0.2235606837593864,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,456,0.1,6999,0.6810094408133623,0.4171779141104294,0.2396575578534609,0.2080477662712434,0.898220576603521,0.2789019415052654,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,456,1.0,6999,0.6528534253207456,0.4171779141104294,0.2544365102252927,0.2408663055697496,1.0107226738965454,0.2779231194192956,1.0
GigaPath,CRC,BRACS,CRC->BRACS,0.1,456,10.0,6999,0.6484356088114258,0.4415049970605526,0.2633748978466992,0.2570548987199956,1.3144513072544943,0.2723406555524646,0.9894736842105264
GigaPath,CRC,BRACS,CRC->BRACS,0.1,456,100.0,6999,0.6477245219075284,0.452239092831059,0.2665123257477461,0.2649077993581537,1.867881401040295,0.2655277819149979,0.9824561403508772
GigaPath,CRC,BRACS,CRC->BRACS,1.0,42,0.01,70000,0.6862442507867343,0.4171779141104294,0.239981776667397,0.2087595119148646,0.8952686936645214,0.2791815252416905,1.0
GigaPath,CRC,BRACS,CRC->BRACS,1.0,42,0.1,70000,0.6530047204066811,0.4171779141104294,0.253417590054276,0.239000694758223,1.0182399698835969,0.277821813553286,1.0
GigaPath,CRC,BRACS,CRC->BRACS,1.0,42,1.0,70000,0.6024116436698136,0.4282144857253632,0.25239538275434,0.2323974910924552,1.2205328010488998,0.2681362578268236,0.9912280701754386
GigaPath,CRC,BRACS,CRC->BRACS,1.0,42,10.0,70000,0.5539064391188574,0.4450365539610206,0.2625815292937226,0.2389049788081404,1.6469658039060644,0.2586315793777912,0.9666666666666668
GigaPath,CRC,BRACS,CRC->BRACS,1.0,42,100.0,70000,0.6007927862503026,0.4461644306845545,0.2676993058305978,0.2599670442589788,2.1300252107642708,0.2567666377100959,0.9842105263157894
GigaPath,CRC,BRACS,CRC->BRACS,1.0,123,0.01,70000,0.6862442507867343,0.4171779141104294,0.239981776667397,0.2087595119148646,0.8952686936645214,0.2791815252416905,1.0
GigaPath,CRC,BRACS,CRC->BRACS,1.0,123,0.1,70000,0.6530047204066811,0.4171779141104294,0.253417590054276,0.239000694758223,1.0182399698835969,0.277821813553286,1.0
GigaPath,CRC,BRACS,CRC->BRACS,1.0,123,1.0,70000,0.6024116436698136,0.4282144857253632,0.25239538275434,0.2323974910924552,1.2205328010488998,0.2681362578268236,0.9912280701754386
GigaPath,CRC,BRACS,CRC->BRACS,1.0,123,10.0,70000,0.5539064391188574,0.4450365539610206,0.2625815292937226,0.2389049788081404,1.6469658039060644,0.2586315793777912,0.9666666666666668
GigaPath,CRC,BRACS,CRC->BRACS,1.0,123,100.0,70000,0.6007927862503026,0.4461644306845545,0.2676993058305978,0.2599670442589788,2.1300252107642708,0.2567666377100959,0.9842105263157894
GigaPath,CRC,BRACS,CRC->BRACS,1.0,456,0.01,70000,0.6862442507867343,0.4171779141104294,0.239981776667397,0.2087595119148646,0.8952686936645214,0.2791815252416905,1.0
GigaPath,CRC,BRACS,CRC->BRACS,1.0,456,0.1,70000,0.6530047204066811,0.4171779141104294,0.253417590054276,0.239000694758223,1.0182399698835969,0.277821813553286,1.0
GigaPath,CRC,BRACS,CRC->BRACS,1.0,456,1.0,70000,0.6024116436698136,0.4282144857253632,0.25239538275434,0.2323974910924552,1.2205328010488998,0.2681362578268236,0.9912280701754386
GigaPath,CRC,BRACS,CRC->BRACS,1.0,456,10.0,70000,0.5539064391188574,0.4450365539610206,0.2625815292937226,0.2389049788081404,1.6469658039060644,0.2586315793777912,0.9666666666666668
GigaPath,CRC,BRACS,CRC->BRACS,1.0,456,100.0,70000,0.6007927862503026,0.4461644306845545,0.2676993058305978,0.2599670442589788,2.1300252107642708,0.2567666377100959,0.9842105263157894
GigaPath,MHIST,PCam,MHIST->PCam,0.01,42,0.01,18,0.3362200054331878,0.3334282633902236,0.2994002175249084,0.2222116407874709,2.517046262951287,0.181148078775804,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,42,0.1,18,0.3360238129838065,0.3334282633902236,0.3002685206243158,0.2237152705391701,2.4850233324786664,0.1845771315227475,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,42,1.0,18,0.3333104674973074,0.3334282633902236,0.3079898228673917,0.2366198576402127,2.2657321378770376,0.2125559769770146,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,42,10.0,18,0.3162768911479699,0.3334282633902236,0.3523953373375877,0.3079359980176813,1.9996798673152365,0.3079655822797032,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,42,100.0,18,0.29718727827883,0.3333875823907559,0.419160215193022,0.3888921091668198,3.0228962125723817,0.3172582601775969,0.999908447265625
GigaPath,MHIST,PCam,MHIST->PCam,0.01,123,0.01,18,0.4521685211221037,0.3334282633902236,0.2994624094904197,0.2223854455326882,2.5192594445480325,0.1811525355286326,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,123,0.1,18,0.452396207181417,0.3334282633902236,0.3009131888462348,0.2254831235165975,2.5070842066449317,0.1846296554019501,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,123,1.0,18,0.4538655438997285,0.3334282633902236,0.3149157607945554,0.254256441665967,2.4728865541192957,0.2118037287477046,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,123,10.0,18,0.4629281821976636,0.3334282633902236,0.3937893730608315,0.3771289981118036,2.918104618906773,0.2945718029062577,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,123,100.0,18,0.4717900645647688,0.3334282633902236,0.4745550305463383,0.4729952501672495,4.341758143662428,0.3427397117446062,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,456,0.01,18,0.5131821116280685,0.3334282633902236,0.2993892639280769,0.2222348761492536,2.513552000424989,0.1813974376087522,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,456,0.1,18,0.514262408758916,0.3334282633902236,0.3001481949128308,0.2239189971584316,2.453247909615752,0.1869211533486811,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,456,1.0,18,0.5198408643610863,0.3334282633902236,0.3074511971131925,0.2396583308858721,2.169177181145713,0.2236749432831343,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,456,10.0,18,0.5358783314303988,0.3334282633902236,0.3501201228349569,0.3179808761822198,2.3248798984066927,0.2853782271186418,1.0
GigaPath,MHIST,PCam,MHIST->PCam,0.01,456,100.0,18,0.5426062181133952,0.3334282633902236,0.4215203265489902,0.4164882317811006,3.8766800860436463,0.2805484360260132,1.0
