model,src,tgt,pair,fraction,seed,C,n_train,auroc,f1_macro,brier,ece_fixed,temperature_src,ece_scaled_fixed,degeneracy_share
UNI,CRC,BRACS,CRC->BRACS,0.1,42,0.1,6999,0.5771907528443476,0.4171779141104294,0.2411185229791438,0.2015558049138553,0.8258405607972935,0.2799745056560173,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,42,1.0,6999,0.5563725490196078,0.4171779141104294,0.2611058107666517,0.2426511390306919,0.9341477172267456,0.2809011246406367,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,42,10.0,6999,0.5322107237956911,0.4171779141104294,0.2751826369889769,0.266798638185207,1.3672558573611715,0.2800038841548766,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,42,100.0,6999,0.5165214233841685,0.415983606557377,0.2832997800850016,0.2830133452728784,1.9271781873831404,0.2829809773982591,0.9964912280701754
UNI,CRC,BRACS,CRC->BRACS,0.1,123,0.01,6999,0.592471556523844,0.4171779141104294,0.2228190060517558,0.1467854580423571,1.314158748368402,0.2261544680454618,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,123,0.1,6999,0.5772966594045026,0.4171779141104294,0.2415932563349465,0.2027612052365059,0.7967225053054612,0.2808520051765967,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,123,1.0,6999,0.552817114500121,0.4171779141104294,0.2639305549779435,0.2486257984825482,0.9520026871103892,0.2817064419718271,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,123,10.0,6999,0.5223462841926894,0.4171779141104294,0.2788747301501398,0.2749892106722074,1.259445163891304,0.2829389094441328,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,123,100.0,6999,0.5131324134592109,0.4171779141104294,0.2837334877936519,0.2835216252859099,1.9993716309961065,0.2835231002597236,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,456,0.01,6999,0.5923202614379085,0.4171779141104294,0.2226808895829025,0.1465101925119921,1.3123609937060905,0.2261608628087956,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,456,0.1,6999,0.5802317840716533,0.4171779141104294,0.2414828866498597,0.2030322589449484,0.8141593577059222,0.2804619809308695,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,456,1.0,6999,0.5727578068264343,0.4171779141104294,0.2632073208809091,0.2489200398848062,0.9390632066302514,0.2817798450455368,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,456,10.0,6999,0.5822137496974098,0.4171779141104294,0.2750973430423701,0.2688625325016371,1.2725184260434184,0.2795678692273421,1.0
UNI,CRC,BRACS,CRC->BRACS,0.1,456,100.0,6999,0.5878570564028079,0.4165813715455476,0.2818359092593276,0.2838042445202621,1.9487184234168573,0.2840645735025947,0.9982456140350876
UNI,CRC,BRACS,CRC->BRACS,1.0,42,0.01,70000,0.5729696199467441,0.4171779141104294,0.2422827076156741,0.2039376428396093,0.8251991993914486,0.2803539959593891,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,42,0.1,70000,0.5524540062938755,0.4171779141104294,0.2646984062190823,0.2501969303771317,1.0110957686742523,0.281288917981158,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,42,1.0,70000,0.5232540547083031,0.4171779141104294,0.2781317555281109,0.2718966452663763,1.3661174656870954,0.2816731488032806,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,42,10.0,70000,0.5071865165819414,0.4171779141104294,0.2830449964253678,0.2827550936935257,1.886396427870215,0.2833048834694675,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,42,100.0,70000,0.5039185427257322,0.4171779141104294,0.2839066934090868,0.2843685828802472,2.23484350159258,0.2836679301225093,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,123,0.01,70000,0.5729696199467441,0.4171779141104294,0.2422827076156741,0.2039376428396093,0.8251991993914486,0.2803539959593891,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,123,0.1,70000,0.5524540062938755,0.4171779141104294,0.2646984062190823,0.2501969303771317,1.0110957686742523,0.281288917981158,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,123,1.0,70000,0.5232540547083031,0.4171779141104294,0.2781317555281109,0.2718966452663763,1.3661174656870954,0.2816731488032806,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,123,10.0,70000,0.5071865165819414,0.4171779141104294,0.2830449964253678,0.2827550936935257,1.886396427870215,0.2833048834694675,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,123,100.0,70000,0.5039185427257322,0.4171779141104294,0.2839066934090868,0.2843685828802472,2.23484350159258,0.2836679301225093,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,456,0.01,70000,0.5729696199467441,0.4171779141104294,0.2422827076156741,0.2039376428396093,0.8251991993914486,0.2803539959593891,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,456,0.1,70000,0.5524540062938755,0.4171779141104294,0.2646984062190823,0.2501969303771317,1.0110957686742523,0.281288917981158,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,456,1.0,70000,0.5232540547083031,0.4171779141104294,0.2781317555281109,0.2718966452663763,1.3661174656870954,0.2816731488032806,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,456,10.0,70000,0.5071865165819414,0.4171779141104294,0.2830449964253678,0.2827550936935257,1.886396427870215,0.2833048834694675,1.0
UNI,CRC,BRACS,CRC->BRACS,1.0,456,100.0,70000,0.5039185427257322,0.4171779141104294,0.2839066934090868,0.2843685828802472,2.23484350159258,0.2836679301225093,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,42,0.01,18,0.4403941392127901,0.3334282633902236,0.299301644496268,0.2220214473585634,2.5148551583014083,0.1811281176849814,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,42,0.1,18,0.4408718705278696,0.3334282633902236,0.2992297448236563,0.2216958439001473,2.4612620708952404,0.1844256106240092,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,42,1.0,18,0.4446465923923367,0.3334282633902236,0.2991913594301605,0.2201774528100705,2.086493311008486,0.2122528967128875,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,42,10.0,18,0.4670104901623502,0.3333604589656996,0.309674272299245,0.238187784055326,1.684981827343602,0.2729546706247588,0.999847412109375
UNI,MHIST,PCam,MHIST->PCam,0.01,42,100.0,18,0.4967711282587993,0.3465530586571406,0.315737429686614,0.2392421644253505,3.463994158861527,0.1514205682347212,0.98529052734375
UNI,MHIST,PCam,MHIST->PCam,0.01,123,0.01,18,0.559991923867182,0.3334282633902236,0.2993062565028824,0.222074521670481,2.517685965277575,0.1809882192503477,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,123,0.1,18,0.5597318762051386,0.3334282633902236,0.2993529852907812,0.2223921909653553,2.4913003312175053,0.1830077343162341,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,123,1.0,18,0.558528186261211,0.3334282633902236,0.3005041229903534,0.2265909414424964,2.343460706889492,0.1972321601727253,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,123,10.0,18,0.5526652190111419,0.3334282633902236,0.3205171568982446,0.2695335422038529,2.679458019504264,0.2118162320695766,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,123,100.0,18,0.5476457842984923,0.3357838027272206,0.3496977860767391,0.315299583801798,4.431172050685521,0.1692059648932394,0.99871826171875
UNI,MHIST,PCam,MHIST->PCam,0.01,456,0.01,18,0.5165117469023004,0.3334282633902236,0.2993226836094659,0.2220897330428804,2.516930096030588,0.1810508226237672,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,456,0.1,18,0.5159156593675438,0.3334282633902236,0.2994692228374416,0.2224366521131047,2.482409972881396,0.1836418499821711,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,456,1.0,18,0.5107151792386315,0.3334282633902236,0.3016747081283779,0.2271253780237394,2.26245674046031,0.2040187507770072,1.0
UNI,MHIST,PCam,MHIST->PCam,0.01,456,10.0,18,0.487543075865547,0.3334147036087717,0.3301012905962566,0.2796199133731369,2.3249057603339165,0.2462893825147478,0.999969482421875
UNI,MHIST,PCam,MHIST->PCam,0.01,456,100.0,18,0.4674728956303443,0.3345745149478061,0.3606702605320501,0.3179492679139256,3.805175001148937,0.1992795987185313,0.986328125
UNI,MHIST,PCam,MHIST->PCam,0.1,42,0.01,184,0.4125366032656042,0.3334282633902236,0.297584938963907,0.2178597590923764,2.405999198637924,0.1848545606149836,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,42,0.1,184,0.4199878520496366,0.3334282633902236,0.3017859025312469,0.2253405511746306,2.0924307324175278,0.216836816685577,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,42,1.0,184,0.4577639416993899,0.3334147036087717,0.3500658488427431,0.3147971736011641,1.5907360609624697,0.3635697399204198,0.999969482421875
UNI,MHIST,PCam,MHIST->PCam,0.1,42,10.0,184,0.5003235620105808,0.3334147036087717,0.4805865486356442,0.4801827450468076,1.7427452657009912,0.4883205582947229,0.999969482421875
UNI,MHIST,PCam,MHIST->PCam,0.1,42,100.0,184,0.5046963942428058,0.3334147036087717,0.4995495580055423,0.4995532902425166,2.9668422249083948,0.4970546648992825,0.999969482421875
UNI,MHIST,PCam,MHIST->PCam,0.1,123,0.01,184,0.4635449078444409,0.3334282633902236,0.2974647962540495,0.2177486003859242,2.414251891897686,0.1841828363908686,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,123,0.1,184,0.4731573506620161,0.3334282633902236,0.3004355293845692,0.2237124860251424,2.13955340321812,0.2109742877404561,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,123,1.0,184,0.5121534023266908,0.3334282633902236,0.3285193953754388,0.2794563708989775,1.530900655812113,0.3377489428013235,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,123,10.0,184,0.5534902703800173,0.3334282633902236,0.433156997398979,0.4308564838836291,1.542671239298205,0.4639899864998206,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,123,100.0,184,0.5707384644679158,0.3346614672268507,0.4753779697819419,0.4785027416518284,2.8217882295047336,0.4521532968988931,0.999298095703125
UNI,MHIST,PCam,MHIST->PCam,0.1,456,0.01,184,0.5016877710174799,0.3334282633902236,0.2974007820568992,0.2176817679604302,2.416976717733637,0.1839353235081744,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,456,0.1,184,0.5101588554597792,0.3334282633902236,0.2997076800135542,0.2227642529368809,2.156431677941781,0.2086180364688873,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,456,1.0,184,0.5473064177409354,0.3334282633902236,0.3193485726345579,0.2672650528001347,1.5614999793512203,0.3190458674551356,1.0
UNI,MHIST,PCam,MHIST->PCam,0.1,456,10.0,184,0.5931232573950276,0.3332112406649981,0.3865167874005618,0.3764546391614026,1.497324978154983,0.4255885557439383,0.99951171875
UNI,MHIST,PCam,MHIST->PCam,0.1,456,100.0,184,0.60509287062865,0.3688991274294091,0.4139895444706483,0.4098289681839362,2.5170635369010497,0.3810385975836178,0.973052978515625
UNI,MHIST,PCam,MHIST->PCam,1.0,42,0.01,1849,0.4651791743702424,0.3334282633902236,0.2995349086671703,0.2214362112813772,2.110581295936763,0.2113034220421777,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,42,0.1,1849,0.5083067823463393,0.3334282633902236,0.3307793369531952,0.2838597202784326,1.4768577715452735,0.3507989657870083,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,42,1.0,1849,0.5893857809897634,0.3334282633902236,0.4389767229003491,0.4390379408457446,1.3695925677568976,0.4796353757240692,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,42,10.0,1849,0.6881252181460549,0.333591046985262,0.4704817948283273,0.4779712208715531,1.7572583479546784,0.4848772129584652,0.99981689453125
UNI,MHIST,PCam,MHIST->PCam,1.0,42,100.0,1849,0.7000599775572826,0.4017256031345471,0.4334082760061929,0.4427998081551237,2.6332446317542684,0.4291584020711,0.9610595703125
UNI,MHIST,PCam,MHIST->PCam,1.0,123,0.01,1849,0.4651791743702424,0.3334282633902236,0.2995349086671703,0.2214362112813772,2.110581295936763,0.2113034220421777,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,123,0.1,1849,0.5083067823463393,0.3334282633902236,0.3307793369531952,0.2838597202784326,1.4768577715452735,0.3507989657870083,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,123,1.0,1849,0.5893857809897634,0.3334282633902236,0.4389767229003491,0.4390379408457446,1.3695925677568976,0.4796353757240692,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,123,10.0,1849,0.6881252181460549,0.333591046985262,0.4704817948283273,0.4779712208715531,1.7572583479546784,0.4848772129584652,0.99981689453125
UNI,MHIST,PCam,MHIST->PCam,1.0,123,100.0,1849,0.7000599775572826,0.4017256031345471,0.4334082760061929,0.4427998081551237,2.6332446317542684,0.4291584020711,0.9610595703125
UNI,MHIST,PCam,MHIST->PCam,1.0,456,0.01,1849,0.4651791743702424,0.3334282633902236,0.2995349086671703,0.2214362112813772,2.110581295936763,0.2113034220421777,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,456,0.1,1849,0.5083067823463393,0.3334282633902236,0.3307793369531952,0.2838597202784326,1.4768577715452735,0.3507989657870083,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,456,1.0,1849,0.5893857809897634,0.3334282633902236,0.4389767229003491,0.4390379408457446,1.3695925677568976,0.4796353757240692,1.0
UNI,MHIST,PCam,MHIST->PCam,1.0,456,10.0,1849,0.6881252181460549,0.333591046985262,0.4704817948283273,0.4779712208715531,1.7572583479546784,0.4848772129584652,0.99981689453125
UNI,MHIST,PCam,MHIST->PCam,1.0,456,100.0,1849,0.7000599775572826,0.4017256031345471,0.4334082760061929,0.4427998081551237,2.6332446317542684,0.4291584020711,0.9610595703125
UNI,PCam,MHIST,PCam->MHIST,0.01,42,0.01,2620,0.4820907617504051,0.417212407351,0.2522776926197425,0.1387219906325764,0.1474181998353785,0.2265353376575977,0.7287615148413511
UNI,PCam,MHIST,PCam->MHIST,0.01,42,0.1,2620,0.4748109130199892,0.4638465124163065,0.255595523439372,0.1352927985335779,0.6199644546100483,0.1970466522328559,0.526100307062436
UNI,PCam,MHIST,PCam->MHIST,0.01,42,1.0,2620,0.4606969205834683,0.471305050401141,0.2708773349812759,0.1818055732146424,1.307763557869673,0.2127177725880794,0.5179119754350051
UNI,PCam,MHIST,PCam->MHIST,0.01,42,10.0,2620,0.446155231406447,0.447197520542508,0.3243101345398447,0.2796842879689012,2.1596907712211384,0.2750824256889993,0.5445240532241555
UNI,PCam,MHIST,PCam->MHIST,0.01,42,100.0,2620,0.4319962182603997,0.4316787660337767,0.402204663337996,0.3791603018530293,3.650659193432864,0.295120636554016,0.534288638689867
UNI,PCam,MHIST,PCam->MHIST,0.01,123,0.01,2620,0.4703448586349721,0.4660518338243457,0.2505331366320458,0.1314513660687469,0.1435954614671849,0.1777392205605794,0.5046059365404298
UNI,PCam,MHIST,PCam->MHIST,0.01,123,0.1,2620,0.4655771654961282,0.4805516688620634,0.2498974416673247,0.1176001767514906,0.6374579969854136,0.1702419889773373,0.6509723643807575
UNI,PCam,MHIST,PCam->MHIST,0.01,123,1.0,2620,0.4554520079236449,0.4821313990793695,0.2627654066814216,0.162860873164925,1.3979501682076083,0.1907972674674671,0.6827021494370522
UNI,PCam,MHIST,PCam->MHIST,0.01,123,10.0,2620,0.4586394741581127,0.4950363658375317,0.3005163696251068,0.2205990615447695,2.3088032198660136,0.2158832883811374,0.6847492323439099
UNI,PCam,MHIST,PCam->MHIST,0.01,123,100.0,2620,0.4818206374932469,0.4743155562589017,0.328454553255483,0.2861969664438094,3.907856289134196,0.206768440273642,0.8219037871033776
UNI,PCam,MHIST,PCam->MHIST,0.01,456,0.01,2620,0.4693634071672969,0.4338297321625992,0.2519042841650102,0.1363813134267112,0.1544454151061133,0.2096035927757547,0.6479017400204709
UNI,PCam,MHIST,PCam->MHIST,0.01,456,0.1,2620,0.4610931028273005,0.4683486970944081,0.2539139346625211,0.1230028674782351,0.6613848369381508,0.1795741503255817,0.5568065506653019
UNI,PCam,MHIST,PCam->MHIST,0.01,456,1.0,2620,0.449900954439042,0.4688613711869526,0.2633914399317837,0.1598253554208001,1.3976759153155942,0.1853765972816578,0.7082906857727738
UNI,PCam,MHIST,PCam->MHIST,0.01,456,10.0,2620,0.4460291734197731,0.456292808219178,0.309281175579278,0.2427270277904026,2.269786820453679,0.2264001582678198,0.7134083930399181
UNI,PCam,MHIST,PCam->MHIST,0.01,456,100.0,2620,0.4451917882225824,0.4632100367726584,0.4058019067499531,0.3682817763714217,3.986200691376019,0.2830150685116023,0.5455475946775844
UNI,PCam,MHIST,PCam->MHIST,0.1,42,0.01,26214,0.4668872681433459,0.4640921247636407,0.2497484803988313,0.1091387177961255,0.648220203593537,0.1666361529511579,0.646878198567042
UNI,PCam,MHIST,PCam->MHIST,0.1,42,0.1,26214,0.4558571943093823,0.4703809667218792,0.2575610160443072,0.143633661085301,1.3847759436348737,0.1651775073908535,0.77482088024565
UNI,PCam,MHIST,PCam->MHIST,0.1,42,1.0,26214,0.4483657482441923,0.4419000610060452,0.2889355697291292,0.2101867256181248,2.1175555036014035,0.2004435739714729,0.8628454452405322
UNI,PCam,MHIST,PCam->MHIST,0.1,42,10.0,26214,0.4504817215919322,0.4468073528611536,0.3198956089259049,0.2724185526497138,2.8579934721223723,0.2284687510970813,0.9048106448311156
UNI,PCam,MHIST,PCam->MHIST,0.1,42,100.0,26214,0.4615613182063748,0.4225917505264109,0.3395147315135133,0.3163108142703774,3.431131817805352,0.2568112033388415,0.9611054247697032
UNI,PCam,MHIST,PCam->MHIST,0.1,123,0.01,26214,0.4669007743562038,0.4771035451152601,0.2478192010658644,0.1115788495697236,0.6502230006115992,0.1555972191520907,0.7164790174002047
UNI,PCam,MHIST,PCam->MHIST,0.1,123,0.1,26214,0.4595578966324509,0.4622046145258326,0.2570428297630817,0.1380203229806819,1.3920270739601122,0.1629620495472409,0.8034800409416581
UNI,PCam,MHIST,PCam->MHIST,0.1,123,1.0,26214,0.4549702863317126,0.4510531047325499,0.2913496474832361,0.2029610837929717,2.152781234951522,0.1987455464157356,0.834186284544524
UNI,PCam,MHIST,PCam->MHIST,0.1,123,10.0,26214,0.4635602377093462,0.4521085688649618,0.3173867560061828,0.255731335899218,2.7962237934333363,0.210344811193238,0.8894575230296827
UNI,PCam,MHIST,PCam->MHIST,0.1,123,100.0,26214,0.4508869079776697,0.4516178531192079,0.3337043688702978,0.2842778306522598,3.0794876985260964,0.2284779723096941,0.8393039918116684
UNI,PCam,MHIST,PCam->MHIST,0.1,456,0.01,26214,0.4659913560237709,0.4775695148035573,0.2484987790465538,0.108695336621676,0.6485357350813687,0.1604144748894453,0.6949846468781986
UNI,PCam,MHIST,PCam->MHIST,0.1,456,0.1,26214,0.4582522960561858,0.4734979203141287,0.257177331125598,0.140540753551267,1.378603765022804,0.1686658571034502,0.7830092118730808
UNI,PCam,MHIST,PCam->MHIST,0.1,456,1.0,26214,0.4554204934269764,0.4493661580684157,0.2858260595419989,0.1992426334104088,2.030144250509991,0.1975615840451776,0.8485158648925282
UNI,PCam,MHIST,PCam->MHIST,0.1,456,10.0,26214,0.4590266522600396,0.4368199831872222,0.3178618391531038,0.2628154367078389,2.6647111030993536,0.2279346173850073,0.9181166837256908
UNI,PCam,MHIST,PCam->MHIST,0.1,456,100.0,26214,0.4719881145326849,0.4073306486862902,0.3398725934644881,0.3218111158205203,3.0736648238006867,0.2702127640355095,0.9764585465711362
UNI,PCam,MHIST,PCam->MHIST,1.0,42,0.01,262144,0.454367008824059,0.4692456435602189,0.2584443837048402,0.1461729011253258,1.3890326635048336,0.1705749616570294,0.7840327533265097
UNI,PCam,MHIST,PCam->MHIST,1.0,42,0.1,262144,0.4432198811453268,0.4376518813714621,0.2936854435127922,0.2125314616664954,2.1000060305221737,0.2049327262009083,0.8556806550665302
UNI,PCam,MHIST,PCam->MHIST,1.0,42,1.0,262144,0.4419322888528723,0.4212418275248186,0.3272527476726267,0.2845572668612001,2.663506799210356,0.2485129091804761,0.9396110542476972
UNI,PCam,MHIST,PCam->MHIST,1.0,42,10.0,262144,0.4420943634071673,0.4191979160260686,0.337371841131233,0.3076334051263128,2.9013744535841752,0.265189456641466,0.947799385875128
UNI,PCam,MHIST,PCam->MHIST,1.0,42,100.0,262144,0.4421168737619305,0.4202055688750682,0.3389400228157359,0.3103318259060207,2.9517020441542963,0.2653935684563582,0.9498464687819856
UNI,PCam,MHIST,PCam->MHIST,1.0,123,0.01,262144,0.454367008824059,0.4692456435602189,0.2584443837048402,0.1461729011253258,1.3890326635048336,0.1705749616570294,0.7840327533265097
UNI,PCam,MHIST,PCam->MHIST,1.0,123,0.1,262144,0.4432198811453268,0.4376518813714621,0.2936854435127922,0.2125314616664954,2.1000060305221737,0.2049327262009083,0.8556806550665302
UNI,PCam,MHIST,PCam->MHIST,1.0,123,1.0,262144,0.4419322888528723,0.4212418275248186,0.3272527476726267,0.2845572668612001,2.663506799210356,0.2485129091804761,0.9396110542476972
UNI,PCam,MHIST,PCam->MHIST,1.0,123,10.0,262144,0.4420943634071673,0.4191979160260686,0.337371841131233,0.3076334051263128,2.9013744535841752,0.265189456641466,0.947799385875128
UNI,PCam,MHIST,PCam->MHIST,1.0,123,100.0,262144,0.4421168737619305,0.4202055688750682,0.3389400228157359,0.3103318259060207,2.9517020441542963,0.2653935684563582,0.9498464687819856
UNI,PCam,MHIST,PCam->MHIST,1.0,456,0.01,262144,0.454367008824059,0.4692456435602189,0.2584443837048402,0.1461729011253258,1.3890326635048336,0.1705749616570294,0.7840327533265097
UNI,PCam,MHIST,PCam->MHIST,1.0,456,0.1,262144,0.4432198811453268,0.4376518813714621,0.2936854435127922,0.2125314616664954,2.1000060305221737,0.2049327262009083,0.8556806550665302
UNI,PCam,MHIST,PCam->MHIST,1.0,456,1.0,262144,0.4419322888528723,0.4212418275248186,0.3272527476726267,0.2845572668612001,2.663506799210356,0.2485129091804761,0.9396110542476972
UNI,PCam,MHIST,PCam->MHIST,1.0,456,10.0,262144,0.4420943634071673,0.4191979160260686,0.337371841131233,0.3076334051263128,2.9013744535841752,0.265189456641466,0.947799385875128
UNI,PCam,MHIST,PCam->MHIST,1.0,456,100.0,262144,0.4421168737619305,0.4202055688750682,0.3389400228157359,0.3103318259060207,2.9517020441542963,0.2653935684563582,0.9498464687819856
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,42,0.01,36,0.4354092507722071,0.4618254879448909,0.169689505626569,0.218798199334481,1.2989064402187969,0.1510057959940466,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,42,0.1,36,0.4415575919288588,0.4618254879448909,0.1685924990415648,0.2147102484457801,1.2278974940146166,0.1348552359716362,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,42,1.0,36,0.4854937729851353,0.4617868675995694,0.1602017131776338,0.1815824758400086,1.1330176613381002,0.1115331730905299,0.9998666666666668
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,42,10.0,36,0.5745236425627462,0.4652679719133322,0.1433601607917461,0.1347213034963592,2.3688132828903847,0.1416473645349983,0.9536666666666668
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,42,100.0,36,0.5960167519871774,0.4634802076055339,0.1573547083302219,0.1512580163568052,5.137358664689107,0.1387159820484017,0.9376
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,123,0.01,36,0.4605733374766936,0.4618254879448909,0.1696660198196195,0.2187405078176244,1.2908530417254762,0.1497885270078154,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,123,0.1,36,0.4711976467543937,0.4618254879448909,0.1682867331842612,0.2140082568714861,1.16431883320606,0.1235214220261211,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,123,1.0,36,0.5413832101034126,0.4618254879448909,0.156470267936885,0.1754567921979453,0.945653028342224,0.1114453968751832,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,123,10.0,36,0.6505767677233794,0.4652652783051165,0.1276454968598082,0.1026399462137707,1.83822883208667,0.1047668168630189,0.9905333333333334
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,123,100.0,36,0.6730409407024399,0.4625075819371438,0.130419570613781,0.1054907964259158,3.363563166782751,0.0824208484227101,0.9924
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,456,0.01,36,0.4628230404515016,0.4618254879448909,0.1697186801580449,0.2189026696965201,1.2971292446828988,0.1509001542140458,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,456,0.1,36,0.4693698977088464,0.4618254879448909,0.1689075385184987,0.2158770082731327,1.213110487956761,0.1341632053822469,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,456,1.0,36,0.5090416717290429,0.4618254879448909,0.1635807707001977,0.1974468637937622,0.995848734287906,0.0707800821614268,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,456,10.0,36,0.5247608611335673,0.4922551993067591,0.1503301294786131,0.1571609406919716,1.3922944549756504,0.0936107596400645,0.9882666666666666
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.01,456,100.0,36,0.4393235141730958,0.511048139339566,0.1570538692460764,0.1564709030794548,2.701470066769279,0.1802435508073254,0.9399333333333332
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,42,0.01,364,0.7954287180427764,0.4618254879448909,0.1698639907065046,0.2211245418087811,1.1850915034869822,0.1372087463574534,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,42,0.1,364,0.8343107613658136,0.4618254879448909,0.1580945745633047,0.205923552251233,0.991603359229796,0.107562387357371,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,42,1.0,364,0.848764965163063,0.5627827604135642,0.1428754784921928,0.2067885494496997,1.4137808051743483,0.1542668527678398,0.9718
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,42,10.0,364,0.7294592987868989,0.5903503011339993,0.1786999796375088,0.2408501949195157,1.91048176074366,0.2371284700693728,0.7257333333333333
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,42,100.0,364,0.521164030628934,0.4644722402383772,0.2624224786239427,0.2582601229115039,3.319422675886238,0.2666404348497686,0.6650666666666667
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,123,0.01,364,0.4943080393650378,0.4618254879448909,0.1702291531121063,0.2197790703899746,1.1509029924088785,0.1296059253346064,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,123,0.1,364,0.5715852252017551,0.4618254879448909,0.1593554593960329,0.1946464331845671,0.8657707181520238,0.0676083091214865,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,123,1.0,364,0.7638685866507474,0.490869563168875,0.1303304421707982,0.1410213100390561,1.2348125894806352,0.0499513081150904,0.9864
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,123,10.0,364,0.8550614173329532,0.6751027648534292,0.1110094192298378,0.1227102407426209,2.031053869386584,0.1248920524365724,0.881
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,123,100.0,364,0.8901367119048399,0.7258305585387356,0.1263901643900479,0.1593967734107398,4.162003577364741,0.2155469366271785,0.7414666666666667
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,456,0.01,364,0.3761512646789441,0.4618254879448909,0.1708388202165664,0.2200050504525947,1.167538446264968,0.1327307200013642,1.0
VIRCHOW2,BRACS,CRC,BRACS->CRC,0.1,456,0.1,364,0.4072350094277022,0.4618254879448909,0.1628974342041422,0.1948643595515825,0.9451979803636464,0.0663524753720973,1.0
