probe,model,pair,fraction,seed,auroc,ece_fixed,ece_scaled_fixed,degeneracy_share
linear,H-Optimus-0,CRC->BRACS,0.01,123,0.5739227789881385,0.2203011332378414,0.2791379294118553,1.0
linear,H-Optimus-0,CRC->BRACS,0.01,456,0.5983871943839264,0.2001759515086233,0.2785867042320945,1.0
linear,H-Optimus-0,CRC->BRACS,0.05,42,0.5733024691358025,0.2442968505686579,0.2834023519746736,1.0
linear,H-Optimus-0,CRC->BRACS,0.05,123,0.5819868070685065,0.245588340334394,0.2833394899907932,1.0
linear,H-Optimus-0,CRC->BRACS,0.05,456,0.5882352941176471,0.2428830819877219,0.2825072445835727,1.0
linear,H-Optimus-0,CRC->BRACS,0.1,42,0.5852850399419027,0.2528596411921546,0.2833543745986028,1.0
linear,H-Optimus-0,CRC->BRACS,0.1,123,0.5833333333333334,0.2517777664479106,0.2835868140154431,1.0
linear,H-Optimus-0,CRC->BRACS,0.1,456,0.5862987170176713,0.2538928965129219,0.2832781150701939,1.0
linear,H-Optimus-0,CRC->BRACS,0.25,42,0.566630355846042,0.2619991105944268,0.2833801940522099,1.0
linear,H-Optimus-0,CRC->BRACS,0.25,123,0.5911401597676107,0.2616293597303189,0.282572575949628,1.0
linear,H-Optimus-0,CRC->BRACS,0.25,456,0.5771302348099734,0.2616121484195202,0.2833391011225341,1.0
linear,H-Optimus-0,CRC->BRACS,0.5,42,0.575526506899056,0.2688670872593755,0.2830494646259409,1.0
linear,H-Optimus-0,CRC->BRACS,0.5,123,0.5579157588961511,0.2663510553462829,0.283205707684445,1.0
linear,H-Optimus-0,CRC->BRACS,0.5,456,0.5829702251270878,0.2682262211636504,0.2828799985248514,1.0
linear,H-Optimus-0,CRC->BRACS,1.0,42,0.574210239651416,0.2748610725607751,0.2826033223245913,1.0
linear,H-Optimus-0,CRC->BRACS,1.0,123,0.574210239651416,0.2748610725607751,0.2826033223245913,1.0
linear,H-Optimus-0,CRC->BRACS,1.0,456,0.574210239651416,0.2748610725607751,0.2826033223245913,1.0
linear,H-Optimus-0,MHIST->PCam,0.01,42,0.544597620834721,0.236988902275385,0.2186137707773377,1.0
linear,H-Optimus-0,MHIST->PCam,0.01,123,0.7071004534062826,0.2352688554136869,0.2177208145617555,1.0
linear,H-Optimus-0,MHIST->PCam,0.01,456,0.4746728362849689,0.2227970041214059,0.2083275101706687,1.0
linear,H-Optimus-0,MHIST->PCam,0.05,42,0.4938435822663289,0.2842499562899999,0.3213116922139091,1.0
linear,H-Optimus-0,MHIST->PCam,0.05,123,0.7356748955252389,0.2802107060196104,0.2995316137733078,1.0
linear,H-Optimus-0,MHIST->PCam,0.05,456,0.5288708504835951,0.2897348737681925,0.3084447096424577,1.0
linear,H-Optimus-0,MHIST->PCam,0.1,42,0.4572154410315924,0.3707653687948318,0.4229204415788618,1.0
linear,H-Optimus-0,MHIST->PCam,0.1,123,0.6372229837772481,0.3332884580437076,0.3832746859414732,1.0
linear,H-Optimus-0,MHIST->PCam,0.1,456,0.5568127307438246,0.3452691778321626,0.4014143376141368,1.0
linear,H-Optimus-0,MHIST->PCam,0.25,42,0.5456094210403473,0.4218527728103323,0.4722463070189174,1.0
linear,H-Optimus-0,MHIST->PCam,0.25,123,0.5715045295794381,0.4180481479303513,0.4695180088220934,1.0
linear,H-Optimus-0,MHIST->PCam,0.25,456,0.5266453355760181,0.4274975638343359,0.4771232173010645,1.0
linear,H-Optimus-0,MHIST->PCam,0.5,42,0.554007784077456,0.4697246472697622,0.4929276941473708,1.0
linear,H-Optimus-0,MHIST->PCam,0.5,123,0.5649557995901785,0.4646380094580754,0.4919533405446493,1.0
linear,H-Optimus-0,MHIST->PCam,0.5,456,0.5096920280713938,0.4594111951186057,0.4908963254523816,1.0
linear,H-Optimus-0,MHIST->PCam,1.0,42,0.5612062048133613,0.4878179837068306,0.4980293852785281,1.0
linear,H-Optimus-0,MHIST->PCam,1.0,123,0.5612062048133613,0.4878179837068306,0.4980293852785281,1.0
linear,H-Optimus-0,MHIST->PCam,1.0,456,0.5612062048133613,0.4878179837068306,0.4980293852785281,1.0
linear,H-Optimus-0,PCam->MHIST,0.01,42,0.6026472177201513,0.2604347282449744,0.3243908138216078,1.0
linear,H-Optimus-0,PCam->MHIST,0.01,123,0.5986358725013505,0.2528393342393394,0.3097796852448531,1.0
linear,H-Optimus-0,PCam->MHIST,0.01,456,0.6128534125697821,0.2561158010012051,0.3150660679108109,1.0
linear,H-Optimus-0,PCam->MHIST,0.05,42,0.5983477399603818,0.3116193806010858,0.3222246340371534,1.0
linear,H-Optimus-0,PCam->MHIST,0.05,123,0.6143616063389159,0.3172554508082774,0.3276465761497442,1.0
linear,H-Optimus-0,PCam->MHIST,0.05,456,0.6219746083198272,0.273661798249303,0.2896089408790978,0.9979529170931424
linear,H-Optimus-0,PCam->MHIST,0.1,42,0.6068206374932468,0.3129823741997295,0.3109887266151188,1.0
linear,H-Optimus-0,PCam->MHIST,0.1,123,0.641599135602377,0.3093438115192111,0.3066998497001375,1.0
linear,H-Optimus-0,PCam->MHIST,0.1,456,0.6360300738339636,0.2996975940850942,0.2975505517469646,0.9979529170931424
linear,H-Optimus-0,PCam->MHIST,0.25,42,0.638042499549793,0.3188039919070166,0.2999669620847691,0.9989764585465712
linear,H-Optimus-0,PCam->MHIST,0.25,123,0.643517017828201,0.3160554508299939,0.2972760931029722,0.9989764585465712
linear,H-Optimus-0,PCam->MHIST,0.25,456,0.6475688816855754,0.3097019580678103,0.284885329320204,0.9979529170931424
linear,H-Optimus-0,PCam->MHIST,0.5,42,0.6475103547631912,0.3212249194603643,0.2914648947931141,0.9979529170931424
linear,H-Optimus-0,PCam->MHIST,0.5,123,0.6635962542769674,0.3244386033586841,0.2926969909529507,0.9979529170931424
linear,H-Optimus-0,PCam->MHIST,0.5,456,0.6308887088060509,0.3253627461004713,0.2966869544463221,0.9989764585465712
linear,H-Optimus-0,PCam->MHIST,1.0,42,0.6447956059787502,0.3160263547652373,0.2736396903181777,0.9969293756397134
linear,H-Optimus-0,PCam->MHIST,1.0,123,0.6447956059787502,0.3160263547652373,0.2736396903181777,0.9969293756397134
linear,H-Optimus-0,PCam->MHIST,1.0,456,0.6447956059787502,0.3160263547652373,0.2736396903181777,0.9969293756397134
linear,MIDNIGHT,BRACS->CRC,0.01,42,0.3812928014177769,0.1841304299185852,0.1261198004867522,1.0
linear,MIDNIGHT,BRACS->CRC,0.01,123,0.4418513679514199,0.1381160356297721,0.1096315311479338,1.0
linear,MIDNIGHT,BRACS->CRC,0.01,456,0.3257367144749692,0.1663903953954029,0.1094382648365979,1.0
linear,MIDNIGHT,BRACS->CRC,0.05,42,0.4313673570774357,0.1977647436073642,0.1995531479134907,0.9987333333333334
linear,MIDNIGHT,BRACS->CRC,0.05,123,0.5741480166778039,0.181027832501946,0.1995392126516173,0.9998
linear,MIDNIGHT,BRACS->CRC,0.05,456,0.2272315003247709,0.1526042018458314,0.152767599529733,1.0
linear,MIDNIGHT,BRACS->CRC,0.1,42,0.5392680738515025,0.2654632408408421,0.2663102171104792,0.9156
linear,MIDNIGHT,BRACS->CRC,0.1,123,0.6043275796506493,0.1978823255620175,0.2055191210552274,0.9854666666666668
linear,MIDNIGHT,BRACS->CRC,0.1,456,0.5233067300592998,0.1043994699792357,0.1173639760982397,1.0
linear,MIDNIGHT,BRACS->CRC,0.25,42,0.6538322529054146,0.2371789804396589,0.236038426289992,0.8741333333333333
linear,MIDNIGHT,BRACS->CRC,0.25,123,0.6394393452361482,0.1974158139957015,0.205324199243516,0.9442666666666668
linear,MIDNIGHT,BRACS->CRC,0.25,456,0.4818729205315962,0.1242039750738788,0.1320478681304241,0.9944
linear,MIDNIGHT,BRACS->CRC,0.5,42,0.6222051302121059,0.2222724081101762,0.2171328391675949,0.8629333333333333
linear,MIDNIGHT,BRACS->CRC,0.5,123,0.6471755080094581,0.2307611334054307,0.2236698039844535,0.8566
linear,MIDNIGHT,BRACS->CRC,0.5,456,0.5824915550802114,0.1598660636485288,0.1595782992332279,0.9535333333333332
linear,MIDNIGHT,BRACS->CRC,1.0,42,0.6221818019061016,0.2178914495758373,0.2131131967096523,0.8376666666666667
linear,MIDNIGHT,BRACS->CRC,1.0,123,0.6221818019061016,0.2178914495758373,0.2131131967096523,0.8376666666666667
linear,MIDNIGHT,BRACS->CRC,1.0,456,0.6221818019061016,0.2178914495758373,0.2131131967096523,0.8376666666666667
linear,MIDNIGHT,CRC->BRACS,0.01,42,0.4408133623819897,0.2352262535491484,0.2782054222568442,1.0
linear,MIDNIGHT,CRC->BRACS,0.01,123,0.424821471798596,0.2258105080483102,0.2771370984277533,1.0
linear,MIDNIGHT,CRC->BRACS,0.01,456,0.4355936819172112,0.2240715335178688,0.2773133415714764,1.0
linear,MIDNIGHT,CRC->BRACS,0.05,42,0.4592108448317598,0.2425960024086872,0.2827949732471346,1.0
linear,MIDNIGHT,CRC->BRACS,0.05,123,0.4002208908254659,0.2458980138566212,0.2853763962034115,0.9982456140350876
linear,MIDNIGHT,CRC->BRACS,0.05,456,0.4265159767610748,0.2569496369141861,0.2809333993758616,1.0
linear,MIDNIGHT,CRC->BRACS,0.1,42,0.4488471314451706,0.2541477136446052,0.2836563539459585,0.9982456140350876
linear,MIDNIGHT,CRC->BRACS,0.1,123,0.4105543451948681,0.2564667029578005,0.2843228384076292,0.9982456140350876
linear,MIDNIGHT,CRC->BRACS,0.1,456,0.4044420237230695,0.2672292180428706,0.2845430545763341,0.9982456140350876
linear,MIDNIGHT,CRC->BRACS,0.25,42,0.4561244250786734,0.2512926354390423,0.2769352465290186,0.9964912280701754
linear,MIDNIGHT,CRC->BRACS,0.25,123,0.4269244734931009,0.2593010351697678,0.2809374821714397,0.9964912280701754
linear,MIDNIGHT,CRC->BRACS,0.25,456,0.4268790849673203,0.2681989048709592,0.2829436967081231,0.9982456140350876
linear,MIDNIGHT,CRC->BRACS,0.5,42,0.4385893246187364,0.2604107876046758,0.277788642697802,0.9964912280701754
linear,MIDNIGHT,CRC->BRACS,0.5,123,0.4305858145727427,0.2614632322318423,0.279515655982663,0.9929824561403509
linear,MIDNIGHT,CRC->BRACS,0.5,456,0.4277565964657468,0.2678463863210273,0.2797625886737445,0.9912280701754386
linear,MIDNIGHT,CRC->BRACS,1.0,42,0.4535675381263616,0.2679748152200725,0.2765105362106737,0.9964912280701754
linear,MIDNIGHT,CRC->BRACS,1.0,123,0.4535675381263616,0.2679748152200725,0.2765105362106737,0.9964912280701754
linear,MIDNIGHT,CRC->BRACS,1.0,456,0.4535675381263616,0.2679748152200725,0.2765105362106737,0.9964912280701754
linear,MIDNIGHT,MHIST->PCam,0.01,42,0.4309370745566363,0.2530418395969679,0.2070662323953256,1.0
linear,MIDNIGHT,MHIST->PCam,0.01,123,0.670914649497039,0.1971353419529503,0.1785873976409384,1.0
linear,MIDNIGHT,MHIST->PCam,0.01,456,0.397903108959095,0.203762051854156,0.1829529697717126,1.0
linear,MIDNIGHT,MHIST->PCam,0.05,42,0.3977912421963023,0.2425660572354071,0.2383116036465914,1.0
linear,MIDNIGHT,MHIST->PCam,0.05,123,0.4154658740677976,0.2170521483194207,0.2121889362330244,1.0
linear,MIDNIGHT,MHIST->PCam,0.05,456,0.3669567293706526,0.1772469871405093,0.1547828176487124,1.0
linear,MIDNIGHT,MHIST->PCam,0.1,42,0.4136729809268417,0.2706665455013151,0.2738346730147238,1.0
linear,MIDNIGHT,MHIST->PCam,0.1,123,0.3769639487237985,0.2485357642838282,0.2428018304562026,1.0
linear,MIDNIGHT,MHIST->PCam,0.1,456,0.3486319783440491,0.2487583167785089,0.2484864309614832,1.0
linear,MIDNIGHT,MHIST->PCam,0.25,42,0.4283661655706991,0.3244316888560636,0.3328237795381627,1.0
linear,MIDNIGHT,MHIST->PCam,0.25,123,0.4489408954907353,0.2509620801969219,0.2776712994542852,1.0
linear,MIDNIGHT,MHIST->PCam,0.25,456,0.4092166202202975,0.1787479633675766,0.1820459535157861,0.9998779296875
linear,MIDNIGHT,MHIST->PCam,0.5,42,0.4363604425700816,0.2920397268138331,0.3121945342739275,0.999969482421875
linear,MIDNIGHT,MHIST->PCam,0.5,123,0.4581921527214925,0.2924652847457021,0.3308848649043761,1.0
linear,MIDNIGHT,MHIST->PCam,0.5,456,0.4285748563713132,0.2188845321644096,0.2387441489435723,0.999755859375
linear,MIDNIGHT,MHIST->PCam,1.0,42,0.4304590824711883,0.3039692808201694,0.3399740706117984,0.99993896484375
linear,MIDNIGHT,MHIST->PCam,1.0,123,0.4304590824711883,0.3039692808201694,0.3399740706117984,0.99993896484375
linear,MIDNIGHT,MHIST->PCam,1.0,456,0.4304590824711883,0.3039692808201694,0.3399740706117984,0.99993896484375
linear,MIDNIGHT,PCam->MHIST,0.01,42,0.4367414010444804,0.2495516163041705,0.3033644728978434,1.0
linear,MIDNIGHT,PCam->MHIST,0.01,123,0.4576265081937691,0.2752282583002497,0.3124946923504356,1.0
linear,MIDNIGHT,PCam->MHIST,0.01,456,0.432766072393301,0.2180065543375087,0.2644548886189654,1.0
linear,MIDNIGHT,PCam->MHIST,0.05,42,0.4585449306681073,0.3296618282763616,0.3399688912217146,1.0
linear,MIDNIGHT,PCam->MHIST,0.05,123,0.4562668827660724,0.3210657828932612,0.3264447859025258,1.0
linear,MIDNIGHT,PCam->MHIST,0.05,456,0.4325139564199531,0.3086125141809267,0.3185394906335377,1.0
linear,MIDNIGHT,PCam->MHIST,0.1,42,0.4628399063569242,0.3408684716512859,0.3426338671609778,1.0
linear,MIDNIGHT,PCam->MHIST,0.1,123,0.4559472357284351,0.3425961281057829,0.3415189977521104,1.0
linear,MIDNIGHT,PCam->MHIST,0.1,456,0.4353052404105888,0.3355593103196007,0.3367125089032384,1.0
linear,MIDNIGHT,PCam->MHIST,0.25,42,0.4391094903655681,0.3552796281082179,0.3514119724457209,1.0
linear,MIDNIGHT,PCam->MHIST,0.25,123,0.4482396902575184,0.3518161940576012,0.3472334577987116,1.0
linear,MIDNIGHT,PCam->MHIST,0.25,456,0.4471411849450747,0.3547011151150441,0.3469054033051652,1.0
linear,MIDNIGHT,PCam->MHIST,0.5,42,0.439820817576085,0.3560174152524064,0.3483683788980958,1.0
linear,MIDNIGHT,PCam->MHIST,0.5,123,0.457216819737079,0.3581599398646941,0.3486043618407109,1.0
linear,MIDNIGHT,PCam->MHIST,0.5,456,0.4361381235368269,0.3571110776148244,0.3505399483007781,1.0
linear,MIDNIGHT,PCam->MHIST,1.0,42,0.4445434900054025,0.3622809682613543,0.3560193172867648,1.0
linear,MIDNIGHT,PCam->MHIST,1.0,123,0.4445434900054025,0.3622809682613543,0.3560193172867648,1.0
linear,MIDNIGHT,PCam->MHIST,1.0,456,0.4445434900054025,0.3622809682613543,0.3560193172867648,1.0
linear,PLIP,BRACS->CRC,0.01,42,0.5012970757183511,0.1856803604793492,0.0553719923778219,1.0
linear,PLIP,BRACS->CRC,0.01,123,0.6631855893423738,0.1639860223723158,0.028654176065003,1.0
linear,PLIP,BRACS->CRC,0.01,456,0.7107450688561054,0.1984966531919252,0.0487497831253634,1.0
linear,PLIP,BRACS->CRC,0.05,42,0.4868731001486002,0.1704561415362862,0.0949256409818505,0.9982
linear,PLIP,BRACS->CRC,0.05,123,0.4779961868624326,0.1793928140592237,0.1018919935596378,0.9816
linear,PLIP,BRACS->CRC,0.05,456,0.3956058671383243,0.2311123215484665,0.1695131958061709,0.9705333333333334
linear,PLIP,BRACS->CRC,0.1,42,0.4070355688397501,0.2046042729475905,0.1467385338075052,0.9758666666666668
linear,PLIP,BRACS->CRC,0.1,123,0.3845048426496633,0.2359902688750457,0.2031580704742946,0.9152666666666668
linear,PLIP,BRACS->CRC,0.1,456,0.4868928507175334,0.176258753612439,0.1248239184781757,0.9624
linear,PLIP,BRACS->CRC,0.25,42,0.4083639680112337,0.2380655167972184,0.225490192289759,0.887
linear,PLIP,BRACS->CRC,0.25,123,0.4374853239765043,0.2252759985065262,0.2200924423578624,0.8712
linear,PLIP,BRACS->CRC,0.25,456,0.422026798272873,0.2201698559102112,0.2114576076938936,0.8948666666666667
linear,PLIP,BRACS->CRC,0.5,42,0.4389730419702145,0.2347101199721595,0.2389633914415942,0.8485333333333334
linear,PLIP,BRACS->CRC,0.5,123,0.407568104050524,0.2606290781918274,0.269935566318662,0.7990666666666667
linear,PLIP,BRACS->CRC,0.5,456,0.4356551654345622,0.23899330710528,0.2400035922534322,0.8347333333333333
linear,PLIP,BRACS->CRC,1.0,42,0.434316799709809,0.2610130446072705,0.2691838383363177,0.7804666666666666
linear,PLIP,BRACS->CRC,1.0,123,0.434316799709809,0.2610130446072705,0.2691838383363177,0.7804666666666666
linear,PLIP,BRACS->CRC,1.0,456,0.434316799709809,0.2610130446072705,0.2691838383363177,0.7804666666666666
linear,PLIP,CRC->BRACS,0.01,42,0.6060427257322684,0.0696715751916785,0.1517467283029397,0.9157894736842104
linear,PLIP,CRC->BRACS,0.01,123,0.5997488501573469,0.0695555060190412,0.1323273063645995,0.8929824561403509
linear,PLIP,CRC->BRACS,0.01,456,0.6043330912611957,0.0806324306416275,0.1440527960924503,0.8666666666666667
linear,PLIP,CRC->BRACS,0.05,42,0.5983871943839265,0.1200765062986473,0.189232863922253,0.8175438596491228
linear,PLIP,CRC->BRACS,0.05,123,0.6012315419995159,0.1105758262542019,0.1745260726489246,0.8368421052631579
linear,PLIP,CRC->BRACS,0.05,456,0.6183430162188333,0.130671261607212,0.1951211134172686,0.7789473684210526
linear,PLIP,CRC->BRACS,0.1,42,0.6112321471798596,0.1358706768894449,0.1985031112960052,0.8298245614035088
linear,PLIP,CRC->BRACS,0.1,123,0.6094922536916001,0.1373645440008113,0.1993686396391222,0.8263157894736842
linear,PLIP,CRC->BRACS,0.1,456,0.6036825223916726,0.1378340660319816,0.1919030260357925,0.8228070175438597
linear,PLIP,CRC->BRACS,0.25,42,0.6140159767610748,0.1472645730861627,0.2122840815594473,0.8368421052631579
linear,PLIP,CRC->BRACS,0.25,123,0.6229423868312757,0.1653439501227465,0.2125812231408025,0.7701754385964912
linear,PLIP,CRC->BRACS,0.25,456,0.6104151537158073,0.1557324550507012,0.2012783870254902,0.8280701754385965
linear,PLIP,CRC->BRACS,0.5,42,0.60770697167756,0.1663726941480412,0.2214359111214415,0.8526315789473684
linear,PLIP,CRC->BRACS,0.5,123,0.6171477850399419,0.1647126682512378,0.2153938630881818,0.8350877192982457
linear,PLIP,CRC->BRACS,0.5,456,0.6114137012829823,0.1616907198479659,0.2110815203219243,0.8192982456140351
linear,PLIP,CRC->BRACS,1.0,42,0.6132141128056161,0.1786527894979636,0.2188427224521421,0.868421052631579
linear,PLIP,CRC->BRACS,1.0,123,0.6132141128056161,0.1786527894979636,0.2188427224521421,0.868421052631579
linear,PLIP,CRC->BRACS,1.0,456,0.6132141128056161,0.1786527894979636,0.2188427224521421,0.868421052631579
linear,PLIP,MHIST->PCam,0.01,42,0.5166152131339365,0.1969288765882075,0.1850919784784953,1.0
linear,PLIP,MHIST->PCam,0.01,123,0.5463293745001381,0.2297765176046129,0.1672671383228587,1.0
linear,PLIP,MHIST->PCam,0.01,456,0.4281650147590254,0.2207220445088058,0.1975157884893711,1.0
linear,PLIP,MHIST->PCam,0.05,42,0.451131344234332,0.2014630073610934,0.2122902619890799,1.0
linear,PLIP,MHIST->PCam,0.05,123,0.5624698756673333,0.1764920196095533,0.1941307043025972,1.0
linear,PLIP,MHIST->PCam,0.05,456,0.624303082342636,0.2002393635157425,0.2106467595946177,1.0
linear,PLIP,MHIST->PCam,0.1,42,0.5070035675286308,0.2045348259618981,0.2332030044503826,1.0
linear,PLIP,MHIST->PCam,0.1,123,0.5639650025750887,0.1461780748498867,0.1717407567443864,0.999847412109375
linear,PLIP,MHIST->PCam,0.1,456,0.5025692307423514,0.212612491567075,0.2360813982605526,1.0
linear,PLIP,MHIST->PCam,0.25,42,0.5583161240722614,0.1817668626640531,0.2224290164264463,0.997802734375
linear,PLIP,MHIST->PCam,0.25,123,0.5800502166988724,0.12918453866236,0.1648198476771054,0.941131591796875
linear,PLIP,MHIST->PCam,0.25,456,0.5877282127688915,0.1860800894659279,0.2260246040979623,0.99676513671875
linear,PLIP,MHIST->PCam,0.5,42,0.6209878080651261,0.2076325293427115,0.2477588583466111,0.986846923828125
linear,PLIP,MHIST->PCam,0.5,123,0.5579947581207124,0.1680948626482032,0.211726865167255,0.967803955078125
linear,PLIP,MHIST->PCam,0.5,456,0.5865896595377226,0.2241004504506799,0.2796177601700362,0.997100830078125
linear,PLIP,MHIST->PCam,1.0,42,0.5750009498560672,0.2067550421375808,0.2631290515328351,0.968231201171875
linear,PLIP,MHIST->PCam,1.0,123,0.5750009498560672,0.2067550421375808,0.2631290515328351,0.968231201171875
linear,PLIP,MHIST->PCam,1.0,456,0.5750009498560672,0.2067550421375808,0.2631290515328351,0.968231201171875
linear,PLIP,PCam->MHIST,0.01,42,0.4103457590491626,0.352700355658106,0.4260435194920756,0.9160696008188332
linear,PLIP,PCam->MHIST,0.01,123,0.4449171618944714,0.3092658205098739,0.3797287156013705,0.8863868986693961
linear,PLIP,PCam->MHIST,0.01,456,0.4133171258779038,0.3107953774584011,0.3810364944119739,0.8741044012282497
linear,PLIP,PCam->MHIST,0.05,42,0.4534035656401944,0.4175988785618699,0.4505199817614311,0.9119754350051176
linear,PLIP,PCam->MHIST,0.05,123,0.4706059787502251,0.3412168567836616,0.3614408682161391,0.8137154554759468
linear,PLIP,PCam->MHIST,0.05,456,0.4528318026292094,0.3368763173448945,0.3632245392040226,0.7727737973387923
linear,PLIP,PCam->MHIST,0.1,42,0.4782549972987574,0.3561048513492474,0.3755865423449744,0.7840327533265097
linear,PLIP,PCam->MHIST,0.1,123,0.4802989375112552,0.3505709380760011,0.3662118627636614,0.7809621289662231
linear,PLIP,PCam->MHIST,0.1,456,0.4669142805690617,0.321225093627235,0.3407267336370672,0.7052200614124872
linear,PLIP,PCam->MHIST,0.25,42,0.5000810372771475,0.3357831898265633,0.3409273705783001,0.7093142272262026
linear,PLIP,PCam->MHIST,0.25,123,0.5026652260039618,0.3003935417707159,0.3005880806134895,0.6417604912998977
linear,PLIP,PCam->MHIST,0.25,456,0.4914820817576085,0.2858529411180892,0.2906340828815874,0.586489252814739
linear,PLIP,PCam->MHIST,0.5,42,0.5145236808932109,0.2979114078192613,0.2906924031419606,0.586489252814739
linear,PLIP,PCam->MHIST,0.5,123,0.5221591932288853,0.2502337795709931,0.2457728554399529,0.5138178096212896
linear,PLIP,PCam->MHIST,0.5,456,0.5068161354222943,0.2703282180672409,0.2634829261157168,0.5097236438075742
linear,PLIP,PCam->MHIST,1.0,42,0.5479335494327391,0.2607234765022952,0.2501697559018983,0.5005117707267144
linear,PLIP,PCam->MHIST,1.0,123,0.5479335494327391,0.2607234765022952,0.2501697559018983,0.5005117707267144
linear,PLIP,PCam->MHIST,1.0,456,0.5479335494327391,0.2607234765022952,0.2501697559018983,0.5005117707267144
linear,UNI,BRACS->CRC,0.01,42,0.4920610744543148,0.1807539889395953,0.0558372426790067,1.0
linear,UNI,BRACS->CRC,0.01,123,0.4571946394108328,0.1511192993670446,0.0437145839208227,1.0
linear,UNI,BRACS->CRC,0.01,456,0.7777015784683898,0.2332017476533701,0.1098834372585065,1.0
linear,UNI,BRACS->CRC,0.05,42,0.4826105184885769,0.2178459981238923,0.0888555529796875,0.9953333333333332
linear,UNI,BRACS->CRC,0.05,123,0.5180365408159927,0.1990308490225596,0.0655677739685854,0.9972666666666666
linear,UNI,BRACS->CRC,0.05,456,0.3680064002065449,0.1932830113765961,0.1322388085430758,0.9984666666666666
linear,UNI,BRACS->CRC,0.1,42,0.4601213013500189,0.2000179050096968,0.1036654625534431,0.9855333333333334
linear,UNI,BRACS->CRC,0.1,123,0.3924711488361986,0.1740824218025357,0.1321967084951101,0.989
linear,UNI,BRACS->CRC,0.1,456,0.428228549932943,0.170955122192453,0.1212276358456395,0.9943333333333332
linear,UNI,BRACS->CRC,0.25,42,0.4096815974639831,0.1800509797724593,0.1540749395509372,0.9547333333333332
linear,UNI,BRACS->CRC,0.25,123,0.4002151972340734,0.1566190665233802,0.1345427824796525,0.9775333333333334
linear,UNI,BRACS->CRC,0.25,456,0.3821632867516834,0.1659502103536889,0.1631928054674465,0.9740666666666666
linear,UNI,BRACS->CRC,0.5,42,0.4286372516320321,0.1577732663299282,0.1532377961879272,0.9506666666666668
linear,UNI,BRACS->CRC,0.5,123,0.3829298716804441,0.189109656618433,0.1867802296824303,0.9200666666666668
linear,UNI,BRACS->CRC,0.5,456,0.4068378075977701,0.1696082655260377,0.1644552468300471,0.9507333333333332
linear,UNI,BRACS->CRC,1.0,42,0.401307538773908,0.1880210433383179,0.1854041628189721,0.9092
linear,UNI,BRACS->CRC,1.0,123,0.401307538773908,0.1880210433383179,0.1854041628189721,0.9092
linear,UNI,BRACS->CRC,1.0,456,0.401307538773908,0.1880210433383179,0.1854041628189721,0.9092
linear,UNI,CRC->BRACS,0.01,42,0.5856027596223675,0.2063567446089239,0.2782180088255866,1.0
linear,UNI,CRC->BRACS,0.01,123,0.5804889857177439,0.214993681575021,0.2796598260248424,1.0
linear,UNI,CRC->BRACS,0.01,456,0.6047567175018156,0.193738343744176,0.2780910600025431,1.0
linear,UNI,CRC->BRACS,0.05,42,0.5560396998305496,0.231706173605196,0.2812995805583944,1.0
linear,UNI,CRC->BRACS,0.05,123,0.5462206487533285,0.2416400215647018,0.2827417525790813,1.0
linear,UNI,CRC->BRACS,0.05,456,0.580141007020092,0.2369960161682428,0.2808341516063821,1.0
linear,UNI,CRC->BRACS,0.1,42,0.5563725490196078,0.242651139030692,0.2809011246406362,1.0
linear,UNI,CRC->BRACS,0.1,123,0.552817114500121,0.2486257984825482,0.2817064419718267,1.0
linear,UNI,CRC->BRACS,0.1,456,0.5727578068264343,0.2489200398848062,0.2817798450455368,1.0
linear,UNI,CRC->BRACS,0.25,42,0.5287158073105785,0.2570107101307742,0.2813810012252974,1.0
linear,UNI,CRC->BRACS,0.25,123,0.5521362866134107,0.2593960023826189,0.2814419194306474,1.0
linear,UNI,CRC->BRACS,0.25,456,0.5386861534737352,0.2613511681050243,0.2818099684713222,1.0
linear,UNI,CRC->BRACS,0.5,42,0.5197440087145969,0.2669664745814618,0.2815690936931432,1.0
linear,UNI,CRC->BRACS,0.5,123,0.5229817235536189,0.2664013351739184,0.2826039006473674,1.0
linear,UNI,CRC->BRACS,0.5,456,0.5334059549745824,0.2663626127115571,0.282513831385778,1.0
linear,UNI,CRC->BRACS,1.0,42,0.5232540547083031,0.2718966452663764,0.2816731488032825,1.0
linear,UNI,CRC->BRACS,1.0,123,0.5232540547083031,0.2718966452663764,0.2816731488032825,1.0
linear,UNI,CRC->BRACS,1.0,456,0.5232540547083031,0.2718966452663764,0.2816731488032825,1.0
linear,UNI,MHIST->PCam,0.01,42,0.4446465923923366,0.2201774528100705,0.2122528967133083,1.0
linear,UNI,MHIST->PCam,0.01,123,0.558528186261211,0.2265909414424964,0.197232160170749,1.0
linear,UNI,MHIST->PCam,0.01,456,0.5107151792386315,0.2271253780237394,0.2040187507816824,1.0
linear,UNI,MHIST->PCam,0.05,42,0.4483273959459454,0.2498935675127979,0.2797742803266954,1.0
linear,UNI,MHIST->PCam,0.05,123,0.52718010854656,0.2330493942993078,0.2617636077989044,1.0
linear,UNI,MHIST->PCam,0.05,456,0.5696913336026496,0.2308682542890299,0.2398053568227986,1.0
linear,UNI,MHIST->PCam,0.1,42,0.4577639416993899,0.3147971736011634,0.3635697399204122,0.999969482421875
linear,UNI,MHIST->PCam,0.1,123,0.5121534023266908,0.2794563708989773,0.337748942801342,1.0
