model,dataset,fraction,seed,n_train,n_classes,auroc,f1_macro,f1_binary,brier,ece_fixed,ece_adaptive,temperature,ece_scaled_fixed,ece_scaled_adaptive,degeneracy_share,degenerate,forced_classes
CLIP,BRACS,0.5,456,1826,7,0.7941069656291848,0.3871026255818882,,,0.103259026159406,0.1189563146139122,0.7017307105102364,0.0352801546555708,0.0511237950645481,0.2649122807017544,False,0
CLIP,BRACS,1.0,42,3657,7,0.8137754803415936,0.4334848518095503,,,0.0870837047827205,0.0875888428842574,0.742487699344127,0.0179655302594043,0.0489065905300665,0.2456140350877192,False,0
CLIP,BRACS,1.0,123,3657,7,0.8137754803415936,0.4334848518095503,,,0.0870837047827205,0.0875888428842574,0.742487699344127,0.0179655302594043,0.0489065905300665,0.2456140350877192,False,0
CLIP,BRACS,1.0,456,3657,7,0.8137754803415936,0.4334848518095503,,,0.0870837047827205,0.0875888428842574,0.742487699344127,0.0179655302594043,0.0489065905300665,0.2456140350877192,False,0
CLIP,CRC,0.01,42,696,9,0.9781073723600736,0.8107346495337443,,,0.3688654672100533,0.3688654672100531,0.2935223594238346,0.0096876194133542,0.0128931857087903,0.1999333333333333,False,0
CLIP,CRC,0.01,123,696,9,0.9784782730364106,0.8125272619205758,,,0.3764468503293947,0.3764468503293948,0.2711493874021952,0.0054968006824243,0.0082562341389228,0.2028,False,0
CLIP,CRC,0.01,456,696,9,0.9769671720070304,0.8118110771441805,,,0.3695003273836306,0.3695003273836306,0.2974778646398588,0.0140696926133957,0.0163004418608029,0.1859333333333333,False,0
CLIP,CRC,0.05,42,3495,9,0.9893204867616348,0.8798555268983296,,,0.2253942466686267,0.225296156329104,0.4031183529119491,0.0054857919556386,0.0057094753043375,0.1582666666666666,False,0
CLIP,CRC,0.05,123,3495,9,0.9890491860665996,0.8782612236511571,,,0.2229623963786029,0.2229623963786028,0.4067992171605963,0.007725744605054,0.0078562218949889,0.1626666666666666,False,0
CLIP,CRC,0.05,456,3495,9,0.9894274761280212,0.879261385265827,,,0.2244064199650048,0.2244064199650048,0.4028387416329038,0.0063196886510677,0.0062042300270365,0.1574666666666666,False,0
CLIP,CRC,0.1,42,6996,9,0.9925975434930354,0.9014627789568256,,,0.1751348450693733,0.1750599369965383,0.439606990084521,0.0045111194612305,0.0058060037587716,0.1526666666666666,False,0
CLIP,CRC,0.1,123,6996,9,0.9921038229825332,0.8953747579374988,,,0.1682143607974671,0.1681157115377499,0.4531859150274905,0.008122804792038,0.0079600169939596,0.1526,False,0
CLIP,CRC,0.1,456,6996,9,0.9925273762495912,0.9006376048121612,,,0.1741038649190827,0.1741038649190827,0.4420261484277903,0.0065056645128186,0.005354962353365,0.1511333333333333,False,0
CLIP,CRC,0.25,42,17496,9,0.9953754536602272,0.9259936386124212,,,0.1242360330945773,0.1241053832622842,0.4912236369645681,0.0032202845517747,0.0037247128705349,0.1476666666666666,False,0
CLIP,CRC,0.25,123,17496,9,0.9953013493952731,0.92506417321018,,,0.1238060588864088,0.1238060588864088,0.4933018110710229,0.0027923396864048,0.0024070956844964,0.1467333333333333,False,0
CLIP,CRC,0.25,456,17496,9,0.9953223387380472,0.9247862586790536,,,0.1242324658354407,0.1242324658354406,0.4915847924930255,0.0023723526930273,0.0033620087461696,0.1474666666666666,False,0
CLIP,CRC,0.5,42,34998,9,0.9965986264178454,0.938173262704093,,,0.0937263718221419,0.0937088479632507,0.5321271964999333,0.0030660558384768,0.0036955695202145,0.1460666666666666,False,0
CLIP,CRC,0.5,123,34998,9,0.9966630161005222,0.938067885630034,,,0.0932658744885246,0.0932658744885246,0.5298016557624112,0.0036318984782173,0.0032247328727236,0.1460666666666666,False,0
CLIP,CRC,0.5,456,34998,9,0.996746572456318,0.9383958478713048,,,0.0938484135417977,0.0938484135417978,0.5268455857096711,0.0051056571038825,0.0048609335034618,0.1456666666666666,False,0
CLIP,CRC,1.0,42,70000,9,0.9976336102290294,0.9504009415178384,,,0.071816040302663,0.071816040302663,0.5629432009274911,0.0032524842847108,0.0031210393160929,0.1444,False,0
CLIP,CRC,1.0,123,70000,9,0.9976336102290294,0.9504009415178384,,,0.071816040302663,0.071816040302663,0.5629432009274911,0.0032524842847108,0.0031210393160929,0.1444,False,0
CLIP,CRC,1.0,456,70000,9,0.9976336102290294,0.9504009415178384,,,0.071816040302663,0.071816040302663,0.5629432009274911,0.0032524842847108,0.0031210393160929,0.1444,False,0
CLIP,LungHist700,0.01,42,7,7,0.5937199380420627,0.136149005056568,,,0.0342784281075258,0.0951275354646023,0.1000052749944835,0.046946666719548,0.0974270040208287,0.3904761904761905,False,6
CLIP,LungHist700,0.01,123,7,7,0.6203690070765261,0.2507544467955239,,,0.1497224739229589,0.1508947950575316,0.1000052749944835,0.1364120038306968,0.1453790473449986,0.2857142857142857,False,6
CLIP,LungHist700,0.01,456,7,7,0.5666983609416967,0.1861017801109966,,,0.0159255242501488,0.0972946360056647,0.1000052749944835,0.0149574675054162,0.1176085363339353,0.4285714285714285,False,6
CLIP,LungHist700,0.05,42,22,7,0.6889886496629591,0.0457142857142857,,,0.0389698004890042,0.1758924420886312,0.7593802472967662,0.1372614703170941,0.181081078659773,1.0,True,0
CLIP,LungHist700,0.05,123,22,7,0.6780073336646844,0.0457142857142857,,,0.036711449513601,0.1451159590749847,0.7530546990160535,0.132510857616088,0.1531935814207224,1.0,True,0
CLIP,LungHist700,0.05,456,22,7,0.7832271255908398,0.0457142857142857,,,0.036636358163174,0.2060991236062338,0.7527790097039797,0.1956965449141379,0.2159494317309452,1.0,True,0
CLIP,LungHist700,0.1,42,45,7,0.786549037409256,0.0457142857142857,,,0.0319933162548366,0.1762176127734514,0.595767219244487,0.1660752361920008,0.1758380944285436,1.0,True,0
CLIP,LungHist700,0.1,123,45,7,0.7678545703413722,0.0457142857142857,,,0.0334603817303821,0.1510208125550076,0.6629087358943749,0.1342805375534843,0.1765134939646236,1.0,True,0
CLIP,LungHist700,0.1,456,45,7,0.7969259423773182,0.0457142857142857,,,0.0572432201735411,0.1669674280901,0.6332530551260989,0.145376132572924,0.1825654428552348,1.0,True,0
CLIP,LungHist700,0.25,42,118,7,0.8013518522245652,0.0606060606060606,,,0.0836862558791924,0.1725033422045007,0.4919050277564054,0.1536597632621408,0.1786322212990479,0.9523809523809524,False,0
CLIP,LungHist700,0.25,123,118,7,0.8102091375810032,0.1014353567513962,,,0.061900813731586,0.1889210585157523,0.5056044911841207,0.1291653840220498,0.1597580294005078,0.9428571428571428,False,0
CLIP,LungHist700,0.25,456,118,7,0.841085621226281,0.0984056593812691,,,0.0985480869414308,0.1784117426759636,0.4755056148289594,0.1752761040810602,0.1918157755096403,0.9809523809523808,False,0
CLIP,LungHist700,0.5,42,240,7,0.8080083166224175,0.1651997056132394,,,0.0556965514552698,0.1846924581385286,0.3977299038526378,0.152036120735125,0.1852438994550763,0.8380952380952381,False,0
CLIP,LungHist700,0.5,123,240,7,0.8303927576064261,0.1722357082170166,,,0.0697924969327353,0.1552139207483036,0.4066773300863196,0.154134993843801,0.1965335288920279,0.8285714285714286,False,0
CLIP,LungHist700,0.5,456,240,7,0.8330735810022923,0.1939920522664511,,,0.0543084920376384,0.092559331134552,0.3995997857476352,0.1472547022464627,0.1408014263931234,0.7714285714285715,False,0
CLIP,LungHist700,1.0,42,483,7,0.8354478917641995,0.2155225726654298,,,0.1092982121133294,0.1526190456795181,0.3567950809101771,0.1755661617186266,0.1833485328341934,0.6476190476190476,False,0
CLIP,LungHist700,1.0,123,483,7,0.8354478917641995,0.2155225726654298,,,0.1092982121133294,0.1526190456795181,0.3567950809101771,0.1755661617186266,0.1833485328341934,0.6476190476190476,False,0
CLIP,LungHist700,1.0,456,483,7,0.8354478917641995,0.2155225726654298,,,0.1092982121133294,0.1526190456795181,0.3567950809101771,0.1755661617186266,0.1833485328341934,0.6476190476190476,False,0
CLIP,MHIST,0.01,42,18,2,0.617382495948136,0.3870765370138017,0.0,0.2390260735160656,0.1119272207300848,0.1244103003602141,2.4439630143218403,0.0530670440019319,0.1038814347630489,1.0,True,0
CLIP,MHIST,0.01,123,18,2,0.604367008824059,0.3870765370138017,0.0,0.239153371550039,0.1134927545695638,0.1136299310131089,2.4635839397559485,0.0539096538360111,0.0966414736766393,1.0,True,0
CLIP,MHIST,0.01,456,18,2,0.6918647577885827,0.3870765370138017,0.0,0.2371520620754561,0.1599578690986219,0.166451730693071,2.424509796999151,0.0556063557711386,0.1577708555623291,1.0,True,0
CLIP,MHIST,0.05,42,92,2,0.7837430217900234,0.3870765370138017,0.0,0.2251857004955003,0.1600341183970755,0.2036050807591437,2.019373296143253,0.1563067082923284,0.2031672421113043,1.0,True,0
CLIP,MHIST,0.05,123,92,2,0.7376598235188188,0.3870765370138017,0.0,0.2248016324795185,0.1378590630215362,0.1607593882702603,2.028392678151912,0.1335899468075436,0.1601728877571194,1.0,True,0
CLIP,MHIST,0.05,456,92,2,0.782117774176121,0.3870765370138017,0.0,0.2266986518306117,0.1732896809846165,0.1967211763266163,2.11182070036892,0.1378181920472029,0.195546126941504,1.0,True,0
CLIP,MHIST,0.1,42,184,2,0.7910453808752026,0.3870765370138017,0.0,0.2116393237159458,0.1649314028639308,0.175660191514116,1.8092785659391717,0.1777986502978527,0.1787509063126291,1.0,True,0
CLIP,MHIST,0.1,123,184,2,0.7895641995317847,0.3870765370138017,0.0,0.2153077894363655,0.1692999200769146,0.1842305941254643,1.8566826897378992,0.1806539617484153,0.1849779091476577,1.0,True,0
CLIP,MHIST,0.1,456,184,2,0.8042949756888169,0.3870765370138017,0.0,0.2158931239086234,0.1604092126652696,0.1922999695784748,1.9240479878847376,0.1697565164300782,0.1927493457262551,1.0,True,0
CLIP,MHIST,0.25,42,461,2,0.8181973707905638,0.4343206304552046,0.0892388451443569,0.1940894298200217,0.1509273244466565,0.1588192256817302,1.642991257918298,0.1481958872937815,0.1561851350947766,0.978505629477994,False,0
CLIP,MHIST,0.25,123,461,2,0.8304880244912661,0.3986241023474745,0.021917808219178,0.1956241899746962,0.1565922137881228,0.1677868916298997,1.6023651734185314,0.1641118338255267,0.1636582141318808,0.9948822927328556,True,0
CLIP,MHIST,0.25,456,461,2,0.8246308301818838,0.3982085587259639,0.0218579234972677,0.1964153761639674,0.1531786587048036,0.1639580583106511,1.6512641212877472,0.1524330451342376,0.1657770680576302,0.9938587512794268,True,0
CLIP,MHIST,0.5,42,924,2,0.8294390419593012,0.5343956209766453,0.2799097065462754,0.1829728371269076,0.1306308280152597,0.1309179236413975,1.5971856177723855,0.1253648899972115,0.1277034625228492,0.9150460593654044,False,0
CLIP,MHIST,0.5,123,924,2,0.83827660723933,0.5504233028793531,0.3056179775280899,0.1810257766955543,0.1330154366643543,0.1406339167835442,1.5091860747337034,0.1251162932569254,0.1329981087479094,0.9129989764585466,False,0
CLIP,MHIST,0.5,456,924,2,0.8421438861876462,0.5298697145546507,0.2700228832951945,0.1809480429618795,0.1354482793316703,0.1463690322517085,1.5492930628592914,0.1306518986440835,0.1398271362479712,0.9211873080859776,False,0
CLIP,MHIST,1.0,42,1849,2,0.8535251215559156,0.6538130709397826,0.497196261682243,0.1681273174673871,0.117017991924256,0.1224619114379289,1.507202076685831,0.1071567205503572,0.1045262371832655,0.8208802456499488,False,0
CLIP,MHIST,1.0,123,1849,2,0.8535251215559156,0.6538130709397826,0.497196261682243,0.1681273174673871,0.117017991924256,0.1224619114379289,1.507202076685831,0.1071567205503572,0.1045262371832655,0.8208802456499488,False,0
CLIP,MHIST,1.0,456,1849,2,0.8535251215559156,0.6538130709397826,0.497196261682243,0.1681273174673871,0.117017991924256,0.1224619114379289,1.507202076685831,0.1071567205503572,0.1045262371832655,0.8208802456499488,False,0
CLIP,PCam,0.01,42,2620,2,0.8792610357842996,0.7974132669256667,0.7959171124638751,0.1479470120894306,0.0798414562912116,0.0797324501177585,1.2501508355858884,0.013860195965395,0.0154619164953437,0.507171630859375,False,0
CLIP,PCam,0.01,123,2620,2,0.8812400407372489,0.8013831303844592,0.8000860109356761,0.1468343276077394,0.082407686743974,0.0822508332093944,1.2426105789191877,0.0176083648871006,0.0182022740922741,0.506317138671875,False,0
CLIP,PCam,0.01,456,2620,2,0.8821511053495265,0.8021784076844505,0.8033254445051278,0.1468216450407198,0.0843655127903262,0.084166458591884,1.2533385844846705,0.0158830627248824,0.0175054462664345,0.506011962890625,False,0
CLIP,PCam,0.05,42,13106,2,0.9015466689161464,0.8167435395697712,0.8126833530990575,0.1302483410908397,0.0586945269291119,0.0585339836410774,1.5873581036734403,0.0295721143565712,0.030776147519211,0.521942138671875,False,0
CLIP,PCam,0.05,123,13106,2,0.8987788373237962,0.8118521642871075,0.8054098464260886,0.1323390906554751,0.0555071895453465,0.0557245743147744,1.5990763587164707,0.0342287113686907,0.0340790900207165,0.534027099609375,False,0
CLIP,PCam,0.05,456,13106,2,0.9001525160203623,0.8164094116779701,0.812381041530157,0.1307793330888593,0.0509991203729453,0.05048098754294,1.6307393829838728,0.0296424909474692,0.02825179163307,0.521728515625,False,0
CLIP,PCam,0.1,42,26214,2,0.9021394968212968,0.8146947920746532,0.8083667730418023,0.1286456509595821,0.0402896835489388,0.0404697855023009,1.7802800114451065,0.0328050527360819,0.0318870383022315,0.533935546875,False,0
CLIP,PCam,0.1,123,26214,2,0.902617611841347,0.8144831300435262,0.8073382847711547,0.1289394058312876,0.0460424394816782,0.0464771896404102,1.7441313506552991,0.0375107356655289,0.0382655273006673,0.538299560546875,False,0
CLIP,PCam,0.1,456,26214,2,0.9032477932391384,0.8166885425541252,0.8101041435851983,0.1284956721358249,0.0462219135428896,0.0459674220280013,1.6968812476324195,0.0357629504008771,0.0358712796378124,0.53570556640625,False,0
CLIP,PCam,0.25,42,65536,2,0.9123482842187058,0.8257311011629238,0.8190300875968008,0.1215176711730524,0.040256853209044,0.0403060960054085,1.9078878436053484,0.0375904821591562,0.0380918901943653,0.538238525390625,False,0
CLIP,PCam,0.25,123,65536,2,0.9109995537958226,0.8233898832903217,0.8159898072941552,0.1228468025764156,0.0429684998595386,0.0435835413051872,1.9104712769067271,0.0407362465368504,0.0416979809641073,0.54168701171875,False,0
CLIP,PCam,0.25,456,65536,2,0.9119815144207112,0.8247421603896724,0.8174843207793449,0.1219492394708603,0.0405131397455521,0.0418743887741198,1.8876069348053464,0.0383173513067668,0.0395023191740087,0.54119873046875,False,0
CLIP,PCam,0.5,42,131072,2,0.913174818253391,0.8261146189039021,0.8181760040931184,0.1209777693872886,0.0397112636533781,0.0402545198660064,2.0761031623721147,0.0401266372530599,0.0414017216755846,0.545440673828125,False,0
CLIP,PCam,0.5,123,131072,2,0.9141843609326844,0.8269738039753376,0.8194493188271703,0.1202226131140898,0.0397061901383512,0.0396326603898405,1.9947854788724373,0.0392865476408374,0.0395326511900005,0.54327392578125,False,0
CLIP,PCam,0.5,456,131072,2,0.9150283367797304,0.8285499027537903,0.8209369910260914,0.1195550503120509,0.039332733303598,0.0403573486638008,1.9801966908277788,0.0384383082265467,0.0402515712336215,0.544189453125,False,0
CLIP,PCam,1.0,42,262144,2,0.9165845808112788,0.8314118373534156,0.8234578182051118,0.1183981814002239,0.0406349207965251,0.0407173415907543,2.0840287328217446,0.0402332302290896,0.0410780906287111,0.546966552734375,False,0
CLIP,PCam,1.0,123,262144,2,0.9165845808112788,0.8314118373534156,0.8234578182051118,0.1183981814002239,0.0406349207965251,0.0407173415907543,2.0840287328217446,0.0402332302290896,0.0410780906287111,0.546966552734375,False,0
CLIP,PCam,1.0,456,262144,2,0.9165845808112788,0.8314118373534156,0.8234578182051118,0.1183981814002239,0.0406349207965251,0.0407173415907543,2.0840287328217446,0.0402332302290896,0.0410780906287111,0.546966552734375,False,0
CLIP,SPIDER-Breast,0.01,42,682,18,0.8841062255462238,0.3255208432704198,,,0.2130844328144416,0.2130844328144415,0.2890782281963479,0.0453948959744799,0.0470376870020764,0.1568057171347847,False,0
CLIP,SPIDER-Breast,0.01,123,682,18,0.8890382738090281,0.3107024100464446,,,0.1977718842184363,0.1977718842184362,0.2847833969839677,0.059811784289858,0.0597421394455371,0.1666112680737909,False,0
CLIP,SPIDER-Breast,0.01,456,682,18,0.8955157756791046,0.3171355812635184,,,0.2157719060868254,0.2157719060868254,0.2794112309958989,0.0508409077588976,0.0520455985241966,0.1897955791922885,False,0
CLIP,SPIDER-Breast,0.05,42,3431,18,0.9228029607587688,0.4797246710119808,,,0.2585925478528982,0.2585925478528982,0.4089667147735403,0.0221769116664836,0.0240790341691895,0.1071962772145587,False,0
CLIP,SPIDER-Breast,0.05,123,3431,18,0.925632843922257,0.4726457601464875,,,0.2491287191640972,0.2491287191640971,0.4006029601981864,0.0352415471153268,0.0356748791694808,0.1049526342030912,False,0
CLIP,SPIDER-Breast,0.05,456,3431,18,0.923876375927319,0.473987729555535,,,0.2564814199368476,0.2564814199368477,0.3996833859109996,0.0297881089442508,0.0303501316185092,0.1056174173176001,False,0
CLIP,SPIDER-Breast,0.1,42,6868,18,0.9351641359217656,0.5357412175694507,,,0.2347369068164042,0.2347369068164042,0.4678690674326333,0.0216626125082441,0.0245729996783874,0.1002160545122154,False,0
CLIP,SPIDER-Breast,0.1,123,6868,18,0.9372045253834328,0.5260171851816979,,,0.2256224652518685,0.2256224652518685,0.4646336015269227,0.0296565798871539,0.0293878433036008,0.102210403855742,False,0
CLIP,SPIDER-Breast,0.1,456,6868,18,0.9359669788247692,0.5346469987681479,,,0.2331195697396526,0.2331195697396526,0.4626980929981987,0.0260251770127282,0.0261070269778368,0.101794914409174,False,0
CLIP,SPIDER-Breast,0.25,42,17176,18,0.948570944084974,0.5907127649676717,,,0.1897724216657149,0.1897724216657148,0.5350264885916481,0.022469317038084,0.0220706566386698,0.1108525843443576,False,0
CLIP,SPIDER-Breast,0.25,123,17176,18,0.9497187515212164,0.5819836938707758,,,0.1830374962793974,0.1830374962793973,0.5306751643696638,0.0295598096213779,0.0295598096213779,0.1111018780122984,False,0
CLIP,SPIDER-Breast,0.25,456,17176,18,0.9489491043155336,0.5839590730493898,,,0.1877707612630298,0.1873124945824691,0.5233403889319466,0.0296983478511576,0.0296983478511576,0.1093568223367126,False,0
CLIP,SPIDER-Breast,0.5,42,34361,18,0.9567660875527312,0.6209930999258982,,,0.1572067006852019,0.157206700685202,0.5697006602102471,0.0296172593115212,0.0295529888721903,0.1170018281535649,False,0
CLIP,SPIDER-Breast,0.5,123,34361,18,0.9577083434147128,0.6190188637353119,,,0.1559191262069669,0.1559191262069669,0.567272077385959,0.03006645085398,0.0291333348964048,0.1157553598138607,False,0
CLIP,SPIDER-Breast,0.5,456,34361,18,0.9571903094113512,0.6174415731666668,,,0.1552816204647376,0.1551351855671491,0.567669473109248,0.0289301433444066,0.0289530080990429,0.1158384577031743,False,0
CLIP,SPIDER-Breast,1.0,42,68730,18,0.964099551574733,0.6470589322241724,,,0.1268344182114173,0.1268344182114173,0.6051623693708602,0.0292889892167614,0.0287801946235276,0.1201595479474821,False,0
CLIP,SPIDER-Breast,1.0,123,68730,18,0.964099551574733,0.6470589322241724,,,0.1268344182114173,0.1268344182114173,0.6051623693708602,0.0292889892167614,0.0287801946235276,0.1201595479474821,False,0
CLIP,SPIDER-Breast,1.0,456,68730,18,0.964099551574733,0.6470589322241724,,,0.1268344182114173,0.1268344182114173,0.6051623693708602,0.0292889892167614,0.0287801946235276,0.1201595479474821,False,0
CONCH,BRACS,0.01,42,33,7,0.8033214267138716,0.3476986786526897,,,0.1530331596527814,0.174118007100375,0.6757499517298741,0.1010439984981,0.1210279055493037,0.4491228070175438,False,0
CONCH,BRACS,0.01,123,33,7,0.8452553595339873,0.3633002658518229,,,0.1863040374500479,0.1979182726948317,0.5842687082227367,0.0974350112688704,0.1123748182607792,0.3385964912280702,False,0
CONCH,BRACS,0.01,456,33,7,0.8200433167586257,0.3545900817001385,,,0.1456016911013127,0.1566191611453324,0.6091304097549999,0.0726382079708282,0.0837466674177155,0.3982456140350877,False,0
CONCH,BRACS,0.05,42,180,7,0.8647321338652988,0.4613593303550526,,,0.1361369440787549,0.1442610964432071,0.574068296228411,0.0701970900299961,0.0739448599617183,0.2912280701754386,False,0
CONCH,BRACS,0.05,123,180,7,0.8809443074743407,0.4823123735008057,,,0.1525765850841999,0.1525765850841999,0.5879903807528017,0.0387143508358672,0.0445143281817739,0.2824561403508772,False,0
CONCH,BRACS,0.05,456,180,7,0.8743897752619539,0.4500465461334943,,,0.103663135948065,0.1137019998102412,0.5888095186672397,0.0784556671012185,0.0829651837200403,0.2789473684210526,False,0
CONCH,BRACS,0.1,42,362,7,0.888240942088376,0.5332136147891013,,,0.1139840724786782,0.1376324042558612,0.6281242976513841,0.0450804306497315,0.0570634413312324,0.2543859649122807,False,0
CONCH,BRACS,0.1,123,362,7,0.8829577502710163,0.5374222280805405,,,0.1223495609658135,0.1242451223997538,0.635266180865907,0.026773155343554,0.0360495404382318,0.2333333333333333,False,0
CONCH,BRACS,0.1,456,362,7,0.8850694589589037,0.472322137268285,,,0.0943644122001207,0.106824410480925,0.6524143592563707,0.1025427180803224,0.1034756499325561,0.2719298245614035,False,0
CONCH,BRACS,0.25,42,912,7,0.8973551986095051,0.557266497123248,,,0.0708776411327078,0.0609102374886419,0.7741653571747895,0.0522871618809931,0.0675683867508593,0.2228070175438596,False,0
CONCH,BRACS,0.25,123,912,7,0.8959270217333316,0.5797504476650968,,,0.0849657189711783,0.081200328901042,0.7956790564505913,0.0285243983855666,0.0532029484289412,0.2157894736842105,False,0
CONCH,BRACS,0.25,456,912,7,0.8932405806816285,0.5576345058693294,,,0.065434084588325,0.0793418805844281,0.7675518376338836,0.0446861362338263,0.0548515847947269,0.2210526315789473,False,0
CONCH,BRACS,0.5,42,1826,7,0.9003986012790619,0.5667558152581559,,,0.0566579432905692,0.0634565180719985,0.8779283023450953,0.068777034408499,0.064131614850611,0.2070175438596491,False,0
CONCH,BRACS,0.5,123,1826,7,0.9017131434509736,0.5857603269683659,,,0.0646861679436531,0.0750499073965923,0.8737612825308602,0.074527303284315,0.0696161419600282,0.2087719298245614,False,0
CONCH,BRACS,0.5,456,1826,7,0.9019833589190888,0.5664635585476108,,,0.0593979122687277,0.0626538106096909,0.8754502128303279,0.0355496785359754,0.0503725419139309,0.2175438596491228,False,0
CONCH,BRACS,1.0,42,3657,7,0.9046904324226632,0.5894401916092502,,,0.0298246660233517,0.0408753332193483,0.9660312810575375,0.0246887749906193,0.0473739454024684,0.1982456140350877,False,0
CONCH,BRACS,1.0,123,3657,7,0.9046904324226632,0.5894401916092502,,,0.0298246660233517,0.0408753332193483,0.9660312810575375,0.0246887749906193,0.0473739454024684,0.1982456140350877,False,0
CONCH,BRACS,1.0,456,3657,7,0.9046904324226632,0.5894401916092502,,,0.0298246660233517,0.0408753332193483,0.9660312810575375,0.0246887749906193,0.0473739454024684,0.1982456140350877,False,0
CONCH,CRC,0.01,42,696,9,0.998046966323874,0.9635652972519236,,,0.1876892464003478,0.1876892464003478,0.4285963923684373,0.0048200474770209,0.0039879779659389,0.1424,False,0
CONCH,CRC,0.01,123,696,9,0.9981143801528888,0.9648116316104997,,,0.1923369472943369,0.1922611955044732,0.4241170365067204,0.0021496793124593,0.0031486596881646,0.1445333333333333,False,0
CONCH,CRC,0.01,456,696,9,0.9982086456804576,0.966475915727171,,,0.194207747193381,0.1941290504043445,0.4226285260643929,0.0050847451585679,0.003451905168148,0.1408,False,0
CONCH,CRC,0.05,42,3495,9,0.998775539953741,0.9740771082692444,,,0.0714689098784807,0.0714689098784807,0.5805848707372245,0.003441348488942,0.0036262619341989,0.1404666666666666,False,0
CONCH,CRC,0.05,123,3495,9,0.9986966820758444,0.973664048936588,,,0.0708697128042694,0.0708697128042694,0.5906302149012036,0.0034142283692971,0.0043158804230768,0.1398666666666666,False,0
CONCH,CRC,0.05,456,3495,9,0.9987260903011838,0.9727303346476376,,,0.0714536109262082,0.0714536109262082,0.5864482208272737,0.0035216539736578,0.0040326686611772,0.1398,False,0
CONCH,CRC,0.1,42,6996,9,0.998962163921958,0.9766797550945352,,,0.0467288567203503,0.046695115364329,0.6466172729906393,0.0035866740410149,0.0044156075407581,0.14,False,0
CONCH,CRC,0.1,123,6996,9,0.9988665513978846,0.9757855232910732,,,0.0460174842378418,0.0459151281102569,0.6533477699716479,0.0043536840718204,0.0034589754508687,0.1398666666666666,False,0
CONCH,CRC,0.1,456,6996,9,0.998951349846813,0.974935204457096,,,0.0467845893287142,0.0456251667537619,0.6478312599151319,0.0044682686818895,0.0029337806809914,0.1401333333333333,False,0
CONCH,CRC,0.25,42,17496,9,0.9991334873189937,0.979035484897252,,,0.0263856373707622,0.0256533668057576,0.7309220761736234,0.0036114612779108,0.0030884288388569,0.1405333333333333,False,0
CONCH,CRC,0.25,123,17496,9,0.9991373936137776,0.9792021445278464,,,0.0277546404266458,0.0274148226442614,0.711221478610587,0.0027811961115251,0.0030973824050081,0.1403333333333333,False,0
CONCH,CRC,0.25,456,17496,9,0.9991525521957708,0.9784533016273202,,,0.0270622373792024,0.0267089325383252,0.7194623151591909,0.0033085591119699,0.0031844241019115,0.1404666666666666,False,0
CONCH,CRC,0.5,42,34998,9,0.9993312555640146,0.9814165522957008,,,0.0189793210130928,0.0187610725223675,0.7568536623940897,0.0021986709297444,0.0024079534314067,0.1405333333333333,False,0
CONCH,CRC,0.5,123,34998,9,0.9993023207617304,0.9807426046811398,,,0.0194635502058076,0.018831111504966,0.7466108069664419,0.0029199014452226,0.0016407966719281,0.1407333333333333,False,0
CONCH,CRC,0.5,456,34998,9,0.9993216596974644,0.9804368654709104,,,0.0186268100423418,0.0176168651705367,0.7639718884114665,0.0021164283106019,0.0022851773799391,0.1403333333333333,False,0
CONCH,CRC,1.0,42,70000,9,0.9994136787146106,0.9828761845101572,,,0.0133047824909334,0.0129246774807313,0.7823339368359818,0.0019021640584426,0.0015364083554428,0.1407333333333333,False,0
CONCH,CRC,1.0,123,70000,9,0.9994136787146106,0.9828761845101572,,,0.0133047824909334,0.0129246774807313,0.7823339368359818,0.0019021640584426,0.0015364083554428,0.1407333333333333,False,0
CONCH,CRC,1.0,456,70000,9,0.9994136787146106,0.9828761845101572,,,0.0133047824909334,0.0129246774807313,0.7823339368359818,0.0019021640584426,0.0015364083554428,0.1407333333333333,False,0
CONCH,LungHist700,0.01,42,7,7,0.8481885209837342,0.3990236562852565,,,0.3270529408773485,0.3527107730287324,0.1000052749944835,0.1340308702223454,0.1564829148584321,0.3142857142857143,False,6
CONCH,LungHist700,0.01,123,7,7,0.8800150253678455,0.481524242150428,,,0.3395474501441415,0.3688999153260636,0.1000052749944835,0.1181743190440164,0.1452649744084498,0.2285714285714285,False,6
CONCH,LungHist700,0.01,456,7,7,0.8904432184524934,0.4369373546520058,,,0.3278263545205717,0.3506309534248291,0.1000052749944835,0.1257791604208022,0.1428355386477121,0.2476190476190476,False,6
CONCH,LungHist700,0.05,42,22,7,0.903348499662326,0.3879972060877876,,,0.2422435912324571,0.2620819140994003,0.2589210199607458,0.1222785586106199,0.1549630046071343,0.4476190476190476,False,0
CONCH,LungHist700,0.05,123,22,7,0.9332747361053614,0.4125169800361616,,,0.2701474665897555,0.2778613227194529,0.2548394651155474,0.1431010184104332,0.1981118889627995,0.4571428571428571,False,0
CONCH,LungHist700,0.05,456,22,7,0.9276110885764024,0.3806972789115646,,,0.2200944294913287,0.2288799919516279,0.2027350864051536,0.1328548091179761,0.1375930253643943,0.3809523809523809,False,0
CONCH,LungHist700,0.1,42,45,7,0.9269447716052984,0.5238355091819733,,,0.2959355544798407,0.2959355544798407,0.2728954236795642,0.1241947729864493,0.116132467603734,0.2761904761904762,False,0
