probe,model,dataset,fraction,seed,n_train,n_classes,hidden,auroc,f1_macro,brier,ece_fixed,ece_adaptive,temperature,ece_scaled_fixed,ece_scaled_adaptive,degeneracy_share,forced_classes,degenerate
mlp,CLIP,MHIST,1.0,456,1849,2,256,0.8734422834503872,0.7690650131653447,0.143067213286068,0.0514551758834808,0.0484027014072973,1.0474637366931927,0.051187138607918,0.0439929867138516,0.5854657113613101,0,False
mlp,CLIP,PCam,0.01,42,2620,2,256,0.9085201919730358,0.8293491320774884,0.1220076673969796,0.0200298344652196,0.0217805957808678,1.0394494315591838,0.0197776155123961,0.0215347621716404,0.526580810546875,0,False
mlp,CLIP,PCam,0.01,123,2620,2,256,0.9038392446492725,0.8226239328544243,0.1251535924445702,0.0207533208777022,0.020074310515497,1.1047013193976545,0.0192076254705284,0.0183703295359407,0.519927978515625,0,False
mlp,CLIP,PCam,0.01,456,2620,2,256,0.9040859464563854,0.82177427367956,0.1248655743505943,0.0142121514006135,0.014498376901642,1.1367088361335722,0.020924262409494,0.0218070297498513,0.503936767578125,0,False
mlp,CLIP,PCam,0.05,42,13106,2,256,0.9184633922007168,0.8392026758459055,0.1140483658370189,0.0117865265872296,0.0098027352438023,1.0982267407155146,0.0178034485540479,0.0152488333617526,0.5013427734375,0,False
mlp,CLIP,PCam,0.05,123,13106,2,256,0.9221334371139795,0.8435955521386166,0.1118627427552116,0.013507701537037,0.0113064648784551,1.1229363216769002,0.0130078439576664,0.0112888464793314,0.503662109375,0,False
mlp,CLIP,PCam,0.05,456,13106,2,256,0.922013678322249,0.8417447374144444,0.1119760603397374,0.0150711771709666,0.0147563858190551,1.091519712185023,0.0141506135854001,0.0133121073791357,0.511474609375,0,False
mlp,CLIP,PCam,0.1,42,26214,2,256,0.9187052362283936,0.8385250145289809,0.1144176349045731,0.014054767343623,0.0136437432184735,1.071583867785778,0.0141481368229392,0.0127521356399995,0.514923095703125,0,False
mlp,CLIP,PCam,0.1,123,26214,2,256,0.917491189975546,0.8353591879142876,0.1157384971541385,0.0173113095399344,0.0171152677694763,1.0720356399028017,0.0179193781556819,0.0173993772454252,0.518798828125,0,False
mlp,CLIP,PCam,0.1,456,26214,2,256,0.9205937110226295,0.8420070535904891,0.1131588368909862,0.0155586691976168,0.0160101111221777,1.0877814538616553,0.0130576987921813,0.0123543597122903,0.5048828125,0,False
mlp,CLIP,PCam,0.25,42,65536,2,256,0.9258509310584352,0.8427507032157522,0.1098827831048872,0.0191508887018016,0.0192541065435278,1.0915665605575702,0.012724054705302,0.0124710533063989,0.511810302734375,0,False
mlp,CLIP,PCam,0.25,123,65536,2,256,0.9289178830272564,0.8479482327707679,0.1076727744157039,0.0185287492247425,0.0194578539189862,1.111257445245609,0.0171033092505581,0.0171033153012274,0.521881103515625,0,False
mlp,CLIP,PCam,0.25,456,65536,2,256,0.9241866312367653,0.8437586511619559,0.1113329629922408,0.0233416009601228,0.0226505979919622,1.1037060987280434,0.0171475490834609,0.0149506546927469,0.518096923828125,0,False
mlp,CLIP,PCam,0.5,42,131072,2,256,0.9243442892762652,0.8425831772924913,0.1112685800020036,0.0238352769493417,0.0216499749057099,1.08466944802784,0.018507641952965,0.0176493977999001,0.520599365234375,0,False
mlp,CLIP,PCam,0.5,123,131072,2,256,0.9263435169712914,0.8452355681018912,0.1097721643753924,0.021951411129919,0.0209687415849017,1.1055626844837971,0.0157438859630474,0.0155992620126568,0.52117919921875,0,False
mlp,CLIP,PCam,0.5,456,131072,2,256,0.9212255073340604,0.8372598734512124,0.1166193165786809,0.0509350355585525,0.0509350380813842,1.0836725942958136,0.0502065187152993,0.0502065067848604,0.555694580078125,0,False
mlp,CLIP,PCam,1.0,42,262144,2,256,0.9255045628164842,0.8432900532120116,0.1117816859789576,0.0335566248801342,0.0335336236414782,1.103942847050391,0.0321601356095015,0.0321600995243045,0.536895751953125,0,False
