probe,model,src,tgt,pair,fraction,seed,n_train,auroc,f1_macro,brier,ece_fixed,ece_adaptive,temperature_src,ece_scaled_fixed,ece_scaled_adaptive,degeneracy_share,degenerate
mlp,CLIP,BRACS,CRC,BRACS->CRC,1.0,123,3657,0.5531864750148368,0.4575836681099838,0.2458522452384549,0.2515083516915639,0.2527329391166568,0.9212487329099488,0.252282408532997,0.2525984920238455,0.6238666666666667,False
mlp,CLIP,BRACS,CRC,BRACS->CRC,1.0,456,3657,0.5784583684292304,0.471222759756415,0.2359394815199808,0.2395297504577785,0.2401241988375783,0.9560171710590946,0.241302069153885,0.2409715316017468,0.6289333333333333,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.01,42,699,0.6641551682401355,0.555666563789609,0.2906468705411492,0.2515176741177575,0.2489419823545113,0.7767840634885275,0.2772030996910313,0.2720872068189476,0.5350877192982456,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.01,123,699,0.6287218591140159,0.5712610567874633,0.2725511062351107,0.2409635288673534,0.2384679650659101,0.875522646870956,0.2476201264743219,0.2494190805052456,0.5350877192982456,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.01,456,699,0.6023133018639555,0.4699405091822783,0.3899575320014374,0.3893908548250533,0.3893908707196252,0.7991168466295882,0.4109906475500841,0.4105345456942654,0.6947368421052632,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.05,42,3499,0.6393579036552892,0.5942037871588134,0.2601721692242369,0.2304894101528222,0.2279640256312855,0.8414285881888819,0.2494507799055754,0.2440112782658584,0.5947368421052631,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.05,123,3499,0.6287521181312031,0.5995063824323505,0.2466184868636972,0.201615224295018,0.1931614392289989,0.7951406238843005,0.214837466837152,0.2088641463207048,0.6543859649122807,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.05,456,3499,0.6275114984265311,0.5617646200110946,0.309538445196105,0.3006373020640591,0.2973190690439782,0.8348714569079143,0.3110785933048056,0.3129919131180239,0.5105263157894737,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.1,42,6999,0.6405077463083999,0.5931154822335025,0.2471707379777609,0.2033797391412551,0.204727115576858,0.8715726600066459,0.2117416797826687,0.2151018029993824,0.6666666666666666,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.1,123,6999,0.6433067053982087,0.593475505430304,0.2379327611984551,0.1785494173272398,0.1718119674991293,0.8506227624745805,0.1936496397513046,0.1868875775882451,0.6929824561403509,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.1,456,6999,0.6179193899782136,0.5614669060219616,0.2903986685323633,0.2672260329388735,0.2568890237135061,0.8210749116521122,0.2801341794431209,0.2790968411406012,0.5596491228070175,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.25,42,17499,0.6237139917695473,0.5830788677583831,0.2612405828285629,0.2195139564410375,0.2189072062996657,0.8145123281949906,0.2424663013794966,0.2381066360222911,0.6491228070175439,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.25,123,17499,0.629342168966352,0.5892395316255199,0.2472983565306066,0.2029148257615273,0.2019417058578447,0.8484411266681866,0.2206244192167855,0.2170945569680873,0.6824561403508772,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.25,456,17499,0.6141218833212297,0.5656019923517644,0.2814632803454278,0.2440074751316978,0.2427548742101511,0.8257122753178664,0.2622260331127204,0.2628714380822585,0.5929824561403508,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.5,42,35000,0.6247276688453158,0.5825541351155257,0.2670691352834836,0.2358541487176951,0.2344150657128346,0.7465423069926717,0.2561701526898041,0.2583769571136177,0.5947368421052631,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.5,123,35000,0.6296447591382233,0.5848312729702639,0.2775897566039955,0.2478723371434107,0.2472294490588338,0.754652024479907,0.2726425219327211,0.270272175454649,0.5649122807017544,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,0.5,456,35000,0.6198710965867829,0.5591059426010883,0.281525185698122,0.2459919498775873,0.2461589128334532,0.723078122025579,0.2791119057750493,0.2766673787431628,0.5614035087719298,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,1.0,42,70000,0.6207032195594288,0.5777508874371085,0.2796134412344467,0.2569446446864228,0.2530832445902521,0.7176972017945417,0.2830185353037035,0.2850651318705722,0.5701754385964912,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,1.0,123,70000,0.6210965867828613,0.5725456641746421,0.2854078847934972,0.2576791254182656,0.2525105900997133,0.7371459558665358,0.2879131547910602,0.284466258697661,0.5456140350877193,False
mlp,CLIP,CRC,BRACS,CRC->BRACS,1.0,456,70000,0.6261347131445171,0.5768058554908788,0.2755308045195082,0.2444669663644673,0.2397069873794782,0.752061639518458,0.2655677323278628,0.268510428939031,0.5877192982456141,False
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.01,42,18,0.6295351026476176,0.4801849800570742,0.2512408559117798,0.118848165483314,0.1188481745512035,1.2085218866556464,0.1003943768487261,0.100394381372098,0.865753173828125,False
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.01,123,18,0.6426728907636242,0.3334282633902236,0.2759029706336696,0.1834754867909396,0.1834423616346612,1.1644525602797149,0.1597299525510606,0.1597299513387042,1.0,True
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.01,456,18,0.3823533420835203,0.315866836343036,0.4165172207906765,0.4278978709446619,0.4280433392173108,1.3894800291382094,0.3678848712384024,0.3697924659168166,0.95623779296875,False
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.05,42,92,0.5622048454286062,0.3332892913602271,0.4206204979711471,0.4111732505302825,0.4047880008344577,1.0722432116946528,0.3999015783858795,0.3948274117173014,0.989990234375,False
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.05,123,92,0.6213777603488797,0.335047857766332,0.3606263941987029,0.3472238682400075,0.346658761843571,1.1935765556213154,0.3133770383172987,0.31296586706992,0.997802734375,True
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.05,456,92,0.6082458488793917,0.3334825400467027,0.394720443229166,0.3906710254238987,0.3906309226445046,1.185013113701601,0.3584898549887612,0.3584511614922121,0.99993896484375,True
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.1,42,184,0.5814331248038378,0.3332430392431282,0.4344809634576114,0.4294407180400412,0.4223202251887699,1.297674526610196,0.3895370381470684,0.3813507325128284,0.99468994140625,True
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.1,123,184,0.6526373400510463,0.3339431266134113,0.4299047441516465,0.4347160412334006,0.4345360466358841,1.2125969643752512,0.4058506270396265,0.4056516850899925,0.99932861328125,True
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.1,456,184,0.5812376215332875,0.3335231763454785,0.3881435761722084,0.3783836877737485,0.377657209788822,1.0790496335676245,0.3636373863532753,0.3628199215554559,0.999664306640625,True
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.25,42,461,0.5468007504688083,0.3432651158257413,0.4282865114752622,0.4185989896054707,0.4114896280956657,1.2381607601412583,0.3877828086888257,0.3813363580220823,0.984588623046875,False
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.25,123,461,0.6498074227592487,0.3347788798531951,0.4664442967982105,0.4689156261420066,0.4681029400724572,1.168427393018693,0.455778552263439,0.4550564912560233,0.99810791015625,True
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.25,456,461,0.6232577954964041,0.3525103096971257,0.398372088309136,0.3939818339883914,0.3932695029885167,1.2262287995063723,0.3644618146007587,0.3638423693518575,0.9857177734375,False
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.5,42,924,0.6262684043018214,0.3413876700526938,0.4522359761768024,0.4516933527278297,0.4467002579094838,1.1323929155344064,0.440272149353234,0.4355487806160738,0.988067626953125,False
mlp,CLIP,MHIST,PCam,MHIST->PCam,0.5,123,924,0.5664977738946337,0.3394295068047586,0.4696514326694918,0.4632135384160847,0.4544946373770759,1.1000330839725645,0.4563063480972573,0.4478334451082499,0.9864501953125,False
