model,dataset,fraction,auroc_old,ece_old,auroc_new,ece_new,d_auroc,d_ece
PLIP,CRC,1.0,0.9991666117025452,0.028127211305833,0.9991666117025452,0.028127211323202405,0.0,1.7369404525791055e-11
PLIP,LungHist700,0.01,0.7831737433488303,0.31697155017113693,0.7624613886806659,0.3074564829918449,-0.020712354668164346,-0.009515067179292014
PLIP,LungHist700,0.05,0.8443570930957423,0.13257645221417616,0.8474709085949453,0.21346466849053036,0.0031138154992030875,0.0808882162763542
PLIP,LungHist700,0.1,0.8704347238704081,0.16260705959057986,0.8760928273474713,0.14808474756460036,0.005658103477063192,-0.014522312025979506
PLIP,LungHist700,0.25,0.9027373712459057,0.18112413547186432,0.8960891558904108,0.23020909323579905,-0.006648215355494869,0.04908495776393473
PLIP,LungHist700,0.5,0.9054580960616416,0.2277470092110975,0.9036981086794643,0.23268521100633185,-0.0017599873821773082,0.004938201795234354
PLIP,LungHist700,1.0,0.9220359017533605,0.2244485961840373,0.9220359017533605,0.2244485961840369,0.0,-4.163336342344337e-16
PLIP,MHIST,0.01,0.707640014406627,0.1556617437792496,0.7036136622846509,0.14613791741905016,-0.004026352121976107,-0.009523826360199439
PLIP,MHIST,0.05,0.7659148208175761,0.15634727339320217,0.7565700222102167,0.14486031162331367,-0.009344798607359373,-0.011486961769888504
PLIP,MHIST,0.1,0.7783510414790804,0.1495158690669189,0.7793655081337416,0.13854353688691476,0.0010144666546612058,-0.010972332180004152
PLIP,MHIST,0.25,0.7888558737019028,0.12204874425153983,0.7939492166396542,0.12078206079623653,0.005093342937751433,-0.0012666834553032996
PLIP,MHIST,0.5,0.8092757668527523,0.10896117190376058,0.8063134041659165,0.10530495569582825,-0.0029623626868358066,-0.003656216207932328
PLIP,MHIST,1.0,0.8291644156311905,0.09103798199492463,0.8291644156311905,0.0910379819949248,0.0,1.6653345369377348e-16
PLIP,PCam,0.01,0.9415378588016644,0.07171186396995986,0.94226822444974,0.07233190461898316,0.0007303656480756038,0.0006200406490232957
PLIP,PCam,0.05,0.9501788897766382,0.0494320462328617,0.9504853582895643,0.049368579077297664,0.00030646851292603916,-6.346715556403842e-05
PLIP,PCam,0.1,0.9522429009026617,0.04480569966539394,0.9515059936436279,0.04535028726719387,-0.0007369072590338588,0.0005445876017999285
PLIP,PCam,0.25,0.9531458928093888,0.04516553139935426,0.9529608091777054,0.04553325780127867,-0.00018508363168334707,0.0003677264019244092
PLIP,PCam,0.5,0.9531587959755745,0.052286588500270466,0.9531051952472128,0.04959071975921973,-5.3600728361691274e-05,-0.0026958687410507387
PLIP,PCam,1.0,0.9523657175374036,0.05740209375710357,0.9523657175374036,0.057402093811539,0.0,5.44354283871229e-11
PLIP,SPIDER-Breast,0.01,0.9501584998540841,0.3152758933692587,0.9447151800217825,0.36417505306104153,-0.0054433198323016185,0.04889915969178282
PLIP,SPIDER-Breast,0.05,0.9659145676311174,0.2602694765170612,0.9650643579182338,0.25194737469343853,-0.0008502097128836317,-0.008322101823622696
PLIP,SPIDER-Breast,0.1,0.9709418163438958,0.20581973970881362,0.9712023738980614,0.2033907342033868,0.0002605575541656524,-0.0024290055054268234
PLIP,SPIDER-Breast,0.25,0.975797890805576,0.14081612074596564,0.9762605480013545,0.142213179860673,0.0004626571957785375,0.0013970591147073608
PLIP,SPIDER-Breast,0.5,0.9789582981649277,0.10370432338208196,0.9790636712426525,0.10342885144105186,0.00010537307772473525,-0.0002754719410301004
PLIP,SPIDER-Breast,1.0,0.9816583476452903,0.07508030787312074,0.9816586026879696,0.0750833869300872,2.550426793090921e-07,3.079056966462379e-06
UNI,BRACS,0.01,0.7708638826882966,0.08194942398982863,0.785739829982184,0.1096149848108783,0.014875947293887304,0.027665560821049665
UNI,BRACS,0.05,0.8570535583656872,0.1541340316153787,0.8540539113954025,0.13340322830771806,-0.002999646970284653,-0.02073080330766064
UNI,BRACS,0.1,0.8726564160457831,0.1246775871649697,0.8680369036781768,0.14159982698684817,-0.004619512367606382,0.016922239821878474
UNI,BRACS,0.25,0.8866510115344947,0.09330760161206007,0.8848528828121958,0.09705440081331436,-0.0017981287222988973,0.003746799201254286
UNI,BRACS,0.5,0.8942230449112124,0.06551213633743909,0.8951622446224418,0.0588221172895917,0.0009391997112293549,-0.006690019047847391
UNI,BRACS,1.0,0.9012589709524764,0.048881009112043794,0.9012589709524764,0.0488810091179866,0.0,5.942808745107442e-12
UNI,CRC,0.01,0.9994466260533779,0.2211096685059549,0.9994475841496796,0.22082170596207787,9.580963017397082e-07,-0.00028796254387702946
UNI,CRC,0.05,0.9995935730703748,0.07490353061613887,0.9996093015865503,0.0760195042183886,1.5728516175483875e-05,0.0011159736022497285
UNI,CRC,0.1,0.9996716650632994,0.0459119141030836,0.9996696736882832,0.04682495976217283,-1.9913750162192656e-06,0.0009130456590892289
UNI,CRC,0.25,0.9998259163439323,0.024976942637948866,0.9998108506837218,0.024990218252961067,-1.5065660210478171e-05,1.327561501220098e-05
UNI,CRC,0.5,0.9998940179481379,0.015657346996710068,0.999892127050979,0.0157965126812748,-1.8908971589626233e-06,0.0001391656845647314
UNI,CRC,1.0,0.9999219330690908,0.010392303586169034,0.9999219330690908,0.010392303586176,0.0,6.966649479522857e-15
UNI,LungHist700,0.01,0.6685084975911204,0.20482468877728763,0.6790216163079821,0.21274517788271943,0.010513118716861669,0.007920489105431805
UNI,LungHist700,0.05,0.78772859607962,0.13644199551901873,0.8110901529189513,0.1359147297604422,0.023361556839331277,-0.0005272657585765339
UNI,LungHist700,0.1,0.8581510866375268,0.1661342303785314,0.8682977164985147,0.17285965211949436,0.01014662986098791,0.006725421740962967
UNI,LungHist700,0.25,0.9288256994373776,0.260453709228555,0.9267321490192475,0.2841194528482966,-0.0020935504181300857,0.023665743619741608
UNI,LungHist700,0.5,0.9497914648280523,0.3098102819961058,0.9447378967050479,0.31080276880518426,-0.005053568123004393,0.0009924868090784855
UNI,LungHist700,1.0,0.9634073153799294,0.31258663441216056,0.9634073153799294,0.3125866344121607,0.0,1.6653345369377348e-16
UNI,MHIST,0.01,0.654718170358365,0.14695550269242588,0.6927846809532384,0.1206612445680933,0.038066510594873426,-0.026294258124332587
UNI,MHIST,0.05,0.7975178582147788,0.16521183645491147,0.7712137583288312,0.1383431980190726,-0.02630409988594762,-0.026868638435838865
UNI,MHIST,0.1,0.8139549192628609,0.15136021280919354,0.8196950597274747,0.1423951622387014,0.005740140464613797,-0.008965050570492128
UNI,MHIST,0.25,0.8354418032294856,0.10442383012541127,0.8383186265682214,0.10323965654986478,0.0028768233387358455,-0.001184173575546496
UNI,MHIST,0.5,0.8656026772315265,0.09613877938714926,0.869498469295876,0.10252159078371793,0.0038957920643495347,0.006382811396568669
UNI,MHIST,1.0,0.8856428957320367,0.08027461946125497,0.8856428957320367,0.0802746194612482,0.0,-6.772360450213455e-15
UNI,PCam,0.01,0.9814341754600702,0.07398773883059497,0.982210100175049,0.07260484277881597,0.0007759247149787818,-0.0013828960517789923
UNI,PCam,0.05,0.9833720482335626,0.041837333809429895,0.9835845400727384,0.040181715995286964,0.00021249183917582126,-0.0016556178141429317
UNI,PCam,0.1,0.9830476138840109,0.03715754042282783,0.9830771914526163,0.0385831228936963,2.957756860544336e-05,0.0014255824708684708
UNI,PCam,0.25,0.9818666991273622,0.039621341844756665,0.9820907294344621,0.039641468048341004,0.00022403030709983174,2.0126203584339142e-05
UNI,PCam,0.5,0.9810166932759855,0.04264232365498344,0.9824870085040608,0.03920598128492977,0.0014703152280752807,-0.00343634237005367
UNI,PCam,1.0,0.9786119794547073,0.04506726483948067,0.9786119794547076,0.0450672648394791,2.220446049250313e-16,-1.5681900222830336e-15
UNI,SPIDER-Breast,0.01,0.9864899812560264,0.42482798875640343,0.9867784615279301,0.4289639869935414,0.00028848027190375714,0.00413599823713795
UNI,SPIDER-Breast,0.05,0.9926582073621764,0.21418590536880655,0.9926173499492573,0.21917773724291958,-4.085741291903755e-05,0.004991831874113034
UNI,SPIDER-Breast,0.1,0.9936639660856663,0.14793331320197303,0.9936230965789775,0.1485079677536061,-4.086950668880096e-05,0.0005746545516330803
UNI,SPIDER-Breast,0.25,0.9945550329996866,0.08880489718883171,0.994536996374697,0.08618221568748786,-1.803662498967018e-05,-0.002622681501343843
UNI,SPIDER-Breast,0.5,0.9949535455422707,0.05576441453812847,0.9948033053450059,0.0539966466264819,-0.00015024019726472826,-0.0017677679116465672
UNI,SPIDER-Breast,1.0,0.9951334781789676,0.03140687202988413,0.9951334781789676,0.031406871739885,0.0,-2.89999128877394e-10
VIRCHOW2,BRACS,0.01,0.7880786948466696,0.08747432878230073,0.7918278214942965,0.15832702192545733,0.0037491266476269436,0.0708526931431566
VIRCHOW2,BRACS,0.05,0.8648676494145043,0.12263328730394966,0.8729085564857993,0.15830029320157027,0.008040907071295011,0.035667005897620604
VIRCHOW2,BRACS,0.1,0.8792046792506363,0.10041713136113696,0.8826118790969696,0.12690269304802484,0.0034071998463333086,0.026485561686887885
VIRCHOW2,BRACS,0.25,0.8945103873584569,0.08198612366189827,0.8932662910834965,0.07604898115439947,-0.0012440962749603601,-0.005937142507498799
VIRCHOW2,BRACS,0.5,0.8991048082940085,0.0491211936435961,0.9001027106397955,0.04532046433539357,0.000997902345787005,-0.0038007293082025287
VIRCHOW2,BRACS,1.0,0.9038447387617934,0.04485903519819593,0.9038447387617934,0.0448590319687917,0.0,-3.2294042301428405e-09
VIRCHOW2,CRC,0.01,0.9990356855437414,0.1842766302265313,0.9990507617922502,0.18247342272963396,1.5076248508716361e-05,-0.00180320749689733
VIRCHOW2,CRC,0.05,0.9994449366537085,0.06263603869052424,0.9995024114081432,0.06344162556336953,5.7474754434738706e-05,0.0008055868728452931
VIRCHOW2,CRC,0.1,0.9996000854607819,0.0392324713272758,0.9996185274641306,0.0399920143967678,1.8442003348662084e-05,0.0007595430694919969
VIRCHOW2,CRC,0.25,0.9997701630703157,0.0213181250803761,0.9997751624125596,0.0210484444829938,4.9993422438499024e-06,-0.0002696805973822977
VIRCHOW2,CRC,0.5,0.9998584262919299,0.014117606641916067,0.9998589945151765,0.0141294186673838,5.682232465664683e-07,1.1812025467733758e-05
VIRCHOW2,CRC,1.0,0.9999149146886968,0.0093129870864674,0.9999149146886968,0.0093129870864725,0.0,5.100087019371813e-15
VIRCHOW2,LungHist700,0.01,0.7678461608001763,0.29374643299791703,0.8104034732786647,0.2941264391703594,0.042557312478488374,0.000380006172442382
VIRCHOW2,LungHist700,0.05,0.8440935597884747,0.1986831343543343,0.8721417177017393,0.17147490151813083,0.02804815791326465,-0.027208232836203466
VIRCHOW2,LungHist700,0.1,0.9130666040086095,0.15857045517936366,0.913326549787318,0.2545975834594156,0.00025994577870847024,0.09602712828005192
VIRCHOW2,LungHist700,0.25,0.9528766003707355,0.28087869083759465,0.9489986311417135,0.3390742818087145,-0.00387796922902206,0.05819559097111987
VIRCHOW2,LungHist700,0.5,0.9632327351474492,0.292334979131758,0.9607062562999505,0.30980757875551973,-0.002526478847498681,0.017472599623761742
VIRCHOW2,LungHist700,1.0,0.9724456901692357,0.2636798581562782,0.9724456901692357,0.2636798581562782,0.0,0.0
VIRCHOW2,MHIST,0.01,0.6758148748424274,0.15029211831009354,0.6291268983732516,0.13875142447440048,-0.046687976469175774,-0.011540693835693061
VIRCHOW2,MHIST,0.05,0.8444894651539708,0.1843239660982288,0.8212137583288314,0.16680228705929231,-0.023275706825139464,-0.017521679038936477
VIRCHOW2,MHIST,0.1,0.8648658382856115,0.18292618282753473,0.8628774236148629,0.18021652824577283,-0.0019884146707486172,-0.0027096545817618944
VIRCHOW2,MHIST,0.25,0.8808331832643016,0.14799777529263217,0.8912809892550574,0.15708631982721902,0.010447805990755787,0.009088544534586851
VIRCHOW2,MHIST,0.5,0.9056320907617503,0.14060068059384587,0.9059787502251035,0.13686617597596382,0.00034665946335321607,-0.0037345046178820507
VIRCHOW2,MHIST,1.0,0.9157977669728076,0.11313817830099086,0.9157977669728076,0.1131381783010071,0.0,1.6237011735142914e-14
VIRCHOW2,PCam,0.01,0.9792139753009558,0.06290526554242357,0.9791960467172401,0.061813416681872235,-1.7928583715631774e-05,-0.001091848860551331
VIRCHOW2,PCam,0.05,0.9829706096359586,0.03917474478158193,0.9829264835643184,0.03849309896871637,-4.412607164017146e-05,-0.0006816458128655611
VIRCHOW2,PCam,0.1,0.9842269578096307,0.0333427552165147,0.9839780872622863,0.0345375386503102,-0.00024887054734434866,0.0011947834337955043
VIRCHOW2,PCam,0.25,0.985616973148901,0.029806774885487764,0.9857030584145954,0.031003751316670033,8.608526569442443e-05,0.0011969764311822693
VIRCHOW2,PCam,0.5,0.9861077454659325,0.031661813700685194,0.9861847770327854,0.030260335264923038,7.703156685290313e-05,-0.0014014784357621567
VIRCHOW2,PCam,1.0,0.9857326123896911,0.0339637875564121,0.9857326123896911,0.0339637875563802,0.0,-3.189809527626153e-14
VIRCHOW2,SPIDER-Breast,0.01,0.9876124408874899,0.3563001785743689,0.9876331452115051,0.3782083387021575,2.0704324015241582e-05,0.021908160127788567
VIRCHOW2,SPIDER-Breast,0.05,0.9930912719495307,0.17378718248252675,0.9930761919979978,0.17808759786762499,-1.5079951532936953e-05,0.004300415385098233
VIRCHOW2,SPIDER-Breast,0.1,0.9940138607931731,0.11938632600300148,0.9940343880029868,0.12220232729975293,2.0527209813714364e-05,0.0028160012967514553
VIRCHOW2,SPIDER-Breast,0.25,0.9948949419670582,0.07163987125417114,0.994811144100434,0.07112036781795263,-8.379786662415789e-05,-0.0005195034362185103
VIRCHOW2,SPIDER-Breast,0.5,0.995248900925946,0.046302256145367066,0.9951943760855874,0.045694570718624504,-5.452484035861627e-05,-0.0006076854267425616
VIRCHOW2,SPIDER-Breast,1.0,0.9954294040691621,0.026680095055465067,0.9954294040691621,0.026680094739894095,0.0,-3.1557097213141816e-10
