model,dataset,fraction,auroc_old,ece_old,auroc_new,ece_new,d_auroc,d_ece
MIDNIGHT,PCam,0.5,0.9543999449620545,0.05377688632321834,0.9549784689916111,0.05249632930918103,0.0005785240295566041,-0.0012805570140373077
MIDNIGHT,PCam,1.0,0.9534379270615373,0.055800400729676826,0.9534379270615373,0.0558004007295935,0.0,-8.33291768920219e-14
MIDNIGHT,SPIDER-Breast,0.01,0.951962339260012,0.28606224046270334,0.9501060182096676,0.3096522271560766,-0.0018563210503443894,0.023589986693373255
MIDNIGHT,SPIDER-Breast,0.05,0.974403519720398,0.19186140126236143,0.9738110770652678,0.19343841360061464,-0.0005924426551301432,0.0015770123382532197
MIDNIGHT,SPIDER-Breast,0.1,0.9793800824035644,0.14882960676223803,0.9795181539169912,0.15013480710810148,0.00013807151342670743,0.0013052003458634553
MIDNIGHT,SPIDER-Breast,0.25,0.9846328331287859,0.10506982796665133,0.9844765668836802,0.10547448933307879,-0.000156266245105674,0.0004046613664274584
MIDNIGHT,SPIDER-Breast,0.5,0.9871130219794043,0.07786556685053003,0.9872048977761,0.07638629791862529,9.187579669567292e-05,-0.0014792689319047397
MIDNIGHT,SPIDER-Breast,1.0,0.9890096915712672,0.05681235728528913,0.9890044041628118,0.0568351196433577,-5.287408455401099e-06,2.276235806856347e-05
PLIP,BRACS,0.01,0.7362280332568036,0.1010193359944348,0.7284771416491291,0.0693492410057356,-0.007750891607674504,-0.0316700949886992
PLIP,BRACS,0.05,0.7930047460525961,0.18152258736492302,0.8038182290745216,0.1410411215733741,0.01081348302192553,-0.04048146579154893
PLIP,BRACS,0.1,0.8019537409022695,0.1413248822280284,0.8239260648762795,0.14190945982954487,0.021972323974010055,0.0005845776015164783
PLIP,BRACS,0.25,0.8335095417419729,0.10908049966238383,0.8361349685887881,0.12499319562033955,0.0026254268468152153,0.01591269595795572
PLIP,BRACS,0.5,0.8455956302489168,0.08688758455786377,0.8455337622619351,0.07843997638740596,-6.186798698171181e-05,-0.00844760817045781
PLIP,BRACS,1.0,0.856587673169057,0.05877719375976479,0.856587673169057,0.0587771940646065,0.0,3.048417074325016e-10
PLIP,CRC,0.01,0.9955893422298775,0.28483336905944123,0.9960008341429091,0.28713097374915475,0.00041149191303158084,0.002297604689713517
PLIP,CRC,0.05,0.9976747273212075,0.12802182232625003,0.9976718059652789,0.12777778617442795,-2.921355928608982e-06,-0.0002440361518220857
PLIP,CRC,0.1,0.9981878910269938,0.08946212333742891,0.998155085565315,0.0880121138921124,-3.2805461678830916e-05,-0.001450009445316508
PLIP,CRC,0.25,0.9986640712422773,0.05551504272361593,0.9986530545451138,0.055428517890110635,-1.1016697163523936e-05,-8.652483350529705e-05
PLIP,CRC,0.5,0.998939538802753,0.039117805573677035,0.9989412106059538,0.038912375407275,1.6718032007645434e-06,-0.00020543016640203748
