model,auroc,ece_scaled,ood_stability,cri_multiplicative,cri_arithmetic,cri_geometric,cri_worst_axis
CLIP,0.778735518466526,0.03512881961006681,0.6433172163279651,0.4833753419148011,0.7956413050614747,0.7848045232044287,0.6433172163279651
PLIP,0.8462560718714797,0.07091280523370655,0.5973916810993802,0.4696966284540765,0.7909116492457177,0.7773306894926635,0.5973916810993802
CONCH,0.8755031551870527,0.06283646126588072,0.5417662718065763,0.44451361065755596,0.7848109885759161,0.7631824140900892,0.5417662718065763
VIRCHOW2,0.8662063578112013,0.06946428171560544,0.7001132911857172,0.5643164855129609,0.8322851224271043,0.8263694356625896,0.7001132911857172
UNI,0.8543303788493438,0.055707383833066705,0.521412355129204,0.42064309199407734,0.7733451167151605,0.7492692687145415,0.521412355129204
GigaPath,0.8401355115599672,0.05788111348540904,0.6054585672566761,0.47922501670460277,0.795904321777078,0.7825519183288572,0.6054585672566761
H-Optimus-0,0.8434475450311991,0.05875647523279542,0.6060713317422454,0.48115369091035115,0.7969208005135497,0.7836003245526093,0.6060713317422454
MIDNIGHT,0.8066091726365663,0.06726123827721418,0.5501050832912475,0.4138746624905316,0.7631510058835332,0.7452287707805607,0.5501050832912475
